year,tas_sh,tas_nh,scenario
1850,285.7098070938904,288.18735541848616,historical
1851,285.85198923925407,288.1414240097773,historical
1852,285.73890660076495,288.08984522185625,historical
1853,285.56336786097,288.0596346245179,historical
1854,285.55902111384006,287.9922238262255,historical
1855,285.8499702471712,288.0632606578164,historical
1856,285.7803706327371,288.1171036225919,historical
1857,285.7102469984805,288.054646879387,historical
1858,285.7600270668797,287.9689949807261,historical
1859,285.9591436747087,288.11045001576565,historical
1860,285.8192423194137,287.93489943793475,historical
1861,285.75177258123523,287.9505994797752,historical
1862,285.7162486662497,287.9052231728708,historical
1863,285.8121497859871,287.9953194744074,historical
1864,285.5605900640054,287.98126555709763,historical
1865,285.77162674177487,288.02870327071855,historical
1866,285.7316460516495,287.94655478422493,historical
1867,285.7666427045722,287.8574129238806,historical
1868,285.9080284067055,287.91517602008656,historical
1869,285.7860761056302,287.7729920946663,historical
1870,285.6692254794108,287.9564649426826,historical
1871,285.92450821028393,287.869889750035,historical
1872,285.62308898231515,287.826911823297,historical
1873,285.4501177788389,287.80260501329894,historical
1874,285.66292382471516,287.8077187556014,historical
1875,285.8635898430603,288.0627185433159,historical
1876,285.8939484831981,287.89175879052675,historical
1877,285.85891421538565,288.0697559954383,historical
1878,285.84145125646603,288.1108235552159,historical
1879,285.72117684281784,288.0059479742336,historical
1880,285.80609097129826,288.0746590443368,historical
1881,285.87394315379066,288.11385272952026,historical
1882,285.87294317832163,288.2122947952083,historical
1883,285.6661372560993,288.0482712174814,historical
1884,285.68506980759577,287.8595000383935,historical
1885,285.7084284037467,287.6271203036305,historical
1886,285.751935902284,287.8869061841924,historical
1887,285.57957453126465,287.9851583489344,historical
1888,285.73035986485223,287.90070440649976,historical
1889,285.68282106946106,287.9499314623129,historical
1890,285.675705211123,287.97012019669563,historical
1891,285.9808979032213,287.97165740227825,historical
1892,285.84827094042936,288.0735660943156,historical
1893,285.9389093408708,287.9554052063024,historical
1894,285.86853351093873,288.132009912007,historical
1895,285.9678049114227,288.29720701524167,historical
1896,286.1075088504984,288.14441353953214,historical
1897,285.89959106620034,288.13947266544193,historical
1898,285.8367574153669,288.2170854989991,historical
1899,285.6837297382512,288.22412404947477,historical
1900,285.5794296021784,288.0488771838609,historical
1901,285.82773416921293,288.30689252352107,historical
1902,285.8803184820559,288.14292163643876,historical
1903,285.7596133872222,287.79109263802144,historical
1904,285.9253962062046,288.0567928899546,historical
1905,285.98632553782653,288.1724103977967,historical
1906,285.9005353952061,287.991325840723,historical
1907,285.5665910832604,288.0319160914101,historical
1908,285.8649784730499,288.1666895301509,historical
1909,285.9962528240139,288.15861724159424,historical
1910,285.9254985654917,288.2647248425568,historical
1911,285.7907570853404,288.1205699461355,historical
1912,285.93421605225984,287.87244014798375,historical
1913,285.8872856777569,287.92079028228903,historical
1914,285.78466253911915,288.03260778373135,historical
1915,285.7728907729324,288.1193039038995,historical
1916,285.6067908863711,288.0259175404895,historical
1917,285.684470531309,288.0114928922082,historical
1918,285.76225038059914,288.02167194536725,historical
1919,285.81172592991396,287.856414954695,historical
1920,285.8025926782504,287.88533632450907,historical
1921,285.918413848377,288.0456843354029,historical
1922,285.82280720349485,288.32309911388853,historical
1923,286.0802024307081,288.1400887388976,historical
1924,285.782919777619,287.97659925640625,historical
1925,285.7168545653306,287.8947766131271,historical
1926,285.89105256814605,287.8933629519203,historical
1927,286.05046773174433,288.0043476776728,historical
1928,285.8935666307904,288.10362010515104,historical
1929,285.96063749961024,288.1528423141806,historical
1930,285.873200086259,288.11545972317754,historical
1931,285.62673561204383,288.04227471451253,historical
1932,285.7698928620016,288.1569420651454,historical
1933,285.9160455038217,288.0753638459934,historical
1934,285.8589120917137,288.09650113033695,historical
1935,285.95208295075406,288.2301718728973,historical
1936,286.1640298416801,288.23782452617684,historical
1937,286.06511868323093,288.2018272591647,historical
1938,286.10563588592646,288.3186009209932,historical
1939,285.94865282239914,288.33720692680447,historical
1940,285.964276593226,288.1674842817788,historical
1941,285.96968575526546,288.2417240851007,historical
1942,285.7993479991139,288.20569903037244,historical
1943,285.7716145194719,288.2708304822447,historical
1944,286.0215195278894,288.2935786342309,historical
1945,285.96386790460946,288.2107694686014,historical
1946,286.0905650210363,288.38208234726255,historical
1947,286.1318797857326,288.3260201087057,historical
1948,286.0486637178904,288.56065654032375,historical
1949,286.1087565828025,288.4683198991891,historical
1950,286.0944806135495,288.4547845549679,historical
1951,285.97609591830496,288.42232642873273,historical
