year,tas_sh,tas_nh,scenario
1850,287.5371192814496,287.54611866179687,historical
1851,287.5706520472192,287.6097283386542,historical
1852,287.71106004218245,287.7998993270337,historical
1853,287.61740098884195,287.7482920085452,historical
1854,287.6698892461751,287.80536605856116,historical
1855,287.56131499983906,287.63942244029306,historical
1856,287.6693788867286,287.63546571750555,historical
1857,287.8270334431044,287.79996798447564,historical
1858,287.7717476438095,287.685414876596,historical
1859,287.97778088194895,287.8077443397321,historical
1860,287.9775085097417,287.66776958979597,historical
1861,288.0372449017382,287.7999520663538,historical
1862,287.9153594291935,287.56747504216924,historical
1863,287.9450371233882,287.5523440892991,historical
1864,288.1747432520101,287.8514231614017,historical
1865,288.07656042673364,287.828520688943,historical
1866,288.05635448360573,287.91038975681636,historical
1867,288.08954906544255,288.0869587157906,historical
1868,288.15043796783846,287.808379022879,historical
1869,288.1210309493943,287.9507648737223,historical
1870,288.0409828396649,287.69077631015216,historical
1871,288.06831355931115,287.8459466637346,historical
1872,288.02241653197433,287.86852566287797,historical
1873,288.07094696971313,287.7810734517585,historical
1874,288.15250713226925,287.6876599266474,historical
1875,288.0799154074678,287.7551062420125,historical
1876,288.2259174487474,287.8441175637992,historical
1877,288.1520362090844,287.88652328527377,historical
1878,288.2490492100523,287.94139014223157,historical
1879,288.3451051878469,287.9843900906838,historical
1880,288.21895275977323,287.8679190371593,historical
1881,288.1927988920277,287.86401042434,historical
1882,288.2452069158705,287.9065015714934,historical
1883,288.1702143773664,287.92803680956905,historical
1884,288.1260845413861,287.2941195022675,historical
1885,288.1300672326396,287.22161676108465,historical
1886,288.08089012536055,287.5338734548334,historical
1887,288.0164425673587,287.6290880428637,historical
1888,288.1850364047215,287.8281297869414,historical
1889,288.098081677693,287.8535406769755,historical
1890,288.14903401152003,287.7019067455916,historical
1891,288.14579118191926,287.8214328675531,historical
1892,288.0180241132853,287.60771337849013,historical
1893,288.1845723390282,287.61893111191773,historical
1894,288.1983153712476,287.7314050131603,historical
1895,288.2778583449655,287.8418547576179,historical
1896,288.2931461778281,287.86460924666966,historical
1897,288.13291300220385,287.85501668457294,historical
1898,288.0820476833579,287.7551416741913,historical
1899,288.02266297143063,287.7579147194806,historical
1900,288.0131965182593,287.9973302565514,historical
1901,287.95026112070167,287.9341916580255,historical
1902,287.89931083727527,287.75515437804336,historical
1903,287.90115885441253,287.5915142156213,historical
1904,287.921042885922,287.7871879726732,historical
1905,287.7857374673099,287.7384766035339,historical
1906,287.66357625487143,287.68896714045815,historical
1907,287.7241618349859,287.7454997053211,historical
1908,287.8190203900268,287.96269619376824,historical
1909,287.8679199551263,287.92934703167185,historical
1910,287.8664690666347,287.8239447045005,historical
1911,287.86720789946077,287.8223072055871,historical
1912,287.83585973867685,287.76667715696107,historical
1913,287.7816539228608,287.6151879224448,historical
1914,287.947562120261,287.9953495758517,historical
1915,287.7733458238383,288.0000186435013,historical
1916,287.8155951404102,287.7695028337138,historical
1917,287.8698059922915,287.9838591866371,historical
1918,287.90555751493497,288.09156607859495,historical
1919,287.9470505004961,288.0658699633623,historical
1920,287.8955538985078,287.80060984935517,historical
1921,288.0928910143021,287.9419360675069,historical
1922,287.9176427656612,287.87943233038806,historical
1923,287.88221029498715,287.9666859908043,historical
1924,287.87018313748723,287.8349150614088,historical
1925,287.95203480298034,287.8296392131137,historical
1926,287.973345295529,287.9377790081472,historical
1927,287.95346353034154,288.0752493788216,historical
1928,287.96690026334437,288.0514585836733,historical
1929,287.8805543539696,287.8060097940952,historical
1930,287.9406802061559,288.08741547870835,historical
1931,287.8018209759409,287.93555831205595,historical
1932,287.89876114639253,288.02847144935885,historical
1933,287.8363060425202,287.9325732753297,historical
1934,287.8928870399161,287.7698539316582,historical
1935,287.7966546321868,287.74476072010145,historical
1936,287.71536950255035,287.77081852673115,historical
1937,287.8285341391501,287.81945721738526,historical
1938,287.97709942749987,288.01554154011285,historical
1939,287.9631711942348,287.87707957324477,historical
1940,287.99303689031916,287.90487206390446,historical
1941,288.09075161195096,288.0544492747782,historical
1942,288.09241497488324,288.0652213973651,historical
1943,288.0902131139066,288.13599316394993,historical
1944,288.1552190294957,288.05844572282183,historical
1945,288.0584953547445,287.880408525296,historical
1946,288.1635828337211,287.9611540150682,historical
1947,288.11913221799006,288.081116481782,historical
