year,member,tas_global,tas_ais,scenario
2015,r1i1p1f1,288.1633971520535,239.57767319278366,ssp126
2016,r1i1p1f1,287.88202102835737,238.96224197268552,ssp126
2017,r1i1p1f1,287.89149585514775,240.39420282636655,ssp126
2018,r1i1p1f1,287.8732999966148,239.1390206751405,ssp126
2019,r1i1p1f1,287.91235108122675,239.81014065711827,ssp126
2020,r1i1p1f1,288.05094985122105,239.18936589643812,ssp126
2021,r1i1p1f1,287.9888228935142,238.87045441514314,ssp126
2022,r1i1p1f1,287.9109137960177,239.6169432119391,ssp126
2023,r1i1p1f1,288.0770204324672,240.77678754044513,ssp126
2024,r1i1p1f1,288.1243577077727,239.64346449573787,ssp126
2025,r1i1p1f1,288.31816858929835,239.73679955014222,ssp126
2026,r1i1p1f1,288.2521449248891,240.0495638639653,ssp126
2027,r1i1p1f1,288.1476109308692,240.0489130338879,ssp126
2028,r1i1p1f1,288.23291329311644,240.54769582581366,ssp126
2029,r1i1p1f1,288.0518476276255,239.7212196627551,ssp126
2030,r1i1p1f1,288.08163514120923,240.27445666866592,ssp126
2031,r1i1p1f1,288.26896800410736,240.22427869017446,ssp126
2032,r1i1p1f1,288.14160251040636,239.6267013312638,ssp126
2033,r1i1p1f1,287.8782344130434,239.98776499999465,ssp126
2034,r1i1p1f1,287.922151447098,239.86510189670244,ssp126
2035,r1i1p1f1,287.98210263283244,240.30906957951441,ssp126
2036,r1i1p1f1,288.0889530282541,240.50924518079907,ssp126
2037,r1i1p1f1,288.27341480053764,239.2388857455613,ssp126
2038,r1i1p1f1,288.27098481438475,239.64600521639593,ssp126
2039,r1i1p1f1,288.1048440360545,239.79490503136222,ssp126
2040,r1i1p1f1,288.24667606902756,239.503349296637,ssp126
2041,r1i1p1f1,288.351565075507,240.1767967165374,ssp126
2042,r1i1p1f1,288.3450725019363,240.6895512020929,ssp126
2043,r1i1p1f1,288.6001486046176,240.50243668577124,ssp126
2044,r1i1p1f1,288.5277237726727,239.8477100737708,ssp126
2045,r1i1p1f1,288.25099421460004,239.84690674492253,ssp126
2046,r1i1p1f1,288.322024343444,239.3218459225425,ssp126
2047,r1i1p1f1,288.42627390273026,239.9209204413465,ssp126
2048,r1i1p1f1,288.3191283089574,239.33857631610726,ssp126
2049,r1i1p1f1,288.34270394731556,240.86341571549204,ssp126
2050,r1i1p1f1,288.41771190169214,239.94170426983686,ssp126
2051,r1i1p1f1,288.4638619147492,239.71489688479207,ssp126
2052,r1i1p1f1,288.17914595844786,239.31140170753955,ssp126
2053,r1i1p1f1,288.1787080258966,239.65743042803143,ssp126
2054,r1i1p1f1,288.2408748085722,240.13783720478668,ssp126
2055,r1i1p1f1,288.231283952093,239.58772192464346,ssp126
2056,r1i1p1f1,288.2555610965145,239.98805241073666,ssp126
2057,r1i1p1f1,288.3684037442514,239.94818878710296,ssp126
2058,r1i1p1f1,288.5300652937765,239.9001088015891,ssp126
2059,r1i1p1f1,288.3242877792962,240.3449587050876,ssp126
2060,r1i1p1f1,288.3755213560916,239.99289297837205,ssp126
2061,r1i1p1f1,288.5333114234721,240.48486644840384,ssp126
2062,r1i1p1f1,288.445512816696,240.17579592808153,ssp126
2063,r1i1p1f1,288.70062795292364,239.91686736464604,ssp126
2064,r1i1p1f1,288.5207272194938,239.3731840860468,ssp126
2065,r1i1p1f1,288.304454866724,239.6009963625936,ssp126
2066,r1i1p1f1,288.30462142320454,239.31068943410926,ssp126
2067,r1i1p1f1,288.5367683045725,239.47875714945462,ssp126
2068,r1i1p1f1,288.5073131524989,240.0014647703027,ssp126
2069,r1i1p1f1,288.526693367836,239.6153026484655,ssp126
2070,r1i1p1f1,288.61518191184985,239.97198576542593,ssp126
2071,r1i1p1f1,288.4950883294177,239.8504486394629,ssp126
2072,r1i1p1f1,288.43624015431305,240.1230292871593,ssp126
2073,r1i1p1f1,288.44797054087394,240.53159235919458,ssp126
2074,r1i1p1f1,288.31458499875674,240.6015257554862,ssp126
2075,r1i1p1f1,288.41386279684497,240.71809428034103,ssp126
2076,r1i1p1f1,288.3675744684372,239.88133120699254,ssp126
2077,r1i1p1f1,288.2856622796949,239.97529486266203,ssp126
2078,r1i1p1f1,288.5996930158594,240.31876586807599,ssp126
2079,r1i1p1f1,288.5662823355192,240.3883238061652,ssp126
2080,r1i1p1f1,288.3879168296447,239.8366618947678,ssp126
2081,r1i1p1f1,288.37900103804145,239.09910486459736,ssp126
2082,r1i1p1f1,288.26326420395833,239.50500459862377,ssp126
2083,r1i1p1f1,288.31045690779285,239.46730748155454,ssp126
2084,r1i1p1f1,288.3826838705247,240.57649987441766,ssp126
2085,r1i1p1f1,288.55230516179046,239.69342867134543,ssp126
2086,r1i1p1f1,288.4582628982801,239.89443031801187,ssp126
2087,r1i1p1f1,288.103055542359,239.84418316944033,ssp126
2088,r1i1p1f1,288.25054146132874,240.2635884357793,ssp126
2089,r1i1p1f1,288.18982880839826,239.18281320975424,ssp126
2090,r1i1p1f1,288.36429201764645,239.30844461033232,ssp126
2091,r1i1p1f1,288.5511049569112,240.24817514742253,ssp126
2092,r1i1p1f1,288.3643563433655,240.14969676214665,ssp126
2093,r1i1p1f1,288.3763092431334,239.69763675771046,ssp126
2094,r1i1p1f1,288.56507691419193,239.65566102043368,ssp126
2095,r1i1p1f1,288.37939859499375,240.18395038807608,ssp126
2096,r1i1p1f1,288.259909301097,239.69564185572597,ssp126
2097,r1i1p1f1,288.5730199047067,239.6663533958503,ssp126
2098,r1i1p1f1,288.6064097587164,240.4243984938852,ssp126
2099,r1i1p1f1,288.3266140909219,240.20525037559096,ssp126
2100,r1i1p1f1,288.42657019810275,240.29058380187593,ssp126
2015,r1i1p1f1,288.08145126962216,239.11048114528003,ssp370
2016,r1i1p1f1,287.83979189699767,239.67583941398925,ssp370
2017,r1i1p1f1,287.8359235598413,239.67266941280906,ssp370
2018,r1i1p1f1,287.98547635787065,239.3500306880527,ssp370
2019,r1i1p1f1,287.9281001379191,239.48190725244086,ssp370
2020,r1i1p1f1,287.65811583554074,239.3699639218792,ssp370
2021,r1i1p1f1,287.67082876253625,240.08923625185315,ssp370
2022,r1i1p1f1,287.7203255686251,240.66441906037284,ssp370
2023,r1i1p1f1,287.8588660959141,239.87497735911555,ssp370
2024,r1i1p1f1,287.85781826589084,239.43375857287324,ssp370
2025,r1i1p1f1,287.912559391777,240.21758370816812,ssp370
2026,r1i1p1f1,287.88321301843655,240.0751682826351,ssp370
2027,r1i1p1f1,288.1387893150339,239.90800564245345,ssp370
2028,r1i1p1f1,288.1364306893532,240.27323830710733,ssp370
2029,r1i1p1f1,287.97686174986524,239.89244272332604,ssp370
2030,r1i1p1f1,287.9699124340232,240.19425932932145,ssp370
2031,r1i1p1f1,288.0738342010181,241.0105973703414,ssp370
2032,r1i1p1f1,288.07014951569,240.00482588903435,ssp370
2033,r1i1p1f1,288.03673792658464,239.40778427214764,ssp370
2034,r1i1p1f1,287.9393694649413,240.75662616733464,ssp370
2035,r1i1p1f1,288.02393886759734,239.82444937106132,ssp370
2036,r1i1p1f1,288.30393266197206,239.22247720810975,ssp370
2037,r1i1p1f1,288.5052192672509,239.47671978220833,ssp370
2038,r1i1p1f1,288.13029148690964,239.7843749641549,ssp370
2039,r1i1p1f1,288.11796018195656,239.76547257372718,ssp370
2040,r1i1p1f1,288.21498454614044,239.43302911538882,ssp370
2041,r1i1p1f1,288.4312532919588,240.66002919918614,ssp370
2042,r1i1p1f1,288.4851110230919,240.19430866103662,ssp370
2043,r1i1p1f1,288.4190724998414,239.50106824951942,ssp370
2044,r1i1p1f1,288.36979387142424,239.53594326479387,ssp370
2045,r1i1p1f1,288.3914858223114,240.7816498311078,ssp370
2046,r1i1p1f1,288.5521979990525,240.02151516762217,ssp370
2047,r1i1p1f1,288.6966926638014,240.3548806732936,ssp370
2048,r1i1p1f1,288.3819357207279,240.39364830188674,ssp370
2049,r1i1p1f1,288.4227814873149,240.57826378531925,ssp370
2050,r1i1p1f1,288.62590072921074,239.8946946858759,ssp370
2051,r1i1p1f1,288.80978326773317,240.06209542196527,ssp370
2052,r1i1p1f1,288.8883795744272,240.30500107487617,ssp370
2053,r1i1p1f1,288.8652149620915,241.31067426851467,ssp370
2054,r1i1p1f1,288.81474692467197,239.73592491283114,ssp370
2055,r1i1p1f1,288.8175563223844,240.8285575941214,ssp370
2056,r1i1p1f1,289.09624927895254,240.82066340285309,ssp370
2057,r1i1p1f1,289.10221469578295,240.44647548449578,ssp370
2058,r1i1p1f1,288.73952934511226,240.17744167587534,ssp370
2059,r1i1p1f1,288.74350362795474,240.99168003390952,ssp370
2060,r1i1p1f1,288.92412452986645,240.78758068903647,ssp370
2061,r1i1p1f1,288.90365203623185,240.2355687929739,ssp370
2062,r1i1p1f1,288.81145496639203,240.48478696350222,ssp370
2063,r1i1p1f1,288.82515485612356,241.91760812734222,ssp370
2064,r1i1p1f1,289.0957137292203,240.98490357212654,ssp370
2065,r1i1p1f1,289.4111579574738,240.7830490883586,ssp370
2066,r1i1p1f1,289.26173146905563,240.66491628166972,ssp370
2067,r1i1p1f1,289.1975677821696,241.52062708978428,ssp370
2068,r1i1p1f1,289.2962837910619,240.5541224328809,ssp370
2069,r1i1p1f1,289.32479174581573,241.06316447007484,ssp370
2070,r1i1p1f1,289.2541505585881,240.6004962561928,ssp370
2071,r1i1p1f1,289.27181904227393,240.54657658694697,ssp370
2072,r1i1p1f1,289.4909335289199,241.20568272054294,ssp370
2073,r1i1p1f1,289.4211446625434,241.83882576896792,ssp370
2074,r1i1p1f1,289.3429000178454,241.08113425456085,ssp370
2075,r1i1p1f1,289.67027727547315,240.90294867633904,ssp370
2076,r1i1p1f1,289.65014665373894,241.10943244344142,ssp370
2077,r1i1p1f1,289.2096207914963,241.31341572041686,ssp370
2078,r1i1p1f1,289.15520747722684,241.53742461745742,ssp370
2079,r1i1p1f1,289.5018384342626,241.68550454146884,ssp370
2080,r1i1p1f1,289.6834785188054,240.98307463390327,ssp370
2081,r1i1p1f1,289.6165192770076,241.47749953353275,ssp370
2082,r1i1p1f1,289.7763473064637,240.89369876145645,ssp370
2083,r1i1p1f1,289.8540184529068,241.68838972321146,ssp370
2084,r1i1p1f1,289.81818368527087,242.09040926437504,ssp370
2085,r1i1p1f1,289.93667906943085,241.84589873043274,ssp370
2086,r1i1p1f1,289.7891026414118,241.45386680924523,ssp370
2087,r1i1p1f1,289.7877189031522,241.77561721953433,ssp370
2088,r1i1p1f1,290.1255442982933,241.46030118770682,ssp370
2089,r1i1p1f1,290.2590068152993,241.39991771766054,ssp370
2090,r1i1p1f1,290.16366737185695,241.60009527531994,ssp370
2091,r1i1p1f1,289.9493839157268,241.25696955835423,ssp370
2092,r1i1p1f1,289.8582817596121,241.68411201390765,ssp370
2093,r1i1p1f1,290.0148477151303,241.102139698927,ssp370
2094,r1i1p1f1,290.34873899423263,241.71513417847822,ssp370
2095,r1i1p1f1,290.2397858041893,241.66817325482336,ssp370
2096,r1i1p1f1,289.95823684943315,240.9567139217296,ssp370
2097,r1i1p1f1,290.07212815722477,241.5563415201689,ssp370
2098,r1i1p1f1,290.398542875221,241.73078539723207,ssp370
2099,r1i1p1f1,290.6378419248405,241.44250082800178,ssp370
2100,r1i1p1f1,290.5667753911196,242.31251108754643,ssp370
