year,tas_sh,tas_nh,scenario
1850,285.245444721681,286.0307777386672,historical
1851,285.2036735756599,286.42908847896047,historical
1852,285.215167062748,286.38714075864505,historical
1853,285.28044123004264,286.4842015915144,historical
1854,285.531787632394,286.4195027573612,historical
1855,285.3479988738594,286.42777356145365,historical
1856,285.4781308206818,286.53158336704433,historical
1857,285.3815433216498,286.55432781290386,historical
1858,285.298668935093,286.52020476462457,historical
1859,285.48604703456994,286.56457340429006,historical
1860,285.3969471495489,286.3128811534737,historical
1861,285.5075832611065,286.56920479634,historical
1862,285.0939971059263,286.20113509507877,historical
1863,285.3025723250731,286.2392121877024,historical
1864,285.41807177392326,286.31023938153294,historical
1865,285.4871548171654,286.4773596935206,historical
1866,285.6300329586431,286.5908507413186,historical
1867,285.5210582009267,286.41539012949727,historical
1868,285.34231477150655,286.3042629244418,historical
1869,285.25715166768833,286.2831938039418,historical
1870,285.3766643224157,286.4102908611978,historical
1871,285.4866338116687,286.47961060117956,historical
1872,285.52659558866924,286.65094880853763,historical
1873,285.58937742650824,286.5942583144124,historical
1874,285.56037768207784,286.4454419916856,historical
1875,285.4078883699603,286.41339687042364,historical
1876,285.41580248880143,286.6229242199192,historical
1877,285.4142801207364,286.66029777771854,historical
1878,285.5118800696566,286.3462343926477,historical
1879,285.23896457922643,286.47063482774,historical
1880,285.42033622065014,286.44088624238356,historical
1881,285.3193769681214,286.35926130900174,historical
1882,285.240672026415,286.13159273071506,historical
1883,285.1030182137136,286.08894983796876,historical
1884,285.0595804205253,285.8193894297974,historical
1885,285.1151208174996,285.93113472505553,historical
1886,285.20176889118494,286.11796550886044,historical
1887,285.1317884325997,286.0800950426137,historical
1888,285.16308583871984,286.0374525988174,historical
1889,285.13739195907925,286.056953884409,historical
1890,285.38837418126644,286.24090497391245,historical
1891,285.332262709217,286.0112555924167,historical
1892,285.4168136805326,286.3470020303667,historical
1893,285.20985511821175,286.1743485983843,historical
1894,285.27327092882274,286.4218571332452,historical
1895,285.5013561546784,286.4439090609774,historical
1896,285.2364013949521,286.29369469791953,historical
1897,285.2576281110521,286.4137281758192,historical
1898,285.29411767002057,286.3782184165697,historical
1899,285.4881496518638,286.47091755257236,historical
1900,285.54336567634857,286.5104416556526,historical
1901,285.4273443344017,286.339192289367,historical
1902,285.42216613844005,286.30581649679283,historical
1903,285.55163667816043,286.1621355386162,historical
1904,285.47531404392,286.1512108435937,historical
1905,285.3560942327046,286.1675518364087,historical
1906,285.3313407925309,286.18797375920786,historical
1907,285.38979416207883,286.1029740427453,historical
1908,285.5235025891426,286.3782733398294,historical
1909,285.45152846409576,286.47411827554686,historical
1910,285.46119871532454,286.4524114926365,historical
1911,285.4984870808813,286.50163241284173,historical
1912,285.58459865149007,286.2543287330571,historical
1913,285.481713849997,286.05981252104374,historical
1914,285.4373902289556,286.1471433673029,historical
1915,285.5840040453976,286.31444037061766,historical
1916,285.72177630544866,286.4800135514943,historical
1917,285.5158121388357,286.3849426578674,historical
1918,285.52549993212466,286.3160028955295,historical
1919,285.4949752036751,286.1439707309937,historical
1920,285.48474302522374,286.4450946796974,historical
1921,285.6213627131283,286.59796049387796,historical
1922,285.3070814747595,286.2120805024513,historical
1923,285.291176695482,286.0885418617985,historical
1924,285.59255744071083,286.32489721864766,historical
1925,285.3604337530104,286.41631108350776,historical
1926,285.4609054882642,286.5281672229141,historical
1927,285.37263838789585,286.41451568076934,historical
1928,285.57766243220493,286.3281748184882,historical
1929,285.66474105030755,286.4975192786795,historical
1930,285.5000768865715,286.3759718818499,historical
1931,285.4045436637253,286.2062640816067,historical
1932,285.65379861629475,286.3360453035375,historical
1933,285.7414141406244,286.45770153259775,historical
1934,285.7497098562709,286.47788967506784,historical
1935,285.63707392530114,286.37276456408637,historical
1936,285.7061369667735,286.4532945386696,historical
1937,285.71527247469675,286.79076829572546,historical
1938,285.7186752644029,286.67460555981273,historical
1939,285.7184543175441,286.3828478645014,historical
1940,285.6572191050454,286.30952913864945,historical
1941,285.7621075943072,286.4896050094414,historical
1942,285.97203010243464,286.78241533628034,historical
1943,285.8535361171968,286.80734488660937,historical
1944,285.7684738128776,286.6071940813522,historical
1945,285.76634249906516,286.62244814129946,historical
1946,285.6662422282185,286.5875637316629,historical
1947,285.81157111479416,286.62868470862657,historical
1948,285.8026034633551,286.8167606606955,historical
1949,285.74630506659696,286.75017651079986,historical
1950,285.56591573578896,286.65756069542715,historical
1951,285.75633588384557,286.77005207805087,historical
1952,285.8589232220348,286.9503453879888,historical
1953,285.6408959957365,286.94475964236335,historical
1954,285.5485624080199,286.81270337071993,historical
1955,285.7628265328207,286.84571847476803,historical
1956,285.9580781505589,286.72130292174,historical
1957,285.9919510693011,286.9039933725213,historical
1958,285.96871006322624,286.9839934438513,historical
1959,285.8303086319328,286.64186186325634,historical
1960,285.7543775371038,286.8916253920366,historical
1961,285.84038051174986,286.8249182865553,historical
1962,285.8893776357857,287.2257236530488,historical
1963,285.7325580630998,287.00327580073764,historical
1964,285.6616456172136,286.83073234467474,historical
1965,285.7440244786589,286.8435590087019,historical
1966,285.7330704825786,286.88348499805926,historical
1967,285.77337073964964,286.878137904166,historical
1968,285.71918403562046,286.9235579279585,historical
1969,285.7705140501553,287.03843189204,historical
1970,285.61607113122017,286.8069992763344,historical
1971,285.73453474727967,286.75857170155655,historical
1972,285.93292704853263,286.8200040296413,historical
1973,285.9423896645387,287.1267028048494,historical
1974,285.718376066446,286.85858814468355,historical
1975,285.7376946096023,286.7761349744463,historical
1976,285.8954850859458,286.92293644610453,historical
1977,285.8291784427979,286.98286371794086,historical
1978,285.7951489258495,286.9337009524424,historical
1979,285.83444502319185,287.03778696418465,historical
1980,285.92767804823904,287.23960181360394,historical
1981,285.9286709855814,287.04258121486566,historical
1982,285.649687867377,286.79445457501396,historical
1983,285.5080159437251,286.6317591780669,historical
1984,285.72578025535904,286.72851474271533,historical
1985,285.63765560199795,286.6412212181998,historical
1986,285.75497943970885,287.12361931096,historical
1987,286.09314703876254,287.2643274674328,historical
1988,286.2448163746221,287.51905098565146,historical
1989,286.41676418519495,287.65225150932787,historical
1990,286.0397422075215,287.20131893709356,historical
1991,285.8741136300652,287.18381951601634,historical
1992,285.72755618860026,287.1375447233954,historical
1993,285.7516486740993,287.2100960549707,historical
1994,285.84847311831226,287.24352081381954,historical
1995,286.0050842638328,287.50683973022535,historical
