year,ohc,scenario
1,0.5596205747290833,1pctCO2
2,0.5568196126859482,1pctCO2
3,0.5571833692184867,1pctCO2
4,0.5578004080955297,1pctCO2
5,0.5614452840530709,1pctCO2
6,0.5633557270650994,1pctCO2
7,0.5616856021423863,1pctCO2
8,0.5639857558354939,1pctCO2
9,0.5695167936690866,1pctCO2
10,0.572276101210346,1pctCO2
11,0.5728758421662735,1pctCO2
12,0.5712584069330399,1pctCO2
13,0.5696203780500856,1pctCO2
14,0.5672881671827134,1pctCO2
15,0.5736866799119401,1pctCO2
16,0.5738167117719781,1pctCO2
17,0.5725772940949218,1pctCO2
18,0.5796055571673667,1pctCO2
19,0.5794978383469255,1pctCO2
20,0.5804562958952498,1pctCO2
21,0.5792025200308186,1pctCO2
22,0.5760139613935392,1pctCO2
23,0.5794193008174635,1pctCO2
24,0.5807841844754676,1pctCO2
25,0.5834894338699236,1pctCO2
26,0.5836999751117131,1pctCO2
27,0.5844163863626245,1pctCO2
28,0.5828920240271581,1pctCO2
29,0.5838927816038262,1pctCO2
30,0.5857283642847244,1pctCO2
31,0.5899837706187,1pctCO2
32,0.5886083155462186,1pctCO2
33,0.5899116534076325,1pctCO2
34,0.5923660998475062,1pctCO2
35,0.5956079628369579,1pctCO2
36,0.5935818664015156,1pctCO2
37,0.5958260010366571,1pctCO2
38,0.5974624227171075,1pctCO2
39,0.599736477577523,1pctCO2
40,0.5990963067093941,1pctCO2
41,0.6013846080597133,1pctCO2
42,0.6050285997456067,1pctCO2
43,0.6098210689139693,1pctCO2
44,0.6137418730618203,1pctCO2
45,0.611964915386618,1pctCO2
46,0.6140056704821651,1pctCO2
47,0.616717488145175,1pctCO2
48,0.6209852145142751,1pctCO2
49,0.6233852015782709,1pctCO2
50,0.6241776378187415,1pctCO2
51,0.6262962151880134,1pctCO2
52,0.6261948727581599,1pctCO2
53,0.6277044818825918,1pctCO2
54,0.6275363744121708,1pctCO2
55,0.6329710534174149,1pctCO2
56,0.6365399932208127,1pctCO2
57,0.6396826094144011,1pctCO2
58,0.6449322948717091,1pctCO2
59,0.645241914546653,1pctCO2
60,0.6473873647924971,1pctCO2
61,0.6457804038100047,1pctCO2
62,0.6483583523802561,1pctCO2
63,0.6519639547557047,1pctCO2
64,0.6558790313054438,1pctCO2
65,0.6572443847786891,1pctCO2
66,0.6586917527734417,1pctCO2
67,0.6616994697753698,1pctCO2
68,0.6632019670042273,1pctCO2
69,0.6677151815532005,1pctCO2
70,0.6701897080630472,1pctCO2
71,0.6707248130889788,1pctCO2
72,0.6766893022680935,1pctCO2
73,0.6773871056021077,1pctCO2
74,0.6820359621962456,1pctCO2
75,0.6852619127051471,1pctCO2
