year,member,tas_global,tas_ais,scenario
1850,r1i1p1f1,286.8985005072609,236.11555507454972,historical
1851,r1i1p1f1,287.0258783038606,236.44499366085972,historical
1852,r1i1p1f1,287.0347067420135,235.93351331999105,historical
1853,r1i1p1f1,287.0550396677443,236.18207140873244,historical
1854,r1i1p1f1,287.0597183516401,236.8026286308122,historical
1855,r1i1p1f1,286.97043775236676,236.4335151966762,historical
1856,r1i1p1f1,287.1382155873418,236.54541378789398,historical
1857,r1i1p1f1,287.1158816150074,234.8551696296128,historical
1858,r1i1p1f1,287.2022226759987,236.21023693356375,historical
1859,r1i1p1f1,287.15860781664543,235.8604089246807,historical
1860,r1i1p1f1,287.32376666046196,235.40563545348255,historical
1861,r1i1p1f1,287.4121472036946,236.43103384948523,historical
1862,r1i1p1f1,287.10368957729855,236.32901667809395,historical
1863,r1i1p1f1,287.08530059155595,236.25552707573263,historical
1864,r1i1p1f1,287.20612445027507,236.6211516775587,historical
1865,r1i1p1f1,287.22740470581107,236.25946451793357,historical
1866,r1i1p1f1,287.21705816741746,236.10256146679572,historical
1867,r1i1p1f1,287.14002390637967,235.78582029830602,historical
1868,r1i1p1f1,287.1545658061408,236.1041788018813,historical
1869,r1i1p1f1,287.0621160101711,235.598131230819,historical
1870,r1i1p1f1,287.1708224582351,235.9317246626982,historical
1871,r1i1p1f1,287.24881462940175,237.39034279921503,historical
1872,r1i1p1f1,287.25775946518655,237.37719311421714,historical
1873,r1i1p1f1,287.21480837588683,236.29167814400938,historical
1874,r1i1p1f1,287.033829126193,236.56096361068572,historical
1875,r1i1p1f1,287.17813344648795,236.6322671226831,historical
1876,r1i1p1f1,287.29194646537485,236.32504066700508,historical
1877,r1i1p1f1,287.25452174751626,235.93839895896718,historical
1878,r1i1p1f1,287.28990501089476,236.7659753414409,historical
1879,r1i1p1f1,287.22911427476646,236.2696612320625,historical
1880,r1i1p1f1,287.13276648975386,237.21366697171612,historical
1881,r1i1p1f1,287.1611071199527,237.01374521062002,historical
1882,r1i1p1f1,287.3015643541219,236.99545707601607,historical
1883,r1i1p1f1,287.03663004958656,236.31257543469874,historical
1884,r1i1p1f1,286.88696132386775,235.77754031221713,historical
1885,r1i1p1f1,286.84038493565276,235.8535079157695,historical
1886,r1i1p1f1,286.78206979573446,235.05265170381045,historical
1887,r1i1p1f1,286.9267091113278,236.75236312055773,historical
1888,r1i1p1f1,287.13222177548647,236.4831272635267,historical
1889,r1i1p1f1,286.8693350152421,235.90189932753498,historical
1890,r1i1p1f1,286.960332082171,235.58978889249207,historical
1891,r1i1p1f1,287.0254438684068,236.27988971758487,historical
1892,r1i1p1f1,286.8929347705581,236.8022577102937,historical
1893,r1i1p1f1,286.95152017816287,236.82917734131473,historical
1894,r1i1p1f1,286.9730094484704,235.88528824329802,historical
