year,tas_sh,tas_nh,scenario
1851,285.89535189913613,287.7677647147747,historical
1852,285.8515523264304,287.8178730031531,historical
1853,285.8195740382408,287.9800869753847,historical
1854,286.0136476499323,288.1447552527085,historical
1855,286.0452276388648,288.12070156472373,historical
1856,285.88894959709836,287.92563331722937,historical
1857,285.7035202119049,287.85571095068786,historical
1858,285.8657061038535,287.9261041007007,historical
1859,285.86125428954455,287.96551755366323,historical
1860,285.81801648837643,287.9004606739754,historical
1861,285.98568605080305,288.2228469163918,historical
1862,285.6860756429797,287.8260529390213,historical
1863,285.8370900325816,287.8673081168315,historical
1864,285.91359511023603,287.9155308790331,historical
1865,285.92118547259156,287.8083362252506,historical
1866,285.9628175300152,287.9600161677196,historical
1867,285.88887100699264,287.8852907556193,historical
1868,285.8885081829189,287.8827752300855,historical
1869,286.0418220197178,288.0808758992957,historical
1870,286.0642260696566,287.9662698516471,historical
1871,285.79687891795237,287.7248372369101,historical
1872,285.9134539989943,287.63231260424584,historical
1873,285.89564045399425,287.81023622384237,historical
1874,285.9232733098865,287.72281883157507,historical
1875,285.96395511357724,287.8238737280683,historical
1876,286.04254995731856,287.86309944307624,historical
1877,285.80501455654286,287.7110217925578,historical
1878,285.6938012770956,287.6040453361552,historical
1879,285.7172162994229,287.7723141642644,historical
1880,285.93778720544606,287.97052144536093,historical
1881,285.7744616788103,287.936414121188,historical
1882,285.7155755935168,287.7806499817373,historical
1883,285.72775302798857,287.84895356763747,historical
1884,285.65726388636875,287.3558476792906,historical
1885,285.71106989385584,287.50374247376624,historical
1886,285.8014490382183,287.7383372594336,historical
1887,285.8093217494578,287.6367388774328,historical
1888,285.80916345365875,287.79470735405806,historical
1889,285.9569710182932,287.96427703232376,historical
1890,285.8849068662826,287.92506266799757,historical
1891,285.9279352316521,287.7084530856845,historical
1892,285.85816110369046,287.8534774258057,historical
1893,285.8174929021326,287.8040312218336,historical
1894,285.9724412564927,287.81674288378724,historical
1895,285.9372034189398,287.759031529176,historical
1896,285.97503589831877,287.86725378356596,historical
1897,286.04081088606193,287.94366175264474,historical
1898,285.95823266118805,287.8759400756705,historical
1899,285.98879150754914,287.90036227589974,historical
1900,285.97401185431255,287.9607390628284,historical
1901,286.02186128525517,288.0705531112305,historical
1902,286.0883993596655,287.99934638958473,historical
1903,285.88954137268394,287.76274976942267,historical
1904,285.9439087260617,287.7498901033362,historical
1905,285.7526915882286,287.76943647464867,historical
1906,285.7587921553293,287.8526950247251,historical
1907,285.98966825343746,287.85672535461254,historical
1908,286.0447084060995,287.7073323770739,historical
1909,285.8687269205214,287.82536625059043,historical
1910,285.9611326843167,288.1071513210585,historical
1911,286.04966023100167,288.05112919213116,historical
1912,285.8145708226831,287.5288361303565,historical
1913,286.01210078195345,287.49098266881305,historical
1914,285.9690665600753,287.5410734358559,historical
1915,285.87448606527107,287.8111718940975,historical
1916,285.86699247937906,287.97584158737544,historical
1917,285.8342211405494,287.9184106726292,historical
1918,285.97368934483586,287.9393297306113,historical
1919,286.0632967006274,287.97940374321473,historical
1920,285.948936893031,288.12527332977993,historical
1921,286.0486937198791,288.19274622613443,historical
1922,285.9176085134739,287.96406802845246,historical
1923,286.012526845178,288.1093397361353,historical
1924,286.2351914599189,288.3359356884603,historical
1925,286.12734546796776,288.3029945602868,historical
1926,286.0017016345116,287.9439518598451,historical
1927,285.9768482409088,287.96091086821025,historical
1928,286.0089214180761,287.9596742937998,historical
1929,286.1039983376349,288.00878017149597,historical
1930,286.1625135642944,288.03871490949126,historical
1931,286.1539300325224,288.10059563912284,historical
1932,285.9906508391475,288.1155295060824,historical
1933,286.00470992860613,288.0481168946579,historical
1934,286.14341353701644,288.1396845486161,historical
1935,286.1548347810336,288.2099967970648,historical
1936,286.1718290789144,288.0314960248728,historical
1937,286.04953613402216,288.0438914105167,historical
1938,286.1200030169405,288.2582770553097,historical
1939,286.05453946406175,288.1029798310164,historical
1940,286.0939831156525,288.1222869471384,historical
1941,286.05596137342576,288.0785395028058,historical
1942,285.90346235394435,287.818565965733,historical
1943,286.07480945785244,288.2347005876516,historical
1944,286.2606221704735,288.3358773887754,historical
1945,286.0709610959043,288.45001357861605,historical
1946,286.0508372026343,288.1946654330337,historical
1947,285.9510903405228,288.21559678103216,historical
1948,286.1869239188249,288.3389188742637,historical
1949,285.9058631524979,288.1617710029445,historical
1950,286.0362756393219,288.13872914661334,historical
1951,286.0699275126703,288.18413843891733,historical
1952,286.12276534682917,288.08519631387827,historical
1953,286.2443843422212,288.22407862165426,historical
1954,286.3490459067086,288.3898665882664,historical
1955,286.1656728092414,288.25728195057314,historical
1956,286.2134992081865,288.1265701729486,historical
1957,286.1095340653665,288.21252123849115,historical
1958,286.06794439269135,288.116616980151,historical
1959,286.2282842860822,288.1415250184363,historical
1960,286.1867062293146,288.12145462944574,historical
1961,286.2548199508466,288.379688261828,historical
1962,286.3549908821341,288.39363270717973,historical
1963,286.2024612397585,288.3732588730361,historical
1964,286.15751481256535,288.2170708317063,historical
1965,286.10382724216817,288.2885642094151,historical
1966,286.1449504090162,288.16700242336805,historical
1967,286.0598809219032,288.0436157602485,historical
1968,286.2982426174554,288.3123658691515,historical
1969,286.4549605807854,288.44759219353466,historical
1970,286.39073725907974,288.35380832189287,historical
1971,286.1149448668253,288.09753227562476,historical
1972,286.2121044547952,288.1370680603776,historical
1973,286.1891337561195,288.05802571280486,historical
1974,286.3718797967123,288.15199914700776,historical
1975,286.2438161689131,287.96543455254675,historical
1976,286.3416462731682,288.2212153229856,historical
1977,286.4058373592405,288.36369782883037,historical
1978,286.0987727465364,288.18672116370453,historical
1979,286.38736570837034,288.3860376847474,historical
