year,ohc,scenario
1,-5.403707097981074,1pctCO2
2,-5.403009532249137,1pctCO2
3,-5.402593078509055,1pctCO2
4,-5.403201433730452,1pctCO2
5,-5.402953976147796,1pctCO2
6,-5.402700362793387,1pctCO2
7,-5.4024736777029405,1pctCO2
8,-5.403336283278792,1pctCO2
9,-5.40230150092138,1pctCO2
10,-5.4008624024587135,1pctCO2
11,-5.400006669466613,1pctCO2
12,-5.399235080039665,1pctCO2
13,-5.399479730161902,1pctCO2
14,-5.3986958294698635,1pctCO2
15,-5.398143244571373,1pctCO2
16,-5.398080987799657,1pctCO2
17,-5.3983602393163395,1pctCO2
18,-5.397712358709884,1pctCO2
19,-5.394739358151545,1pctCO2
20,-5.393468343395076,1pctCO2
21,-5.392506545863739,1pctCO2
22,-5.3929042358921,1pctCO2
23,-5.392247102299675,1pctCO2
24,-5.390471263780986,1pctCO2
25,-5.388508483155133,1pctCO2
26,-5.386561979006415,1pctCO2
27,-5.385268041996357,1pctCO2
28,-5.3841293674625765,1pctCO2
29,-5.382702388502147,1pctCO2
30,-5.380453352732201,1pctCO2
31,-5.379119392301216,1pctCO2
32,-5.377753073548617,1pctCO2
33,-5.376030560062357,1pctCO2
34,-5.37394534986313,1pctCO2
35,-5.373088079723504,1pctCO2
36,-5.370723538855984,1pctCO2
37,-5.369097765831098,1pctCO2
38,-5.36750990985191,1pctCO2
39,-5.365314785900011,1pctCO2
40,-5.363031984355351,1pctCO2
41,-5.361562577339068,1pctCO2
42,-5.359484148678714,1pctCO2
43,-5.359395612133005,1pctCO2
44,-5.357161344240789,1pctCO2
45,-5.355220351807058,1pctCO2
46,-5.353080999034725,1pctCO2
47,-5.35041218768052,1pctCO2
48,-5.348437881469726,1pctCO2
49,-5.346638810144712,1pctCO2
50,-5.344914128029183,1pctCO2
51,-5.342052617791581,1pctCO2
52,-5.3401015974070924,1pctCO2
53,-5.337705609569811,1pctCO2
54,-5.335185126735739,1pctCO2
55,-5.334027378936934,1pctCO2
56,-5.332069582481907,1pctCO2
57,-5.32915110261473,1pctCO2
58,-5.326660284277511,1pctCO2
59,-5.324676922761677,1pctCO2
60,-5.3220329389180225,1pctCO2
61,-5.318924089980452,1pctCO2
62,-5.317090350634431,1pctCO2
63,-5.31566793931638,1pctCO2
64,-5.313213733777608,1pctCO2
65,-5.310487788997285,1pctCO2
66,-5.3080776998441515,1pctCO2
67,-5.305573914220425,1pctCO2
68,-5.302538576518019,1pctCO2
69,-5.300182035524551,1pctCO2
70,-5.297492677871495,1pctCO2
71,-5.294823073298553,1pctCO2
72,-5.291512467109993,1pctCO2
73,-5.2886859554134,1pctCO2
74,-5.287795787968047,1pctCO2
75,-5.285531417919638,1pctCO2
76,-5.28162904765508,1pctCO2
77,-5.2774349735207755,1pctCO2
78,-5.27564449832864,1pctCO2
79,-5.272536183966965,1pctCO2
80,-5.269070110582326,1pctCO2
81,-5.26770938847163,1pctCO2
82,-5.264687391829817,1pctCO2
83,-5.260953780731868,1pctCO2
84,-5.257249705432213,1pctCO2
85,-5.253968585027407,1pctCO2
86,-5.250741266224482,1pctCO2
87,-5.248774086842771,1pctCO2
88,-5.245883770511575,1pctCO2
89,-5.241716488093546,1pctCO2
90,-5.237785979493023,1pctCO2
91,-5.234052643749883,1pctCO2
92,-5.231894059377174,1pctCO2
93,-5.229079742954202,1pctCO2
94,-5.225219141293878,1pctCO2
95,-5.221045219181665,1pctCO2
96,-5.217822649707533,1pctCO2
97,-5.2140641708896585,1pctCO2
98,-5.21160801796064,1pctCO2
99,-5.208567060408045,1pctCO2
100,-5.204661516947289,1pctCO2
101,-5.201243090956178,1pctCO2
102,-5.197664951951537,1pctCO2
103,-5.193363473715027,1pctCO2
104,-5.189527574304032,1pctCO2
105,-5.186746738381582,1pctCO2
106,-5.183935147115629,1pctCO2
107,-5.179042981621998,1pctCO2
108,-5.173899534303848,1pctCO2
109,-5.170779596616144,1pctCO2
110,-5.16767773301634,1pctCO2
111,-5.163963988830483,1pctCO2
112,-5.159629666315366,1pctCO2
113,-5.156339629708904,1pctCO2
114,-5.1523807826107495,1pctCO2
115,-5.147933097484985,1pctCO2
116,-5.144020992435821,1pctCO2
117,-5.142080935386762,1pctCO2
118,-5.137354027735044,1pctCO2
119,-5.131607859512496,1pctCO2
120,-5.126497699789805,1pctCO2
121,-5.123333891777143,1pctCO2
122,-5.120452733235816,1pctCO2
123,-5.115566038694538,1pctCO2
124,-5.111103278643465,1pctCO2
125,-5.107011636969161,1pctCO2
126,-5.102332181799902,1pctCO2
127,-5.097551955551397,1pctCO2
128,-5.09348215730223,1pctCO2
129,-5.089713445428299,1pctCO2
130,-5.0858466879962245,1pctCO2
131,-5.082442515534781,1pctCO2
132,-5.077436076125053,1pctCO2
133,-5.071408513474138,1pctCO2
134,-5.068174191043801,1pctCO2
135,-5.063840962498566,1pctCO2
136,-5.05860682970857,1pctCO2
137,-5.05314171934781,1pctCO2
138,-5.049415491705071,1pctCO2
139,-5.0460869640600485,1pctCO2
140,-5.040485387305691,1pctCO2
141,-5.035379993752257,1pctCO2
142,-5.031188157486589,1pctCO2
143,-5.026662409631281,1pctCO2
144,-5.022764494647719,1pctCO2
145,-5.019887709944215,1pctCO2
146,-5.01632976793263,1pctCO2
147,-5.0104644220383445,1pctCO2
148,-5.003856665467563,1pctCO2
149,-4.99920758025287,1pctCO2
150,-4.994159317016601,1pctCO2
1,-5.395462226867676,abrupt-4xCO2
2,-5.380495405850345,abrupt-4xCO2
3,-5.368375607527019,abrupt-4xCO2
4,-5.357883176411668,abrupt-4xCO2
5,-5.347398077298517,abrupt-4xCO2
6,-5.338136389484144,abrupt-4xCO2
7,-5.329654683180846,abrupt-4xCO2
8,-5.320334417526036,abrupt-4xCO2
9,-5.3113800597517455,abrupt-4xCO2
10,-5.303879847591871,abrupt-4xCO2
11,-5.296957563181392,abrupt-4xCO2
12,-5.291099409861108,abrupt-4xCO2
13,-5.283815796734536,abrupt-4xCO2
14,-5.276370932957898,abrupt-4xCO2
15,-5.270368477034438,abrupt-4xCO2
16,-5.265348847271645,abrupt-4xCO2
17,-5.258763569348479,abrupt-4xCO2
18,-5.251685479569108,abrupt-4xCO2
19,-5.245057924197671,abrupt-4xCO2
20,-5.239540025632675,abrupt-4xCO2
21,-5.234295544559008,abrupt-4xCO2
22,-5.228327786432554,abrupt-4xCO2
23,-5.222260733119777,abrupt-4xCO2
24,-5.216334642122869,abrupt-4xCO2
25,-5.2109198557187435,abrupt-4xCO2
26,-5.206423534759104,abrupt-4xCO2
27,-5.2026789540150125,abrupt-4xCO2
28,-5.1966388741584675,abrupt-4xCO2
29,-5.190491255668745,abrupt-4xCO2
30,-5.186379315101937,abrupt-4xCO2
31,-5.180625269321796,abrupt-4xCO2
32,-5.175706604735492,abrupt-4xCO2
33,-5.173495401095038,abrupt-4xCO2
34,-5.168691177890725,abrupt-4xCO2
35,-5.161820552388176,abrupt-4xCO2
36,-5.155637942274955,abrupt-4xCO2
37,-5.153297251871187,abrupt-4xCO2
38,-5.148201905864559,abrupt-4xCO2
39,-5.142389935873896,abrupt-4xCO2
40,-5.1393046771010304,abrupt-4xCO2
41,-5.134521774396505,abrupt-4xCO2
42,-5.129138680026956,abrupt-4xCO2
43,-5.123086267481736,abrupt-4xCO2
44,-5.117530037605599,abrupt-4xCO2
45,-5.116150349133635,abrupt-4xCO2
46,-5.111076946781107,abrupt-4xCO2
47,-5.10557290895389,abrupt-4xCO2
48,-5.099303185449887,abrupt-4xCO2
49,-5.095506652413982,abrupt-4xCO2
50,-5.09158269803818,abrupt-4xCO2
51,-5.086495092470352,abrupt-4xCO2
52,-5.082108383962553,abrupt-4xCO2
53,-5.078281751397538,abrupt-4xCO2
54,-5.077007186576112,abrupt-4xCO2
55,-5.071835743273542,abrupt-4xCO2
56,-5.066096026276889,abrupt-4xCO2
57,-5.06167669034984,abrupt-4xCO2
58,-5.058717009139388,abrupt-4xCO2
59,-5.054219179466123,abrupt-4xCO2
60,-5.049263722929236,abrupt-4xCO2
61,-5.045725361288411,abrupt-4xCO2
62,-5.043324966953225,abrupt-4xCO2
63,-5.039363272203122,abrupt-4xCO2
64,-5.035831356048584,abrupt-4xCO2
65,-5.032514416681577,abrupt-4xCO2
66,-5.0279290983121685,abrupt-4xCO2
67,-5.02388437719293,abrupt-4xCO2
68,-5.023072387747568,abrupt-4xCO2
69,-5.018769827280959,abrupt-4xCO2
70,-5.013651380147019,abrupt-4xCO2
71,-5.009943211664919,abrupt-4xCO2
72,-5.00807357422293,abrupt-4xCO2
73,-5.004306884661113,abrupt-4xCO2
74,-5.000303907263769,abrupt-4xCO2
75,-4.996077660002995,abrupt-4xCO2
76,-4.993143486650022,abrupt-4xCO2
77,-4.989963406079436,abrupt-4xCO2
78,-4.9875093055098025,abrupt-4xCO2
79,-4.9841201644126185,abrupt-4xCO2
80,-4.980250426514508,abrupt-4xCO2
81,-4.975845123970346,abrupt-4xCO2
82,-4.971966375063544,abrupt-4xCO2
83,-4.97081608199031,abrupt-4xCO2
84,-4.9663006586571266,abrupt-4xCO2
85,-4.962015607912247,abrupt-4xCO2
86,-4.9586030803314625,abrupt-4xCO2
87,-4.955206820222198,abrupt-4xCO2
