year,member,tas_global,tas_ais,scenario
1850,r1i1p1f1,288.32865743413686,245.2543329049204,historical
1851,r1i1p1f1,288.2904237496759,245.012872191058,historical
1852,r1i1p1f1,288.30800233183237,245.24040974747524,historical
1853,r1i1p1f1,288.3659171700957,245.6139162103027,historical
1854,r1i1p1f1,288.63073398244234,245.23630894214892,historical
1855,r1i1p1f1,288.7322630052646,245.2803682612794,historical
1856,r1i1p1f1,288.2625158710971,244.72477824393678,historical
1857,r1i1p1f1,288.31285143998076,244.83209060507576,historical
1858,r1i1p1f1,288.35705527095155,244.96818410826532,historical
1859,r1i1p1f1,288.4917144917816,244.9731158664148,historical
1860,r1i1p1f1,288.3937946939674,244.95862191620427,historical
1861,r1i1p1f1,288.3310889769964,245.1857930201376,historical
1862,r1i1p1f1,288.4654885544534,245.52971542018022,historical
1863,r1i1p1f1,288.61194470636923,246.06598516420448,historical
1864,r1i1p1f1,288.26912642256923,245.82856853599318,historical
1865,r1i1p1f1,288.16508597104615,245.24556516133023,historical
1866,r1i1p1f1,288.22780673204505,244.99647784291304,historical
1867,r1i1p1f1,288.3155853796944,245.11782162384375,historical
1868,r1i1p1f1,288.51015722170257,245.00786787116493,historical
1869,r1i1p1f1,288.6572755777189,244.8003719612875,historical
1870,r1i1p1f1,288.4936563202925,244.79309336574664,historical
1871,r1i1p1f1,288.4973140098446,245.739533462325,historical
1872,r1i1p1f1,288.453861190519,245.21252226849154,historical
1873,r1i1p1f1,288.5529312351597,244.8442867306573,historical
1874,r1i1p1f1,288.6227781823555,244.839162419632,historical
1875,r1i1p1f1,288.39777642337,244.92487897921998,historical
1876,r1i1p1f1,288.4403579124865,245.26111591956192,historical
1877,r1i1p1f1,288.3345983776592,245.44976901620066,historical
1878,r1i1p1f1,288.3875476005792,245.27681864889104,historical
1879,r1i1p1f1,288.45503038584775,245.55386272396768,historical
1880,r1i1p1f1,288.4380210001071,245.1049571796702,historical
1881,r1i1p1f1,288.40771329687817,245.10442332171297,historical
1882,r1i1p1f1,288.45791151340666,244.8553568084403,historical
1883,r1i1p1f1,288.575852783547,245.29639242130966,historical
1884,r1i1p1f1,288.2008078761549,245.64766217621963,historical
1885,r1i1p1f1,288.16156453632453,245.09913326007643,historical
1886,r1i1p1f1,288.2635123584791,245.20764132511994,historical
1887,r1i1p1f1,288.30144654034785,244.70054766158634,historical
1888,r1i1p1f1,288.5051861119413,245.6532363157719,historical
1889,r1i1p1f1,288.3654026166552,245.10261851100208,historical
1890,r1i1p1f1,288.28678388143766,245.9506276214887,historical
1891,r1i1p1f1,288.3755997345538,244.56789283050264,historical
1892,r1i1p1f1,288.3750669325688,244.7772837089179,historical
1893,r1i1p1f1,288.45184458687527,244.56407871274038,historical
1894,r1i1p1f1,288.47939196005575,245.28452835184416,historical
1895,r1i1p1f1,288.40864262702655,245.04121607113666,historical
1896,r1i1p1f1,288.42527709460717,245.07424287969872,historical
1897,r1i1p1f1,288.48105892145514,244.98257421427948,historical
1898,r1i1p1f1,288.49545522304544,245.38259963807758,historical
1899,r1i1p1f1,288.49877372755293,244.6612631180101,historical
1900,r1i1p1f1,288.58764066431195,245.60993998437164,historical
1901,r1i1p1f1,288.59934953646115,245.45026002309694,historical
1902,r1i1p1f1,288.4633383709414,245.10246747741672,historical
1903,r1i1p1f1,288.08020129013084,244.15085752927715,historical
1904,r1i1p1f1,288.1041440209081,244.35836861410704,historical
1905,r1i1p1f1,288.2321952929961,244.3338441805432,historical
1906,r1i1p1f1,288.303394420883,245.4306983695468,historical
1907,r1i1p1f1,288.32229254583586,245.60307120980025,historical
1908,r1i1p1f1,288.47615250124664,245.18927259164758,historical
1909,r1i1p1f1,288.59380518596026,245.3120310529998,historical
1910,r1i1p1f1,288.4869700897644,245.88152654181076,historical
1911,r1i1p1f1,288.3687645619998,245.08767900884362,historical
1912,r1i1p1f1,288.31716008238635,245.57833551192186,historical
1913,r1i1p1f1,288.2934945082021,244.62842097617622,historical
1914,r1i1p1f1,288.37294489487994,245.8165035635041,historical
1915,r1i1p1f1,288.33750998474574,245.0334193130325,historical
1916,r1i1p1f1,288.53558741041996,245.15402839452395,historical
1917,r1i1p1f1,288.66995696818026,245.14399698361441,historical
1918,r1i1p1f1,288.7369924115884,245.86773610802365,historical
1919,r1i1p1f1,288.31645181866617,245.23066377834294,historical
1920,r1i1p1f1,288.32131025704746,245.85518081143994,historical
1921,r1i1p1f1,288.47076414530017,245.21026363117343,historical
1922,r1i1p1f1,288.56006836805545,244.94889687749517,historical
1923,r1i1p1f1,288.54057321349234,246.11560223546215,historical
1924,r1i1p1f1,288.6421520573839,245.77435238026945,historical
1925,r1i1p1f1,288.61526171409696,245.61810996864423,historical
1926,r1i1p1f1,288.53773714283113,245.00844082260645,historical
1927,r1i1p1f1,288.49760658585154,245.05641368445507,historical
1928,r1i1p1f1,288.4770188719957,244.84913157331013,historical
1929,r1i1p1f1,288.4612042462505,244.64301852038304,historical
1930,r1i1p1f1,288.4176593035309,245.05001429463135,historical
1931,r1i1p1f1,288.47067635752245,245.43316739147102,historical
1932,r1i1p1f1,288.5509009593415,245.45726992534483,historical
1933,r1i1p1f1,288.4216337269479,245.0876065498527,historical
1934,r1i1p1f1,288.53679504282223,245.0787425124876,historical
1935,r1i1p1f1,288.570872019212,245.91726563117027,historical
1936,r1i1p1f1,288.60225854085746,245.4720095500942,historical
1937,r1i1p1f1,288.77407548305587,245.48422894494294,historical
1938,r1i1p1f1,288.71145714404537,245.20915911940955,historical
1939,r1i1p1f1,288.45776604513225,244.67779589128259,historical
1940,r1i1p1f1,288.4488299443936,245.4462954273694,historical
1941,r1i1p1f1,288.52175754185816,244.47772279765766,historical
1942,r1i1p1f1,288.62661194582296,245.2279490252,historical
1943,r1i1p1f1,288.8017970145332,246.00746716247045,historical
