year,tas_global,tas_ais,scenario,member
1,286.20754839048783,236.84533674779857,1pctCO2,r1i1p1f2
2,286.03882425224185,235.35829807443227,1pctCO2,r1i1p1f2
3,286.0984604627365,235.69430251301122,1pctCO2,r1i1p1f2
4,285.9319311607125,235.13141335872817,1pctCO2,r1i1p1f2
5,286.11139047551933,235.15057452782904,1pctCO2,r1i1p1f2
6,286.22461242230384,236.78999908127943,1pctCO2,r1i1p1f2
7,286.29260328733056,236.89451225239333,1pctCO2,r1i1p1f2
8,286.36508544280974,236.10484373712208,1pctCO2,r1i1p1f2
9,286.28440990421853,236.52776857516952,1pctCO2,r1i1p1f2
10,286.2814519456503,235.95469511258048,1pctCO2,r1i1p1f2
11,286.2802462015619,235.65808367158283,1pctCO2,r1i1p1f2
12,286.42639686024927,235.9430123430726,1pctCO2,r1i1p1f2
13,286.4992095128402,236.6272483997877,1pctCO2,r1i1p1f2
14,286.5284810354038,236.78217348159484,1pctCO2,r1i1p1f2
15,286.43183093839724,236.82311541723024,1pctCO2,r1i1p1f2
16,286.46729015230613,236.29797306459446,1pctCO2,r1i1p1f2
17,286.44593714743695,235.42371876456536,1pctCO2,r1i1p1f2
18,286.36631126936715,234.79874155253341,1pctCO2,r1i1p1f2
19,286.5065837553417,235.94684018714923,1pctCO2,r1i1p1f2
20,286.53852327800877,235.83238329289662,1pctCO2,r1i1p1f2
21,286.47897152947996,236.7636765848608,1pctCO2,r1i1p1f2
22,286.6521005477006,237.0036295411878,1pctCO2,r1i1p1f2
23,286.68890867434857,235.8469471693488,1pctCO2,r1i1p1f2
24,286.6645345852192,235.90756433318876,1pctCO2,r1i1p1f2
25,286.7033966222991,235.68154043520246,1pctCO2,r1i1p1f2
26,286.4671941548956,235.29667146442787,1pctCO2,r1i1p1f2
27,286.58228414048915,236.08678897037194,1pctCO2,r1i1p1f2
28,286.70060253801927,236.8008560623374,1pctCO2,r1i1p1f2
29,286.9784428441099,236.95262015682388,1pctCO2,r1i1p1f2
30,286.84465727230474,237.0473214915947,1pctCO2,r1i1p1f2
31,286.8592269154152,237.0708801002288,1pctCO2,r1i1p1f2
32,286.9552950200385,236.46072416033422,1pctCO2,r1i1p1f2
33,286.7674649450802,236.1268612228301,1pctCO2,r1i1p1f2
34,286.85217653176556,235.98937921767472,1pctCO2,r1i1p1f2
35,286.9978035945299,236.55063356425413,1pctCO2,r1i1p1f2
36,287.0647787458782,236.6355282352955,1pctCO2,r1i1p1f2
37,286.83789573796196,236.0141105508355,1pctCO2,r1i1p1f2
38,286.96532698500476,237.04928979258952,1pctCO2,r1i1p1f2
39,286.90231067954215,237.7827755963001,1pctCO2,r1i1p1f2
40,287.03255144050155,236.6541915915914,1pctCO2,r1i1p1f2
41,287.15533024111915,236.9242555440214,1pctCO2,r1i1p1f2
42,287.111104190081,236.34154090682213,1pctCO2,r1i1p1f2
43,287.1709294309778,237.91620045783398,1pctCO2,r1i1p1f2
44,287.0694137817378,236.66843016755536,1pctCO2,r1i1p1f2
45,287.109495176233,236.27923261592377,1pctCO2,r1i1p1f2
46,287.1913126305912,237.738376769306,1pctCO2,r1i1p1f2
47,287.2851040931103,237.91192520216,1pctCO2,r1i1p1f2
48,287.0880751008618,236.92451830885034,1pctCO2,r1i1p1f2
49,287.31565141365894,236.67451462012713,1pctCO2,r1i1p1f2
50,287.4165727019011,237.10813716963787,1pctCO2,r1i1p1f2
51,287.4006132182281,238.26790238310792,1pctCO2,r1i1p1f2
52,287.49805212986803,237.97374403374047,1pctCO2,r1i1p1f2
53,287.5881121866543,238.2930077666042,1pctCO2,r1i1p1f2
54,287.5700179600577,237.61296602399193,1pctCO2,r1i1p1f2
55,287.38267890756697,237.72802570649998,1pctCO2,r1i1p1f2
56,287.54092898143284,237.6501012595356,1pctCO2,r1i1p1f2
57,287.71730300356853,238.36869034138425,1pctCO2,r1i1p1f2
58,287.60924019473794,237.91664086350397,1pctCO2,r1i1p1f2
