year,ohc,scenario
1,2.498721483308975,1pctCO2
2,2.499348032964419,1pctCO2
3,2.4997327236529907,1pctCO2
4,2.500237914960678,1pctCO2
5,2.499993087820811,1pctCO2
6,2.4996191736770004,1pctCO2
7,2.499711786462961,1pctCO2
8,2.4997154490588462,1pctCO2
9,2.4991146322799054,1pctCO2
10,2.499824909314717,1pctCO2
11,2.500273041386422,1pctCO2
12,2.50031236818392,1pctCO2
13,2.500337056591086,1pctCO2
14,2.5009938560120046,1pctCO2
15,2.5021793783688153,1pctCO2
16,2.503118703789907,1pctCO2
17,2.503929447801146,1pctCO2
18,2.504384340652048,1pctCO2
19,2.5045184887172094,1pctCO2
20,2.5051232030946915,1pctCO2
21,2.5054626157839004,1pctCO2
22,2.5058117311294765,1pctCO2
23,2.5065654907070223,1pctCO2
24,2.5083254324246758,1pctCO2
25,2.5101064322745965,1pctCO2
26,2.5112610392374535,1pctCO2
27,2.5125187453025024,1pctCO2
28,2.513024136138289,1pctCO2
29,2.515188961159693,1pctCO2
30,2.517123573120326,1pctCO2
31,2.517817707661071,1pctCO2
32,2.5189410425212286,1pctCO2
33,2.5201517614599775,1pctCO2
34,2.522175626885401,1pctCO2
35,2.5236921714303273,1pctCO2
36,2.5248540316542534,1pctCO2
37,2.5260766035889928,1pctCO2
38,2.526913179110174,1pctCO2
39,2.527643934625094,1pctCO2
40,2.5293110886665238,1pctCO2
41,2.5305107913605154,1pctCO2
42,2.5316163526822444,1pctCO2
43,2.533241729918725,1pctCO2
44,2.5344980337848404,1pctCO2
45,2.5364337516157596,1pctCO2
46,2.538168317324495,1pctCO2
47,2.5397218400663366,1pctCO2
48,2.5412554055044096,1pctCO2
49,2.5421251192484817,1pctCO2
50,2.5444384496505945,1pctCO2
51,2.546436256251923,1pctCO2
52,2.5476488518388303,1pctCO2
53,2.5496100014203216,1pctCO2
54,2.5521087509312044,1pctCO2
55,2.55533477322,1pctCO2
56,2.557714007651969,1pctCO2
57,2.5602431754543358,1pctCO2
58,2.5624430976501884,1pctCO2
59,2.563446222107267,1pctCO2
60,2.565106521893854,1pctCO2
61,2.5686503488723544,1pctCO2
62,2.570769358334476,1pctCO2
63,2.572584625150337,1pctCO2
64,2.5750612422211527,1pctCO2
65,2.577752244635804,1pctCO2
66,2.579712029025979,1pctCO2
67,2.580959889406715,1pctCO2
68,2.583173661689236,1pctCO2
69,2.585805486652949,1pctCO2
70,2.5890872987982343,1pctCO2
71,2.5917165852635287,1pctCO2
72,2.5941947897819624,1pctCO2
73,2.5966885632031587,1pctCO2
74,2.59916554542437,1pctCO2
75,2.6015992190668493,1pctCO2
76,2.6028141322201246,1pctCO2
77,2.6049808698157744,1pctCO2
78,2.608189306520436,1pctCO2
79,2.6110881664713874,1pctCO2
80,2.614493049987375,1pctCO2
81,2.6183024491349314,1pctCO2
82,2.6220364681661947,1pctCO2
83,2.6237283606346837,1pctCO2
84,2.6253298021342655,1pctCO2
85,2.6281335027250523,1pctCO2
86,2.6321835628927572,1pctCO2
87,2.6355077692719755,1pctCO2
88,2.6388874883521094,1pctCO2
89,2.6422078113033347,1pctCO2
90,2.645367721008928,1pctCO2
91,2.648193404322765,1pctCO2
92,2.651128141847375,1pctCO2
93,2.6537699784318063,1pctCO2
94,2.656483944801435,1pctCO2
95,2.659900928455624,1pctCO2
96,2.662617691249064,1pctCO2
97,2.6656972793683615,1pctCO2
98,2.6685782889797265,1pctCO2
99,2.670875865253594,1pctCO2
100,2.674338010892476,1pctCO2
101,2.6782158649131045,1pctCO2
102,2.680704951612917,1pctCO2
103,2.6842518660540136,1pctCO2
104,2.6880913545007576,1pctCO2
105,2.6916593910896616,1pctCO2
106,2.695205056177427,1pctCO2
107,2.6990752643574782,1pctCO2
108,2.701286898573784,1pctCO2
109,2.704158592877323,1pctCO2
110,2.707740860115992,1pctCO2
111,2.7112645151836623,1pctCO2
112,2.714702992896511,1pctCO2
113,2.7188361873365428,1pctCO2
114,2.7215069470340256,1pctCO2
115,2.7250202503360685,1pctCO2
116,2.728164360621204,1pctCO2
117,2.7311825366869367,1pctCO2
118,2.7339539749981605,1pctCO2
119,2.7372214637818884,1pctCO2
120,2.7404632849236057,1pctCO2
121,2.743134167422987,1pctCO2
122,2.74728129857207,1pctCO2
123,2.7523354129061675,1pctCO2
124,2.7567328733940646,1pctCO2
125,2.7613469489633222,1pctCO2
126,2.764146313601977,1pctCO2
127,2.7679234977628364,1pctCO2
128,2.7715478439853616,1pctCO2
129,2.7753927511711645,1pctCO2
130,2.7795244648031994,1pctCO2
131,2.782950170704576,1pctCO2
132,2.7876923698268525,1pctCO2
133,2.7921897953503754,1pctCO2
134,2.7955060749837797,1pctCO2
135,2.7991732411045844,1pctCO2
136,2.8027583618686625,1pctCO2
137,2.8061302328762943,1pctCO2
138,2.8096439524872663,1pctCO2
139,2.8137375233603303,1pctCO2
140,2.8186632665869307,1pctCO2
141,2.8228765082685916,1pctCO2
142,2.827187218731397,1pctCO2
143,2.8313075688367335,1pctCO2
144,2.835193687595733,1pctCO2
145,2.838400577519038,1pctCO2
146,2.8429646426684236,1pctCO2
147,2.849755125619023,1pctCO2
148,2.854494067414166,1pctCO2
149,2.8590131968668064,1pctCO2
150,2.8641830130799177,1pctCO2
151,2.8679286801749893,1pctCO2
152,2.8712797014680627,1pctCO2
153,2.8764489154293114,1pctCO2
154,2.8813532816220637,1pctCO2
155,2.8858757813771567,1pctCO2
156,2.890537497115462,1pctCO2
157,2.8950283141985333,1pctCO2
158,2.9005274060654314,1pctCO2
159,2.904776842216325,1pctCO2
160,2.90957481240573,1pctCO2
161,2.913433445969673,1pctCO2
162,2.917782361540076,1pctCO2
163,2.922919950850023,1pctCO2
164,2.928263910502604,1pctCO2
165,2.9322005075951143,1pctCO2
1,2.5060592089613825,abrupt-4xCO2
2,2.518545176884899,abrupt-4xCO2
3,2.5291549182329023,abrupt-4xCO2
4,2.538702982419158,abrupt-4xCO2
5,2.5463048490759443,abrupt-4xCO2
6,2.5538351921186053,abrupt-4xCO2
7,2.560986733176018,abrupt-4xCO2
8,2.567598745267685,abrupt-4xCO2
9,2.574282791843153,abrupt-4xCO2
10,2.581133695497905,abrupt-4xCO2
11,2.587365222758934,abrupt-4xCO2
12,2.592607748345153,abrupt-4xCO2
13,2.598656549845656,abrupt-4xCO2
14,2.6045267033250363,abrupt-4xCO2
15,2.6107461667451703,abrupt-4xCO2
16,2.6162740557161097,abrupt-4xCO2
17,2.6211997600450907,abrupt-4xCO2
18,2.626193330059313,abrupt-4xCO2
19,2.6317748515332333,abrupt-4xCO2
20,2.63738543497373,abrupt-4xCO2
21,2.6425561610966515,abrupt-4xCO2
22,2.6463044917746767,abrupt-4xCO2
23,2.6507493961052817,abrupt-4xCO2
24,2.6553092329469448,abrupt-4xCO2
25,2.6603811342422277,abrupt-4xCO2
26,2.6646062125898387,abrupt-4xCO2
27,2.66946451781226,abrupt-4xCO2
28,2.6736574996007634,abrupt-4xCO2
29,2.679194987310122,abrupt-4xCO2
30,2.6834581368590054,abrupt-4xCO2
31,2.686598144593786,abrupt-4xCO2
32,2.690606248542054,abrupt-4xCO2
33,2.6945322872841193,abrupt-4xCO2
34,2.6990165050715618,abrupt-4xCO2
35,2.7028661347477816,abrupt-4xCO2
36,2.7073961310190695,abrupt-4xCO2
37,2.7122157750064377,abrupt-4xCO2
38,2.7164590711462986,abrupt-4xCO2
39,2.7193645838179874,abrupt-4xCO2
40,2.7228266115057957,abrupt-4xCO2
41,2.7266692873549787,abrupt-4xCO2
42,2.730494597186781,abrupt-4xCO2
43,2.7341269775817953,abrupt-4xCO2
44,2.7374345766354913,abrupt-4xCO2
45,2.741917529824662,abrupt-4xCO2
46,2.745956258904444,abrupt-4xCO2
47,2.7500165531544085,abrupt-4xCO2
48,2.7541795358265917,abrupt-4xCO2
49,2.757713450471016,abrupt-4xCO2
50,2.7616933234750407,abrupt-4xCO2
51,2.7658993022082603,abrupt-4xCO2
52,2.769597123420402,abrupt-4xCO2
53,2.7725128317532475,abrupt-4xCO2
54,2.7772158309204937,abrupt-4xCO2
55,2.7814326807449423,abrupt-4xCO2
56,2.7840832853970463,abrupt-4xCO2
57,2.7871068196753934,abrupt-4xCO2
