year,tas_global,tas_ais,scenario,member
1,287.11994267857665,236.5001266841697,1pctCO2,r1i1p1f1
2,287.33852230808986,237.05594547205112,1pctCO2,r1i1p1f1
3,287.45070295816515,236.59733734036766,1pctCO2,r1i1p1f1
4,287.0999817589053,235.78721216325624,1pctCO2,r1i1p1f1
5,287.1956159226571,236.3345692299845,1pctCO2,r1i1p1f1
6,287.41672788651846,236.82571758209625,1pctCO2,r1i1p1f1
7,287.19251768363307,236.53290086509233,1pctCO2,r1i1p1f1
8,287.22184496270864,236.56508351668427,1pctCO2,r1i1p1f1
9,287.2769974713537,236.98876278634452,1pctCO2,r1i1p1f1
10,287.1881653755402,237.078498073974,1pctCO2,r1i1p1f1
11,287.32616849029637,237.134800292455,1pctCO2,r1i1p1f1
12,287.4910056628934,238.19386472760917,1pctCO2,r1i1p1f1
13,287.1576841368965,237.09896500945547,1pctCO2,r1i1p1f1
14,287.1536074400905,236.786145399037,1pctCO2,r1i1p1f1
15,287.3100543897585,236.89857665137546,1pctCO2,r1i1p1f1
16,287.3876673116135,236.88893232672856,1pctCO2,r1i1p1f1
17,287.36461592327043,235.97656896821047,1pctCO2,r1i1p1f1
18,287.3329286626573,236.54311000870632,1pctCO2,r1i1p1f1
19,287.6010444602068,237.28253333935155,1pctCO2,r1i1p1f1
20,287.659401833118,237.66081811030628,1pctCO2,r1i1p1f1
21,287.6109223559636,236.6490123472644,1pctCO2,r1i1p1f1
22,287.7744862898278,237.03839155761514,1pctCO2,r1i1p1f1
23,287.61360774077815,236.50517588980782,1pctCO2,r1i1p1f1
24,287.7304241234175,237.54370622353235,1pctCO2,r1i1p1f1
25,287.62794899670223,237.00564825327857,1pctCO2,r1i1p1f1
26,287.8347221833665,237.49728312806963,1pctCO2,r1i1p1f1
27,287.9343220598498,237.58379998908237,1pctCO2,r1i1p1f1
28,287.8108578561193,236.82091034621672,1pctCO2,r1i1p1f1
29,287.8356403334505,237.5185899602517,1pctCO2,r1i1p1f1
30,287.8725159245374,237.55980146184558,1pctCO2,r1i1p1f1
31,288.04403111275286,237.13017360245234,1pctCO2,r1i1p1f1
32,288.0303841128301,238.07894541574152,1pctCO2,r1i1p1f1
33,287.95582083028035,237.50681349690137,1pctCO2,r1i1p1f1
34,288.08372530080493,237.4891201453012,1pctCO2,r1i1p1f1
35,288.0830323105338,237.4898478026783,1pctCO2,r1i1p1f1
36,287.8592284546159,236.71504965628978,1pctCO2,r1i1p1f1
37,287.96330089162717,236.89713216253452,1pctCO2,r1i1p1f1
38,288.3428230941627,237.6339440788287,1pctCO2,r1i1p1f1
39,288.2412587025154,237.39059214843755,1pctCO2,r1i1p1f1
40,288.329706067502,238.16927843640372,1pctCO2,r1i1p1f1
41,288.4835883955952,238.92914637297437,1pctCO2,r1i1p1f1
42,288.41600087300935,237.66818074772195,1pctCO2,r1i1p1f1
43,288.0634671562258,236.87184319437046,1pctCO2,r1i1p1f1
44,288.2729562777162,237.64899966041685,1pctCO2,r1i1p1f1
45,288.54988870165784,237.6628953499798,1pctCO2,r1i1p1f1
46,288.4832809154924,238.60139361219117,1pctCO2,r1i1p1f1
47,288.58375082128714,239.13586026710203,1pctCO2,r1i1p1f1
48,288.5613479837506,239.08533455790857,1pctCO2,r1i1p1f1
49,288.22827827024395,238.1738935893073,1pctCO2,r1i1p1f1
50,288.3162763778232,238.25200026733796,1pctCO2,r1i1p1f1
51,288.6079375476912,238.6156409591376,1pctCO2,r1i1p1f1
52,288.54807629997214,237.94939798509665,1pctCO2,r1i1p1f1
53,288.81182859646066,239.2555792012952,1pctCO2,r1i1p1f1
54,288.79878145867207,239.52416880188636,1pctCO2,r1i1p1f1
55,288.605322804785,238.88625926049406,1pctCO2,r1i1p1f1
56,288.77262722176306,238.6244707343897,1pctCO2,r1i1p1f1
57,288.8078284153593,238.15619637408693,1pctCO2,r1i1p1f1
58,288.77712476757864,238.5404251792015,1pctCO2,r1i1p1f1
59,288.80863268253916,238.3039509685549,1pctCO2,r1i1p1f1
60,288.9148033305781,239.09209962960705,1pctCO2,r1i1p1f1
61,288.91907475941565,239.45299044626535,1pctCO2,r1i1p1f1
62,288.52080914981366,237.68250374593066,1pctCO2,r1i1p1f1
63,288.7336907670847,239.1194798132582,1pctCO2,r1i1p1f1
64,289.04935897559136,238.75612082609416,1pctCO2,r1i1p1f1
65,289.1923917802463,239.48441353403106,1pctCO2,r1i1p1f1
66,288.99011789806383,239.2054044137754,1pctCO2,r1i1p1f1
67,289.190578702503,239.3206774699078,1pctCO2,r1i1p1f1
68,289.16052366557085,239.1619993975079,1pctCO2,r1i1p1f1
69,289.0434646955002,239.4088407309681,1pctCO2,r1i1p1f1
70,289.1759174228478,239.52819502265967,1pctCO2,r1i1p1f1
71,289.3582458813116,238.96340490293343,1pctCO2,r1i1p1f1
72,289.3167347431216,239.15343449327202,1pctCO2,r1i1p1f1
73,289.35852422837667,239.18023234697307,1pctCO2,r1i1p1f1
74,289.4318384535812,239.8482362183682,1pctCO2,r1i1p1f1
75,289.381607505018,239.17583942144228,1pctCO2,r1i1p1f1
76,289.5281392356161,239.78583280343614,1pctCO2,r1i1p1f1
77,289.6299218544219,240.43439006475742,1pctCO2,r1i1p1f1
78,289.49306347358197,239.77933953758819,1pctCO2,r1i1p1f1
79,289.5128061796162,239.24506379888948,1pctCO2,r1i1p1f1
80,289.6596506374668,240.75342653056018,1pctCO2,r1i1p1f1
81,289.6854118667717,240.8686684889179,1pctCO2,r1i1p1f1
82,289.46713033369923,239.30389393403973,1pctCO2,r1i1p1f1
83,289.63752534779695,239.7800886615386,1pctCO2,r1i1p1f1
84,289.6122610557883,239.8842719359158,1pctCO2,r1i1p1f1
85,289.47601782608547,239.41049097498305,1pctCO2,r1i1p1f1
86,289.4652993372481,240.41134418958535,1pctCO2,r1i1p1f1
87,289.837979297158,239.8326077719039,1pctCO2,r1i1p1f1
88,289.9259133905792,240.39462724561355,1pctCO2,r1i1p1f1
89,289.86578194508303,240.86392158698948,1pctCO2,r1i1p1f1
90,290.05048267013666,240.33234099698873,1pctCO2,r1i1p1f1
91,289.8652896223225,239.9788537399534,1pctCO2,r1i1p1f1
92,289.8633683898473,240.89069936591,1pctCO2,r1i1p1f1
93,290.1986242731682,241.54747858698337,1pctCO2,r1i1p1f1
94,290.1028559570355,241.20222463608988,1pctCO2,r1i1p1f1
95,289.9528014837966,240.42824505713946,1pctCO2,r1i1p1f1
96,290.1574039074127,239.6473373560675,1pctCO2,r1i1p1f1
97,290.2410186976088,241.22066957356125,1pctCO2,r1i1p1f1
98,290.2310757286141,240.40070448269563,1pctCO2,r1i1p1f1
99,290.413051359601,240.81575757148025,1pctCO2,r1i1p1f1
100,290.30613799997974,241.10481718227598,1pctCO2,r1i1p1f1
101,290.0069647270036,241.36133727656073,1pctCO2,r1i1p1f1
102,290.1751243594823,241.01076559180706,1pctCO2,r1i1p1f1
103,290.5107543066951,241.87506639706106,1pctCO2,r1i1p1f1
104,290.5654315344685,241.83775946539,1pctCO2,r1i1p1f1
105,290.534175043736,241.74180240090112,1pctCO2,r1i1p1f1
106,290.69576309403004,242.2070609370521,1pctCO2,r1i1p1f1
107,290.8262073178572,241.86641808928067,1pctCO2,r1i1p1f1
108,290.6332124329335,241.5518430059813,1pctCO2,r1i1p1f1
109,290.41631686185195,240.73234878017146,1pctCO2,r1i1p1f1
110,290.79505903126227,241.58150118133875,1pctCO2,r1i1p1f1
111,290.7336947048994,241.44683650363535,1pctCO2,r1i1p1f1
112,290.58075726342844,241.8361578451459,1pctCO2,r1i1p1f1
113,290.7735526510073,241.86275530273852,1pctCO2,r1i1p1f1
114,290.91623536428966,242.63609588779522,1pctCO2,r1i1p1f1
115,290.9322799048853,241.4937246859777,1pctCO2,r1i1p1f1
116,290.9887228599262,242.46660133569856,1pctCO2,r1i1p1f1
117,291.05330702748455,242.40670990691495,1pctCO2,r1i1p1f1
118,290.82209354066663,241.71568130938846,1pctCO2,r1i1p1f1
119,291.23935810807,243.37743073500664,1pctCO2,r1i1p1f1
120,291.2545148055349,242.3620221464239,1pctCO2,r1i1p1f1
121,291.12825005139064,241.58560791537107,1pctCO2,r1i1p1f1
122,291.35758179130045,242.3706444600043,1pctCO2,r1i1p1f1
123,291.3537839533876,242.6493958833837,1pctCO2,r1i1p1f1
124,291.2724288637292,242.95576700552442,1pctCO2,r1i1p1f1
125,291.4148765170406,242.97929878041478,1pctCO2,r1i1p1f1
126,291.5560565489928,243.19288174313348,1pctCO2,r1i1p1f1
127,291.4101547575202,242.67259310522883,1pctCO2,r1i1p1f1
128,291.7190823621353,243.50904269402932,1pctCO2,r1i1p1f1
129,291.6383297212914,242.90474626982464,1pctCO2,r1i1p1f1
130,291.66476485203185,243.39659284056077,1pctCO2,r1i1p1f1
131,291.65964248109185,242.92913731239858,1pctCO2,r1i1p1f1
132,291.673279967027,243.15618750084627,1pctCO2,r1i1p1f1
133,291.84987743256175,244.11341192035346,1pctCO2,r1i1p1f1
134,291.7304284315009,243.1940818280815,1pctCO2,r1i1p1f1
135,291.880353696615,243.335005603157,1pctCO2,r1i1p1f1
136,292.0049536367743,243.64739610611818,1pctCO2,r1i1p1f1
137,291.89347518518736,243.1897874381586,1pctCO2,r1i1p1f1
138,292.1092277625722,244.42738362069156,1pctCO2,r1i1p1f1
139,292.098784270392,244.55781758574128,1pctCO2,r1i1p1f1
140,291.941688697607,243.95311570851544,1pctCO2,r1i1p1f1
141,292.23746114487875,244.17605372736145,1pctCO2,r1i1p1f1
142,292.23135046430986,244.37370929765956,1pctCO2,r1i1p1f1
143,292.1422579222332,244.1150473823867,1pctCO2,r1i1p1f1
144,292.29095592107745,244.61387573449775,1pctCO2,r1i1p1f1
145,292.3356173192584,245.12198543863883,1pctCO2,r1i1p1f1
146,292.62303942042803,245.26208127279332,1pctCO2,r1i1p1f1
147,292.5562119394314,244.96442763794983,1pctCO2,r1i1p1f1
148,292.6731674801025,245.36988401841816,1pctCO2,r1i1p1f1
149,292.71637649134004,244.7722386269927,1pctCO2,r1i1p1f1
150,292.8246249991631,245.3320510057424,1pctCO2,r1i1p1f1
1,288.29648381735575,238.22774846518757,abrupt-4xCO2,r1i1p1f1
2,288.94314294860413,238.58836052218618,abrupt-4xCO2,r1i1p1f1
3,289.3531939537648,238.9739603425812,abrupt-4xCO2,r1i1p1f1
4,289.7678765692028,238.53787091932935,abrupt-4xCO2,r1i1p1f1
5,290.05434428502554,239.5142804081341,abrupt-4xCO2,r1i1p1f1
6,290.19286572453774,240.12869242671462,abrupt-4xCO2,r1i1p1f1
7,290.4470347165366,239.677017697014,abrupt-4xCO2,r1i1p1f1
8,290.62113997578234,240.17355952471357,abrupt-4xCO2,r1i1p1f1
9,290.90841030464003,240.8178506526703,abrupt-4xCO2,r1i1p1f1
10,290.96615519600533,242.04015965028862,abrupt-4xCO2,r1i1p1f1
11,290.58595818088463,240.75394627526921,abrupt-4xCO2,r1i1p1f1
12,290.50570034858276,240.6654683850812,abrupt-4xCO2,r1i1p1f1
13,290.7559099688433,240.6888596004243,abrupt-4xCO2,r1i1p1f1
14,291.2430053611853,240.81776701890698,abrupt-4xCO2,r1i1p1f1
15,291.1536045075151,241.48730279531426,abrupt-4xCO2,r1i1p1f1
16,291.227738117324,241.16383162532887,abrupt-4xCO2,r1i1p1f1
17,291.4628081270951,241.57220304216708,abrupt-4xCO2,r1i1p1f1
18,291.6724377407501,242.76338446862212,abrupt-4xCO2,r1i1p1f1
19,291.58644517308585,241.68597071589954,abrupt-4xCO2,r1i1p1f1
20,291.7642434079204,241.66396484403327,abrupt-4xCO2,r1i1p1f1
21,291.6908392628152,242.13259781413876,abrupt-4xCO2,r1i1p1f1
22,291.52638204982577,241.26705072301675,abrupt-4xCO2,r1i1p1f1
23,291.7265111018872,242.20696952909503,abrupt-4xCO2,r1i1p1f1
24,291.73247568337337,242.35394918071103,abrupt-4xCO2,r1i1p1f1
25,291.6032146757159,242.04911323466965,abrupt-4xCO2,r1i1p1f1
26,291.93829062269606,243.05592791533797,abrupt-4xCO2,r1i1p1f1
27,291.9902309889593,243.1918079677301,abrupt-4xCO2,r1i1p1f1
28,291.8539258951888,242.95545519635627,abrupt-4xCO2,r1i1p1f1
29,291.9022631071193,242.65460031109762,abrupt-4xCO2,r1i1p1f1
30,291.82276989967016,242.8368067506965,abrupt-4xCO2,r1i1p1f1
31,292.03797340664977,243.80817854794037,abrupt-4xCO2,r1i1p1f1
32,291.93658685597916,243.27032284982278,abrupt-4xCO2,r1i1p1f1
33,291.9611668509289,242.9713588869843,abrupt-4xCO2,r1i1p1f1
34,292.09655086185506,243.4104422493111,abrupt-4xCO2,r1i1p1f1
35,291.96759817047206,243.3046044370068,abrupt-4xCO2,r1i1p1f1
36,292.03863994375604,242.96704018696803,abrupt-4xCO2,r1i1p1f1
37,291.8702381858868,242.77868548259215,abrupt-4xCO2,r1i1p1f1
38,291.88187444763935,243.29607689210906,abrupt-4xCO2,r1i1p1f1
39,291.79589117971994,243.13093353665872,abrupt-4xCO2,r1i1p1f1
40,292.01341675462214,243.3773259861136,abrupt-4xCO2,r1i1p1f1
41,292.12801933588906,244.36002727235967,abrupt-4xCO2,r1i1p1f1
42,292.0361825139966,243.00912885340895,abrupt-4xCO2,r1i1p1f1
43,291.7462425945974,242.75882824963412,abrupt-4xCO2,r1i1p1f1
44,291.9855037482001,244.1232409976424,abrupt-4xCO2,r1i1p1f1
45,292.0287187239091,243.83456214822866,abrupt-4xCO2,r1i1p1f1
46,292.164018546339,244.26593167586051,abrupt-4xCO2,r1i1p1f1
47,292.20560566118337,243.47592622844562,abrupt-4xCO2,r1i1p1f1
48,292.19168976889347,243.49946395231277,abrupt-4xCO2,r1i1p1f1
49,292.2739910846485,244.08003683284878,abrupt-4xCO2,r1i1p1f1
50,292.26848654115247,244.5047849204632,abrupt-4xCO2,r1i1p1f1
51,292.2461284167965,243.88251505137166,abrupt-4xCO2,r1i1p1f1
52,292.29018023713974,243.7480203216082,abrupt-4xCO2,r1i1p1f1
53,292.28751768182906,244.00254897903443,abrupt-4xCO2,r1i1p1f1
54,292.2553072518069,243.9304499296542,abrupt-4xCO2,r1i1p1f1
55,292.2711373705012,244.62978974722245,abrupt-4xCO2,r1i1p1f1
56,292.09582326614446,243.48722184542777,abrupt-4xCO2,r1i1p1f1
57,292.44236985231106,244.5826827474742,abrupt-4xCO2,r1i1p1f1
58,292.4306197088871,244.51407360074882,abrupt-4xCO2,r1i1p1f1
59,292.33367384497546,243.96345972359217,abrupt-4xCO2,r1i1p1f1
60,292.26441603834087,244.1061297724063,abrupt-4xCO2,r1i1p1f1
61,292.3764699889827,244.8039666077054,abrupt-4xCO2,r1i1p1f1
62,292.1698393217457,243.63499347228338,abrupt-4xCO2,r1i1p1f1
63,292.3936910439065,244.90680084383266,abrupt-4xCO2,r1i1p1f1
64,292.4105758832952,244.3343742474071,abrupt-4xCO2,r1i1p1f1
65,292.56720787814737,245.04339886983757,abrupt-4xCO2,r1i1p1f1
66,292.5789899235081,244.6897631014136,abrupt-4xCO2,r1i1p1f1
67,292.36395300690555,244.61913164219814,abrupt-4xCO2,r1i1p1f1
68,292.4609228946528,245.0721010760076,abrupt-4xCO2,r1i1p1f1
69,292.69998718588073,244.5314598848116,abrupt-4xCO2,r1i1p1f1
70,292.5834660259834,244.5498286700868,abrupt-4xCO2,r1i1p1f1
71,292.75970697973423,244.85017225986158,abrupt-4xCO2,r1i1p1f1
72,292.7705010010382,245.68324783344008,abrupt-4xCO2,r1i1p1f1
73,292.65702888795687,245.69005032970466,abrupt-4xCO2,r1i1p1f1
74,292.7887704016438,245.19380644060885,abrupt-4xCO2,r1i1p1f1
75,292.78306310803,245.02272819218592,abrupt-4xCO2,r1i1p1f1
76,292.77816076731983,245.4115870133136,abrupt-4xCO2,r1i1p1f1
77,292.7686111998539,245.25750316607244,abrupt-4xCO2,r1i1p1f1
78,292.68599926488287,244.79086016575013,abrupt-4xCO2,r1i1p1f1
79,292.8214287017975,244.81915486707075,abrupt-4xCO2,r1i1p1f1
80,292.8126284971988,245.40304612823797,abrupt-4xCO2,r1i1p1f1
81,292.8466080012016,245.4544913930816,abrupt-4xCO2,r1i1p1f1
82,292.87338330688885,245.35464254102965,abrupt-4xCO2,r1i1p1f1
83,292.88850970972914,245.69986199537723,abrupt-4xCO2,r1i1p1f1
84,293.01341308982103,246.02284600503503,abrupt-4xCO2,r1i1p1f1
85,292.8263305869948,245.23441240443165,abrupt-4xCO2,r1i1p1f1
86,293.0081199792001,245.74029799362302,abrupt-4xCO2,r1i1p1f1
87,292.9105019422224,245.86270827288266,abrupt-4xCO2,r1i1p1f1
88,292.9665592870263,245.48005290408673,abrupt-4xCO2,r1i1p1f1
89,293.1183675223932,246.04236978495982,abrupt-4xCO2,r1i1p1f1
90,293.0416252928404,246.2026807970064,abrupt-4xCO2,r1i1p1f1
91,293.13629697123525,246.5509538163671,abrupt-4xCO2,r1i1p1f1
92,293.1094818349248,246.2253701885047,abrupt-4xCO2,r1i1p1f1
93,293.20008720357635,246.54260639428753,abrupt-4xCO2,r1i1p1f1
94,293.18944658331,246.02310956543468,abrupt-4xCO2,r1i1p1f1
95,293.16903065275903,246.4105682301517,abrupt-4xCO2,r1i1p1f1
96,293.1019993075331,245.48362038372326,abrupt-4xCO2,r1i1p1f1
97,293.12230064821864,246.34646006605405,abrupt-4xCO2,r1i1p1f1
98,293.09897848759203,246.64404854902997,abrupt-4xCO2,r1i1p1f1
99,292.8880682593389,246.1409635068159,abrupt-4xCO2,r1i1p1f1
100,293.27819846561687,246.96116266729555,abrupt-4xCO2,r1i1p1f1
101,293.21705236942773,246.63244796737456,abrupt-4xCO2,r1i1p1f1
102,293.3043708163887,247.4983302259815,abrupt-4xCO2,r1i1p1f1
103,293.3881257457347,247.3914200478664,abrupt-4xCO2,r1i1p1f1
104,293.25947235082276,246.63217640300493,abrupt-4xCO2,r1i1p1f1
105,293.18869444432204,246.14991862351013,abrupt-4xCO2,r1i1p1f1
106,293.4022038483611,246.2429023748848,abrupt-4xCO2,r1i1p1f1
107,293.4248256261311,246.8955016814826,abrupt-4xCO2,r1i1p1f1
108,293.3499910892695,246.64088836387856,abrupt-4xCO2,r1i1p1f1
109,293.4241135961279,246.79350319507768,abrupt-4xCO2,r1i1p1f1
110,293.29490022941985,246.5043113134309,abrupt-4xCO2,r1i1p1f1
111,293.42987809755203,246.95419159410477,abrupt-4xCO2,r1i1p1f1
112,293.38051247003307,247.00732287293366,abrupt-4xCO2,r1i1p1f1
113,293.4276007797218,247.15811402472923,abrupt-4xCO2,r1i1p1f1
