year,member,tas_global,tas_ais,scenario
2015,r1i1p1f2,287.71685566592794,238.26168515291243,ssp119
2016,r1i1p1f2,287.80998798766495,238.7355297304504,ssp119
2017,r1i1p1f2,287.9082131545985,239.31280133991973,ssp119
2018,r1i1p1f2,287.8682419048277,238.49818497022477,ssp119
2019,r1i1p1f2,287.7968076832884,237.54060554408116,ssp119
2020,r1i1p1f2,287.97854797555675,238.77646352347412,ssp119
2021,r1i1p1f2,287.85349747622905,237.6252072928125,ssp119
2022,r1i1p1f2,287.9930967142147,238.75789157074675,ssp119
2023,r1i1p1f2,288.10162310576095,238.84221314262496,ssp119
2024,r1i1p1f2,288.06538558138,238.85771117091426,ssp119
2025,r1i1p1f2,288.0110458744773,239.08456405797696,ssp119
2026,r1i1p1f2,288.05182651501696,239.64247453795792,ssp119
2027,r1i1p1f2,287.8541360561725,238.84358533243494,ssp119
2028,r1i1p1f2,288.1966915951304,239.22835034723738,ssp119
2029,r1i1p1f2,288.09613590303775,239.07744763720487,ssp119
2030,r1i1p1f2,287.95778766711044,238.52649323471306,ssp119
2031,r1i1p1f2,288.03882295799,238.25100540386373,ssp119
2032,r1i1p1f2,288.3501420577134,238.79959998561012,ssp119
2033,r1i1p1f2,288.2986884051645,238.77538979839738,ssp119
2034,r1i1p1f2,288.3377201417714,238.6423805083438,ssp119
2035,r1i1p1f2,288.27199466385684,239.39123158609226,ssp119
2036,r1i1p1f2,288.0743103537957,239.6164225944046,ssp119
2037,r1i1p1f2,288.2447851703744,239.3220728979031,ssp119
2038,r1i1p1f2,288.27531171432497,239.48337315473847,ssp119
2039,r1i1p1f2,288.32103676821765,239.4156628235318,ssp119
2040,r1i1p1f2,288.351748389544,239.61816645725725,ssp119
2041,r1i1p1f2,288.16254507934366,238.97968161056062,ssp119
2042,r1i1p1f2,288.2329855004574,238.62579313623527,ssp119
2043,r1i1p1f2,288.0952261012724,238.5868921048189,ssp119
2044,r1i1p1f2,288.2592240484196,238.87658740824935,ssp119
2045,r1i1p1f2,288.4456961543748,239.96535618581552,ssp119
2046,r1i1p1f2,288.25960878302055,239.58166922521156,ssp119
2047,r1i1p1f2,288.3089942293226,238.66925530973148,ssp119
2048,r1i1p1f2,288.2762921382362,238.70506706937076,ssp119
2049,r1i1p1f2,288.2502250095218,238.74560911656718,ssp119
2050,r1i1p1f2,288.2516589175475,239.6370296665516,ssp119
2051,r1i1p1f2,288.33058311178314,239.72318350919235,ssp119
2052,r1i1p1f2,288.177971388223,239.0362749414336,ssp119
2053,r1i1p1f2,288.1722685144258,238.70168650539753,ssp119
2054,r1i1p1f2,288.17886289414315,238.68808238661074,ssp119
2055,r1i1p1f2,288.1447537664757,238.35256720037296,ssp119
2056,r1i1p1f2,288.35240054059585,239.2297904073581,ssp119
2057,r1i1p1f2,288.2351559466484,239.18505511574563,ssp119
2058,r1i1p1f2,288.34102197750025,238.99439093757266,ssp119
2059,r1i1p1f2,288.1934058128085,238.90044872571877,ssp119
2060,r1i1p1f2,288.2488900312477,238.83081501237746,ssp119
2061,r1i1p1f2,288.38054570780275,239.32065378403266,ssp119
2062,r1i1p1f2,288.20390472584785,239.0569229684272,ssp119
2063,r1i1p1f2,288.1667326533522,238.8609990092574,ssp119
2064,r1i1p1f2,288.30926808935243,240.4807473689916,ssp119
