year,ohc,scenario
1,-5.86584981500286,1pctCO2
2,-5.867767556072915,1pctCO2
3,-5.867508381360198,1pctCO2
4,-5.867187377198102,1pctCO2
5,-5.867026587708356,1pctCO2
6,-5.866039683720837,1pctCO2
7,-5.8649373028376335,1pctCO2
8,-5.8647351892027135,1pctCO2
9,-5.8653753424344,1pctCO2
10,-5.864747573904795,1pctCO2
11,-5.864665433805283,1pctCO2
12,-5.864226183172774,1pctCO2
13,-5.862986030317333,1pctCO2
14,-5.862739937925992,1pctCO2
15,-5.861861867774023,1pctCO2
16,-5.859999060957399,1pctCO2
17,-5.858208465576172,1pctCO2
18,-5.857681435101653,1pctCO2
19,-5.857744065376178,1pctCO2
20,-5.857784071360549,1pctCO2
21,-5.8578669025473395,1pctCO2
22,-5.856340900839192,1pctCO2
23,-5.85437474054833,1pctCO2
24,-5.852489106949061,1pctCO2
25,-5.851445772876478,1pctCO2
26,-5.84970121775588,1pctCO2
27,-5.8491693235423465,1pctCO2
28,-5.849311942270357,1pctCO2
29,-5.8493549529820275,1pctCO2
30,-5.847133162250257,1pctCO2
31,-5.8444413433336235,1pctCO2
32,-5.842212964410651,1pctCO2
33,-5.8391907652763475,1pctCO2
34,-5.837970753238626,1pctCO2
35,-5.837129514511317,1pctCO2
36,-5.835699325718291,1pctCO2
37,-5.833581327412227,1pctCO2
38,-5.832759786631963,1pctCO2
39,-5.833676615153274,1pctCO2
40,-5.834593000803908,1pctCO2
41,-5.83242459623781,1pctCO2
42,-5.828879135602141,1pctCO2
43,-5.824822766813513,1pctCO2
44,-5.822599912669561,1pctCO2
45,-5.8198601134835855,1pctCO2
46,-5.81754208003005,1pctCO2
47,-5.817139451797694,1pctCO2
48,-5.816751322027755,1pctCO2
49,-5.815390547660932,1pctCO2
50,-5.813672170247117,1pctCO2
51,-5.8107965965793555,1pctCO2
52,-5.808002842942329,1pctCO2
53,-5.805070328385862,1pctCO2
54,-5.802137710623545,1pctCO2
55,-5.798824135244709,1pctCO2
56,-5.795752061556463,1pctCO2
57,-5.793889267803872,1pctCO2
58,-5.793721462929086,1pctCO2
59,-5.792654132843017,1pctCO2
60,-5.789563257400304,1pctCO2
61,-5.785351017729877,1pctCO2
62,-5.782789967158069,1pctCO2
63,-5.780311205615736,1pctCO2
64,-5.7772756119296975,1pctCO2
65,-5.77318329745776,1pctCO2
66,-5.770303616458422,1pctCO2
67,-5.768990017616585,1pctCO2
68,-5.769786965357114,1pctCO2
69,-5.767710086090924,1pctCO2
70,-5.763348012427761,1pctCO2
71,-5.758926857987495,1pctCO2
72,-5.756986321488472,1pctCO2
73,-5.7555812430708375,1pctCO2
74,-5.753080145953453,1pctCO2
75,-5.751270406540126,1pctCO2
76,-5.748485310436928,1pctCO2
77,-5.74437721069545,1pctCO2
78,-5.741083521385716,1pctCO2
79,-5.737739126649622,1pctCO2
80,-5.736371318608114,1pctCO2
81,-5.735219917558644,1pctCO2
82,-5.731528018272086,1pctCO2
83,-5.726845186050624,1pctCO2
84,-5.722910912396157,1pctCO2
85,-5.720480341454075,1pctCO2
86,-5.71887547087996,1pctCO2
87,-5.718520101782394,1pctCO2
88,-5.716036149900254,1pctCO2
89,-5.711614335726385,1pctCO2
90,-5.706740050119897,1pctCO2
91,-5.702928621475011,1pctCO2
92,-5.6999769054047045,1pctCO2
93,-5.699304770116937,1pctCO2
94,-5.696245057615515,1pctCO2
95,-5.691154615846399,1pctCO2
96,-5.686260177664561,1pctCO2
97,-5.683667252161731,1pctCO2
98,-5.683901439300955,1pctCO2
99,-5.680592948443269,1pctCO2
100,-5.6747551094995785,1pctCO2
101,-5.670130622550233,1pctCO2
102,-5.66689612898108,1pctCO2
103,-5.665596470767505,1pctCO2
104,-5.664089097062202,1pctCO2
105,-5.661275830987382,1pctCO2
106,-5.656849986559724,1pctCO2
107,-5.651900382891093,1pctCO2
108,-5.647874242965489,1pctCO2
109,-5.644860027260976,1pctCO2
110,-5.641167139027217,1pctCO2
111,-5.637280839110074,1pctCO2
112,-5.633474756266973,1pctCO2
113,-5.629864360861582,1pctCO2
114,-5.627625281190219,1pctCO2
115,-5.62492137673783,1pctCO2
116,-5.621318572841279,1pctCO2
117,-5.618385351520695,1pctCO2
118,-5.6164434459111465,1pctCO2
119,-5.612516605690734,1pctCO2
120,-5.607061421381284,1pctCO2
121,-5.601155462656935,1pctCO2
122,-5.598804660692607,1pctCO2
123,-5.598057460784912,1pctCO2
124,-5.594044413631909,1pctCO2
125,-5.588166299584794,1pctCO2
126,-5.581665687038474,1pctCO2
127,-5.577783349442155,1pctCO2
128,-5.574429650502662,1pctCO2
129,-5.571637723217272,1pctCO2
130,-5.56865433209563,1pctCO2
131,-5.565405282582322,1pctCO2
132,-5.559688403508434,1pctCO2
133,-5.5538489237223585,1pctCO2
134,-5.550105234694808,1pctCO2
135,-5.548940479592101,1pctCO2
136,-5.546123567346024,1pctCO2
137,-5.541438806873479,1pctCO2
138,-5.536543205992817,1pctCO2
139,-5.532226689221107,1pctCO2
140,-5.529394932315774,1pctCO2
141,-5.525740494140207,1pctCO2
