year,tas_sh,tas_nh,scenario
1850,285.4570225410856,286.7305192228478,historical
1851,285.30624789692683,286.78904794357504,historical
1852,285.43292422160476,286.60733982444106,historical
1853,285.33130972711024,286.74281872887804,historical
1854,285.35160202377335,286.7299077445371,historical
1855,285.43300821141713,286.60798096464356,historical
1856,285.4473234650265,286.64553309852164,historical
1857,285.59221648654216,286.8001729269886,historical
1858,285.4407830070567,286.8866304338717,historical
1859,285.4051918769827,286.8083207182544,historical
1860,285.56183708475817,286.7028845091916,historical
1861,285.219705867543,286.6462832301417,historical
1862,285.1580858244118,286.52622568500504,historical
1863,285.3035684741658,286.66788564501655,historical
1864,285.4095881972854,286.85840291395783,historical
1865,285.22428417735614,286.76653090737585,historical
1866,285.43593448488974,286.67855094296465,historical
1867,285.369217442496,286.730950427209,historical
1868,285.4040557200152,286.6023186014492,historical
1869,285.46110373054364,286.6862409871925,historical
1870,285.4032604395425,286.7410174575072,historical
1871,285.3693140852478,286.74098015425614,historical
1872,285.3207734289784,286.6972563837253,historical
1873,285.37403520727054,286.4868951115384,historical
1874,285.462943046796,286.6940544918854,historical
1875,285.26022287899485,286.4623771642911,historical
1876,285.485790050929,286.53658980138334,historical
1877,285.5542493980149,286.83174500307126,historical
1878,285.1875386022313,286.71323015131173,historical
1879,285.42193883101805,286.8046222011954,historical
1880,285.4981022444326,286.82807364073835,historical
1881,285.40854874572227,286.7077501671522,historical
1882,285.5344466312698,286.6887001950878,historical
1883,285.46846868911706,286.8017093298555,historical
1884,285.15685074646154,286.2774221148481,historical
1885,285.4615172941468,286.42345915484987,historical
1886,285.4417336223064,286.55302037660437,historical
1887,285.35569758431257,286.40091076761786,historical
1888,285.4933626153124,286.41749579295475,historical
1889,285.33609731159845,286.4488901531881,historical
1890,285.32426736726256,286.35031764458085,historical
1891,285.3845626866673,286.36838302198066,historical
1892,285.34364238762566,286.4963916462082,historical
1893,285.57031924559953,286.57106805083663,historical
1894,285.5990000660735,286.6303032799935,historical
1895,285.42180894538893,286.4837427925889,historical
1896,285.42416527805693,286.42873240167637,historical
1897,285.57719168709485,286.48322772540035,historical
1898,285.57682352845546,286.4521173613791,historical
1899,285.43193744080696,286.32314987446637,historical
1900,285.59100937438905,286.37583528095604,historical
1901,285.5887987376015,286.5358936324015,historical
1902,285.36245511845,286.30299509242485,historical
1903,285.4680435755454,286.0274912471408,historical
1904,285.4054953027205,285.917205532776,historical
1905,285.3318497328503,286.0022502609507,historical
1906,285.33854356281785,286.05869287244406,historical
1907,285.46833628998826,286.2664741399539,historical
1908,285.3790120403661,286.23607513696896,historical
1909,285.39817496182457,286.1251214081723,historical
1910,285.35067781685524,286.29148906623686,historical
1911,285.33162854148463,286.19678783250725,historical
1912,285.3927142263101,286.0844748519969,historical
1913,285.50554175130065,286.16435830714494,historical
1914,285.50200272066263,286.3128809399389,historical
1915,285.43364646836307,286.1782758879054,historical
1916,285.4626770804336,286.0353225036795,historical
1917,285.5787935758827,286.318874976144,historical
1918,285.31024964115153,286.1194880301307,historical
1919,285.4326802763633,286.4280559331581,historical
1920,285.59388053570865,286.46028718387345,historical
1921,285.6383818943437,286.4031503158068,historical
1922,285.534271676487,286.2626155397025,historical
1923,285.50600092193105,286.2746955784149,historical
1924,285.5923684038591,286.2670719156012,historical
1925,285.5697712723251,286.3559450494889,historical
1926,285.55329229826907,286.30420824290536,historical
1927,285.519956375839,286.2164596195334,historical
1928,285.47606239795397,286.0868824151668,historical
1929,285.5749887609767,286.11956320908376,historical
1930,285.5392783767873,286.13417380429416,historical
1931,285.60257605600816,286.1182625269457,historical
1932,285.5042360227787,286.17728277207067,historical
1933,285.57420779138386,286.2508229178952,historical
1934,285.6809950564972,286.44961097378274,historical
1935,285.5155285889777,286.26368030244026,historical
1936,285.2889507590868,286.0351202027816,historical
1937,285.4474282719523,286.1710516286635,historical
1938,285.62193282954786,286.32741138182445,historical
1939,285.7601598657595,286.2800157328377,historical
1940,285.6930262129903,286.3010887819293,historical
1941,285.71218987925715,286.2683346069602,historical
1942,285.72767512748953,286.63208763949166,historical
1943,285.6376889797362,286.51726678621156,historical
1944,285.54357264004426,286.28343616625375,historical
1945,285.70759411612397,286.6214450247563,historical
1946,285.6919619131525,286.67367361604624,historical
1947,285.44673889637687,286.34692263880453,historical
1948,285.5891970881481,286.3668932039201,historical
1949,285.79950393328414,286.58285390340194,historical
1950,285.71917311706864,286.7245946117125,historical
1951,285.6221488660865,286.64678765209254,historical
1952,285.71365366621194,286.5198104633076,historical
