year,tas_sh,tas_nh,scenario
1850,286.222071580879,287.5959471734988,historical
1851,286.3817654732298,287.7972658100176,historical
1852,286.31473914702076,287.7044210110027,historical
1853,286.1906131440762,287.5722998227071,historical
1854,286.2243440087841,287.542131767339,historical
1855,285.98847966521987,287.2197938597541,historical
1856,286.20996018805357,287.32772408552535,historical
1857,286.2509406986906,287.46941848991514,historical
1858,286.085728874277,287.287736457848,historical
1859,286.3839077132223,287.5891864052778,historical
1860,286.2650724369951,287.6844163981021,historical
1861,286.0442392034547,287.4880975053298,historical
1862,286.1094302073833,287.5752948697647,historical
1863,286.2584459113632,287.61762344195216,historical
1864,286.3091287373427,287.57162211500537,historical
1865,286.01946388347807,287.2746998214145,historical
1866,286.2860298411604,287.5017448865836,historical
1867,286.3193027811958,287.6110596381124,historical
1868,286.28744438925554,287.3855010655357,historical
1869,286.34219821024675,287.5833842308172,historical
1870,286.39418926858406,287.4338875193546,historical
1871,286.4718479114419,287.5828697789617,historical
1872,286.3667808551097,287.42919638497403,historical
1873,286.42648277027337,287.4908121001321,historical
1874,286.2154028335126,287.36948504295833,historical
1875,286.1736416375397,287.4542108740554,historical
1876,286.2312498377586,287.4626108281715,historical
1877,286.32638349683737,287.6067023344541,historical
1878,286.32865751101343,287.6418296260029,historical
1879,286.0706734573245,287.3768510081772,historical
1880,286.1976570865847,287.3452173212735,historical
1881,286.4601791511415,287.56140919997034,historical
1882,286.3381455792564,287.40097811045274,historical
1883,286.3339261024681,287.6206916608815,historical
1884,286.1107961119922,287.2092208843834,historical
1885,286.1943629615047,287.2770876771334,historical
1886,286.19938389111184,287.17706567726447,historical
1887,286.3087418467099,287.0855933153391,historical
1888,286.27790114402114,287.13466521160893,historical
1889,285.9622173905713,286.9928534079636,historical
1890,286.2069691853454,287.19825241719946,historical
1891,286.2540650051472,287.12590320706653,historical
1892,286.2035667020972,286.8529291915246,historical
1893,286.36425098449905,287.1850350564293,historical
1894,286.4741034488504,287.3299476069861,historical
1895,286.2799234219055,287.12712569585403,historical
1896,286.11766138287186,287.068471432394,historical
1897,286.2050743120115,287.13878590243473,historical
1898,286.2385379372844,287.21276716160776,historical
1899,286.1879927905517,287.2751178821179,historical
1900,286.1688065447835,287.1165814082627,historical
1901,286.28970108505797,287.464813058308,historical
1902,285.91297805672747,287.4309879645304,historical
1903,286.2393877671186,287.17502152838927,historical
1904,286.177050804133,287.2204187534248,historical
1905,285.9983543015824,286.9594003292017,historical
1906,286.29309840778586,287.1151554313008,historical
1907,286.36575058212935,287.35245726579194,historical
1908,286.34440429032975,287.1840724034319,historical
1909,286.3698683394761,287.28882847249054,historical
1910,286.2069382818486,286.99882922465565,historical
1911,286.41630899545186,287.2328247318912,historical
1912,286.37714804893494,287.1284375081279,historical
1913,286.2772905597305,286.9094217764511,historical
1914,286.2592929672697,287.0386495238677,historical
1915,286.2838754676181,287.04802838762487,historical
1916,286.12746588828554,286.89043883924705,historical
1917,286.1543497418283,287.00523039094116,historical
1918,286.17873694505465,286.9418081534854,historical
1919,286.4032552884107,287.1916153441523,historical
1920,286.3845043025831,287.05449025901186,historical
1921,286.365206392683,287.29565815733116,historical
1922,286.3517521618825,287.1313948404002,historical
1923,286.339501177763,287.2307903303469,historical
1924,286.25147721077286,287.0874811362839,historical
1925,286.3476009200623,287.00596504736905,historical
1926,286.25435399774955,287.1251675843145,historical
1927,286.4005689339537,287.18535505698316,historical
1928,286.6231795884064,287.1827424376809,historical
1929,286.4187490899181,287.169609149845,historical
1930,286.43624851268163,287.18378943453297,historical
1931,286.49429374159865,287.2353942201243,historical
1932,286.4795997336853,287.1655423908238,historical
1933,286.2580048592395,287.1729871713676,historical
1934,286.2235798569338,287.0733910394847,historical
1935,286.3192555757209,287.08532091874577,historical
1936,286.3636602415593,286.97110329092175,historical
1937,286.3216097130908,287.09366349090664,historical
1938,286.3920319839163,287.38688202113144,historical
1939,286.1417012998171,287.023203266123,historical
1940,286.3580130483532,287.31686908142416,historical
1941,286.3711465397106,287.285115801555,historical
1942,286.4599886711989,287.20550449122123,historical
1943,286.33239607745264,287.02325690173575,historical
1944,286.5057649527934,287.12909745776534,historical
1945,286.39510364160384,287.06550078842184,historical
1946,286.4681344201734,287.1198995003788,historical
1947,286.5538065163319,287.11001914860594,historical
1948,286.5031893049227,287.01649158779884,historical
1949,286.39477518285355,287.072109167702,historical
1950,286.3678540694613,287.16668923710785,historical
1951,286.3628861625406,287.00816389229556,historical
1952,286.26534410388723,287.0002761013059,historical
1953,286.3741208817918,287.18907796621073,historical
1954,286.37453668688624,287.19590045967936,historical
1955,286.52200565004654,287.25696528878314,historical
1956,286.26572243718596,287.03821173668166,historical
1957,286.51752487130256,287.2304781768227,historical
1958,286.5453698239897,287.3054034750038,historical
1959,286.3815284196053,287.2046775482427,historical
1960,286.4624726211316,287.2891046511679,historical
1961,286.52801844530273,287.38486217188046,historical
1962,286.47199711379824,287.3480423447767,historical
1963,286.24890329783665,287.21909058762225,historical
1964,286.35461834565774,287.1810719342156,historical
1965,286.15449536937695,287.2125602295446,historical
1966,286.57701545252525,287.30643094304605,historical
1967,286.59970780447475,287.615249368636,historical
1968,286.40409540808804,287.23070184185787,historical
1969,286.563710499428,287.504915442173,historical
1970,286.3788207171383,287.2934193860953,historical
1971,286.4912986563737,287.4904596670398,historical
1972,286.4521207340941,287.2879559266432,historical
1973,286.52579119749396,287.4747855394825,historical
1974,286.39950571478465,287.45141360750836,historical
1975,286.3448341274863,287.2386822398441,historical
1976,286.5397145696131,287.1234598252711,historical
1977,286.532828101315,287.18526252299796,historical
1978,286.5262508874919,287.3571432148961,historical
1979,286.49128176191016,287.5151649517541,historical
1980,286.5551867325927,287.4502599270168,historical
1981,286.49691614188225,287.53879074874305,historical
1982,286.31442839642847,287.53575903512336,historical
1983,286.29329331794565,287.32669351476443,historical
1984,286.517502668826,287.46924164827357,historical
1985,286.5619778107177,287.6210468113254,historical
1986,286.64602790970423,287.7679622008257,historical
1987,286.5249544866081,287.7749222419188,historical
1988,286.5592573806329,287.88717616864244,historical
1989,286.6178501262071,287.8811295736601,historical
1990,286.62651349085996,287.95159722541126,historical
1991,286.670684694688,287.8000350428002,historical
1992,286.6611669462384,287.7415269546824,historical
1993,286.473552904652,287.66193460150635,historical
1994,286.4518590952411,287.65517768490054,historical
1995,286.57090668993465,287.7988705025332,historical
1996,286.5977491053043,287.80089952862744,historical
1997,286.82557505568354,287.88805244384736,historical
1998,286.68563905695135,287.80577526983456,historical
1999,286.71768134337066,287.98347060138866,historical
2000,286.84755379261685,287.9935436731108,historical
2001,286.82503429356404,288.04765332505,historical
2002,286.5829096788918,288.0729228175482,historical
2003,286.73330169019147,288.32519730727915,historical
2004,286.92951257098963,288.3196020586032,historical
2005,286.8034823529256,288.2198630686805,historical
2006,286.83343652913413,288.1481983478582,historical
2007,286.8551277010159,288.4511691808217,historical
2008,287.04357638794545,288.35262106321045,historical
2009,286.8842667525426,288.29350156028113,historical
2010,287.0834946827717,288.3307448883419,historical
2011,287.02011692365215,288.3936743380833,historical
2012,286.9057853330646,288.52405865822305,historical
2013,286.9546667303685,288.5059179253542,historical
2014,286.84002925695137,288.38992602167724,historical
2015,287.0167249457231,288.4497223116065,ssp245
2016,287.10870266781114,288.4246139630135,ssp245
2017,287.1403162276107,288.63713327298467,ssp245
2018,287.19079737838285,288.5701221143374,ssp245
2019,287.3619529992897,288.7486168739998,ssp245
2020,287.04549950378674,288.4556984193888,ssp245
2021,287.14669844287056,288.6930932953584,ssp245
2022,287.200292620664,288.83644083190484,ssp245
2023,287.10569933185775,288.5031368251077,ssp245
2024,287.4185243051113,288.78502438959276,ssp245
2025,287.379458401947,288.8690308716684,ssp245
2026,287.50811552616346,288.87855574996246,ssp245
2027,287.2589122600447,288.81198233873687,ssp245
2028,287.4501464541085,288.7544055495264,ssp245
2029,287.45297973944236,288.8954256768584,ssp245
2030,287.38195890325585,289.1081238625831,ssp245
2031,287.43497755680625,288.96672933714666,ssp245
2032,287.42287746620565,288.8185927500803,ssp245
2033,287.56783906646064,289.16126088928996,ssp245
2034,287.47571298433996,289.01418045159335,ssp245
2035,287.38817221591466,289.0324633268477,ssp245
2036,287.5281958238238,289.19702925329506,ssp245
2037,287.71579001845487,289.05108859306534,ssp245
2038,287.6102689475926,288.99826727258295,ssp245
2039,287.7709005531853,288.9058627645266,ssp245
2040,287.88302062033256,288.8554814647256,ssp245
2041,287.8467254628738,289.0404670976136,ssp245
2042,287.7231088038866,288.74248890965157,ssp245
2043,287.91476535044393,288.951259368826,ssp245
2044,287.911416215433,289.0025087495171,ssp245
2045,287.8085172981934,288.9066226544295,ssp245
2046,287.85667947640275,289.25935074659776,ssp245
2047,287.8082228065501,289.2441795296788,ssp245
2048,287.9949011348018,289.43394419353456,ssp245
2049,288.2322537330281,289.6139127679633,ssp245
2050,288.0365345909674,289.4979700552782,ssp245
2051,287.9082598623722,289.3746312531672,ssp245
2052,288.26301837860433,289.49617041807284,ssp245
2053,287.93866557033544,289.3846422370445,ssp245
2054,288.07181663900144,289.44601924896534,ssp245
2055,288.2546478430072,289.528862543252,ssp245
2056,288.11657688939715,289.2735193575695,ssp245
2057,288.1591393918134,289.4361344471926,ssp245
2058,288.1728068448333,289.43623856334176,ssp245
2059,288.1646369304695,289.6483284145109,ssp245
2060,288.56012738648457,289.6593600637695,ssp245
2061,288.4734853944614,289.64891754124824,ssp245
2062,288.4855130504826,289.57368453246636,ssp245
2063,288.545288943318,289.78166495432987,ssp245
2064,288.22761770882767,289.4451574139578,ssp245
2065,288.2800832127985,289.53048628622736,ssp245
2066,288.39330490236455,289.8758022238342,ssp245
2067,288.2198482821755,289.7689237682857,ssp245
2068,288.34667836532816,289.9265753408379,ssp245
2069,288.3550974862522,289.84910007771674,ssp245
2070,288.4936934317374,290.17346634639574,ssp245
2071,288.511956224142,290.1915832854042,ssp245
2072,288.5131539408223,290.1049352276336,ssp245
2073,288.6270168259757,290.25999408043793,ssp245
2074,288.44030044503245,290.12256154817396,ssp245
2075,288.6229283752309,290.0858784887131,ssp245
2076,288.5513985364263,290.2512964135295,ssp245
2077,288.7771821234789,290.27215928495315,ssp245
2078,288.8497635787267,290.5936439211697,ssp245
2079,288.8374928570331,290.3698107772013,ssp245
2080,288.7725569015908,290.4315228440594,ssp245
2081,288.82625708546146,290.4140920860309,ssp245
2082,288.7997675005299,290.3163959390671,ssp245
2083,288.7922262754518,290.48504718558894,ssp245
2084,288.6280540013791,290.47417411176764,ssp245
2085,288.8823663799924,290.61137406095145,ssp245
2086,288.9907224877125,290.700965253352,ssp245
2087,288.94392764578697,290.7416547675833,ssp245
2088,288.8980184885783,290.6055671596899,ssp245
2089,289.1037954674522,290.8966916138156,ssp245
2090,289.07471084845895,290.86062602761154,ssp245
2091,288.7124383817247,290.5420286147561,ssp245
2092,289.087628061577,290.80597049216993,ssp245
2093,289.22377586880333,290.9142388876011,ssp245
2094,288.9064129692405,290.82139153667697,ssp245
2095,289.0923892840965,291.00009039502754,ssp245
2096,289.03770738644397,291.04822577023975,ssp245
2097,288.89966833290674,290.8773003618567,ssp245
2098,289.1664691801831,291.1816164660747,ssp245
2099,289.00983031449607,290.99692002229904,ssp245
2100,289.1533835552473,291.06882299925127,ssp245
2015,286.96443789350036,288.48888328679755,ssp585
2016,287.0882200823305,288.5602991771095,ssp585
2017,287.24037366040073,288.76122208476767,ssp585
2018,287.2350684200002,288.64084372148056,ssp585
2019,287.14883988443864,288.55611255791894,ssp585
2020,287.1522759274889,288.605757805655,ssp585
2021,287.2867464829247,288.86846489244823,ssp585
2022,287.3197417500148,288.6693791237999,ssp585
2023,287.1200435694978,288.47877361120203,ssp585
2024,287.1957881241216,288.76865393878734,ssp585
2025,287.3724371549827,289.04349974994307,ssp585
2026,287.27024539885207,289.1404801911447,ssp585
2027,287.39857093164386,288.8572443824304,ssp585
2028,287.33992652920733,288.8303701614496,ssp585
2029,287.1841197542652,288.9444281779167,ssp585
2030,287.52524191880184,289.2537731547403,ssp585
2031,287.6111054359752,289.2473325027074,ssp585
2032,287.5265191061952,289.07232290398434,ssp585
2033,287.5682173403259,289.14985414304346,ssp585
2034,287.48654710528314,289.0773688015787,ssp585
2035,287.5972874993326,289.25040560920775,ssp585
2036,287.7665233287047,289.4185512232176,ssp585
2037,287.54392792457594,289.2878293527544,ssp585
2038,287.74823065854,289.2590237212028,ssp585
2039,287.84030014641525,289.40618364390787,ssp585
2040,287.7407838678706,289.5416543213415,ssp585
2041,287.6883951551329,289.35796913652484,ssp585
2042,287.92409248903687,289.6175479836676,ssp585
2043,287.9996840872997,289.60952008120125,ssp585
2044,287.95250452074276,289.59385421733305,ssp585
2045,288.0452515418851,289.6719306417301,ssp585
2046,287.86804458709764,289.64733565520856,ssp585
2047,288.1630579796362,289.7463574051067,ssp585
2048,287.9839236512327,289.84384161181777,ssp585
2049,288.1849232475796,289.9587375168536,ssp585
2050,288.0576631430356,289.92017356606823,ssp585
2051,288.3201727250983,289.9116345725278,ssp585
2052,288.0799853137281,289.89305829353015,ssp585
2053,288.16231918694706,289.94083821023673,ssp585
2054,288.3347399114808,290.00378252668935,ssp585
2055,288.3221483662974,289.97115773589127,ssp585
2056,288.4857162656471,290.1917272044975,ssp585
2057,288.556927133137,290.1415397137325,ssp585
2058,288.7483184262359,290.3318377947959,ssp585
2059,288.7294660751903,290.62244675750384,ssp585
2060,288.65129268966115,290.4053860218392,ssp585
2061,288.66955488498854,290.4181870068848,ssp585
2062,288.78090581690464,290.5770574701584,ssp585
2063,288.910594340785,290.6558768024504,ssp585
2064,288.7370714667956,290.4414251905709,ssp585
2065,288.9224466848518,290.691335509245,ssp585
2066,289.09347278221315,290.9896711287116,ssp585
2067,289.2653855195503,291.0802883842429,ssp585
2068,289.11741176935266,291.2004484819425,ssp585
2069,289.2369996304188,291.14141874284167,ssp585
2070,289.21887282136055,290.88501900692586,ssp585
2071,289.53578862896245,291.0669195249348,ssp585
2072,289.519178032092,291.19545340960593,ssp585
2073,289.45153388537915,291.14079219882063,ssp585
2074,289.5697729312287,291.27903396633036,ssp585
2075,289.63591943420926,291.44347764806605,ssp585
2076,289.5229640347073,291.30636489229397,ssp585
2077,289.77448198464725,291.69607010144665,ssp585
2078,289.6994434671179,291.6260302989007,ssp585
2079,289.84945668373734,291.7643208771866,ssp585
2080,289.76008168771284,291.7481351700717,ssp585
2081,289.9379302880812,292.0092082397627,ssp585
2082,290.0217604941577,292.2324681757123,ssp585
2083,289.9162861281889,292.3991044940495,ssp585
2084,290.121170934033,292.39529817204976,ssp585
2085,290.1079920097282,292.76578611002674,ssp585
2086,290.305315816144,292.6504049124292,ssp585
2087,290.3932550696156,292.75374527907053,ssp585
2088,290.48109051102415,292.916599718606,ssp585
2089,290.30576794986706,292.7680721920655,ssp585
2090,290.6204701063426,293.13884793707615,ssp585
2091,290.6606740350247,293.21474434792856,ssp585
2092,290.5821759744564,293.2194728667947,ssp585
2093,290.7696157215946,293.41171409179606,ssp585
2094,290.88669734639444,293.64936539871434,ssp585
2095,290.8597571326982,293.5374445458543,ssp585
2096,290.907441711868,293.5422884480728,ssp585
2097,290.8988212556547,293.74664991356843,ssp585
2098,291.0244039089334,293.88153627424373,ssp585
2099,291.10082354857246,294.1009807449354,ssp585
2100,291.02246897700337,293.94726427980163,ssp585
