year,member,tas_global,tas_ais,scenario
1850,r1i1p1f1,285.76583161127655,236.6052651651436,historical
1851,r1i1p1f1,285.9470046137094,235.2897181674483,historical
1852,r1i1p1f1,285.9319236102204,235.53768600633987,historical
1853,r1i1p1f1,286.0106457799058,235.3849504337031,historical
1854,r1i1p1f1,286.1059200597358,237.19823131157844,historical
1855,r1i1p1f1,286.01637579017626,236.4554692464379,historical
1856,r1i1p1f1,286.1379166742742,236.62075078231445,historical
1857,r1i1p1f1,286.097305958405,235.69488544860968,historical
1858,r1i1p1f1,286.0362107112513,235.9149783050114,historical
1859,r1i1p1f1,286.1548066420327,236.56864215319447,historical
1860,r1i1p1f1,285.98390970995143,236.01050379519518,historical
1861,r1i1p1f1,286.1669226155752,235.96049350915558,historical
1862,r1i1p1f1,285.7715175924622,235.63934191384104,historical
1863,r1i1p1f1,285.90179632100353,235.65027432979358,historical
1864,r1i1p1f1,285.994874791066,235.88771937001283,historical
1865,r1i1p1f1,286.1121023557254,236.12781441728433,historical
1866,r1i1p1f1,286.24252043929937,237.18547632366472,historical
1867,r1i1p1f1,286.0961877581993,236.56207680538617,historical
1868,r1i1p1f1,285.9504729611838,235.5465761608912,historical
1869,r1i1p1f1,285.90039499644064,235.00835763750837,historical
1870,r1i1p1f1,286.02694697440825,235.48779823246488,historical
1871,r1i1p1f1,286.11235657080715,236.28224986743032,historical
1872,r1i1p1f1,286.217769273562,236.06354528702443,historical
1873,r1i1p1f1,286.22226146648603,236.78705068445,historical
1874,r1i1p1f1,286.1317556347541,236.75315672194483,historical
1875,r1i1p1f1,286.0390694081691,235.88941676948158,historical
1876,r1i1p1f1,286.151993730878,235.90029424085424,historical
1877,r1i1p1f1,286.16638388969415,236.1587443256716,historical
1878,r1i1p1f1,286.0569528805373,237.31696313758164,historical
1879,r1i1p1f1,285.984529698391,235.3903114570495,historical
1880,r1i1p1f1,286.0615777550095,235.77890034995545,historical
1881,r1i1p1f1,285.9695358121661,236.09944491676583,historical
1882,r1i1p1f1,285.8149969190817,235.17999387766778,historical
1883,r1i1p1f1,285.72548923869823,235.18958428384815,historical
1884,r1i1p1f1,285.5717880095839,235.16508287314312,historical
1885,r1i1p1f1,285.6530753733295,235.2721404320424,historical
1886,r1i1p1f1,285.7931530741501,235.56580597097118,historical
