year,member,tas_global,tas_ais,scenario
2015,r1i1p1f1,288.2828941805841,238.96641961450254,ssp126
2016,r1i1p1f1,288.3837175491117,239.2734599412515,ssp126
2017,r1i1p1f1,288.388706687109,239.5802336317712,ssp126
2018,r1i1p1f1,288.6048270800056,239.57765245658254,ssp126
2019,r1i1p1f1,288.4362447816061,239.07407480795862,ssp126
2020,r1i1p1f1,288.3736994839768,239.72793444671981,ssp126
2021,r1i1p1f1,288.500081819936,238.99764572807536,ssp126
2022,r1i1p1f1,288.606714536339,239.3915949149736,ssp126
2023,r1i1p1f1,288.469293170993,239.7435703036272,ssp126
2024,r1i1p1f1,288.65976537221985,239.80047114411553,ssp126
2025,r1i1p1f1,288.7342363560867,240.36335879928868,ssp126
2026,r1i1p1f1,288.4805077218197,239.44323661341727,ssp126
2027,r1i1p1f1,288.54249493387596,239.6639971411192,ssp126
2028,r1i1p1f1,288.5751367249249,240.55528757264193,ssp126
2029,r1i1p1f1,288.60557437940827,239.71387349442023,ssp126
2030,r1i1p1f1,288.7591876687675,240.60523673681118,ssp126
2031,r1i1p1f1,288.5619360371698,240.6228720810561,ssp126
2032,r1i1p1f1,288.68521404891277,239.82335926045576,ssp126
2033,r1i1p1f1,288.8442824878134,240.78637870728443,ssp126
2034,r1i1p1f1,288.9970916341999,240.63106536259477,ssp126
2035,r1i1p1f1,288.97704267031327,240.49821626436383,ssp126
2036,r1i1p1f1,289.0596896865945,239.86902428474153,ssp126
2037,r1i1p1f1,288.92910636254567,240.20758382303245,ssp126
2038,r1i1p1f1,289.09088660178094,240.5346295916598,ssp126
2039,r1i1p1f1,289.0656925210094,240.81690836887302,ssp126
2040,r1i1p1f1,289.1447901004891,240.63833541913306,ssp126
2041,r1i1p1f1,289.1927061847169,240.68661435187303,ssp126
2042,r1i1p1f1,289.0353199912351,239.60738244805572,ssp126
2043,r1i1p1f1,289.02032864908347,239.74930279797942,ssp126
2044,r1i1p1f1,289.19638028187035,240.2848632288389,ssp126
2045,r1i1p1f1,289.0209965474437,240.81517214140786,ssp126
