year,tas_sh,tas_nh,scenario
1850,286.7860812149058,287.2902364772724,historical
1851,286.8719007186934,287.24359528194344,historical
1852,286.84741405854845,287.27461628096063,historical
1853,286.8695317218978,287.2927953579183,historical
1854,286.89535952167614,287.3264081473841,historical
1855,286.91051031530554,287.731362049754,historical
1856,286.59141885447644,287.36406895128596,historical
1857,286.5854123768945,287.23041334388694,historical
1858,286.62018733783395,287.1921208159122,historical
1859,286.88583348479744,287.461175738773,historical
1860,286.99835766690757,287.43401017608767,historical
1861,286.67774799648396,287.1184105377609,historical
1862,286.7183372806621,286.96283221939603,historical
1863,286.70596666504235,287.07550748186117,historical
1864,286.82197323139314,287.2334647540582,historical
1865,286.71493660839843,287.1520415196374,historical
1866,286.5150207196524,287.131999897542,historical
1867,286.7879498878295,287.17050216264056,historical
1868,286.88712066989564,287.20709957108096,historical
1869,286.9683566591934,287.30096907594725,historical
1870,287.01749524708015,287.4132768369323,historical
1871,286.86335857782007,287.32114687470306,historical
1872,286.94045883882853,287.3122300389409,historical
1873,287.0017415303481,287.41554908455754,historical
1874,286.89645426428416,287.3032085212097,historical
1875,286.7247983914101,287.1523092145978,historical
1876,286.8692467269602,287.2139364762298,historical
1877,287.01315901185035,287.187411619425,historical
1878,286.98292204594406,287.3626385464956,historical
1879,286.80477853219617,287.49313552395756,historical
1880,286.62587556879777,287.3044835136117,historical
1881,286.7688765476042,287.2148607711534,historical
1882,286.994230684543,287.4267689324943,historical
1883,286.82524352081776,287.48847439556715,historical
1884,286.47656211472304,286.6965085189436,historical
1885,286.70234374295717,286.8164305734957,historical
1886,286.8417494049142,287.10418360653927,historical
1887,286.7395212604762,287.0409486903668,historical
1888,286.80956839059,287.1373411266304,historical
1889,286.90625593495423,287.3191979872675,historical
1890,286.95048229683186,287.4620261163069,historical
1891,286.83897145132426,287.13129093186745,historical
1892,286.86285238801605,287.03137268187226,historical
1893,286.89440422223385,287.14115693001366,historical
1894,286.8802795346561,287.14129902740615,historical
1895,286.8878527869092,287.20045654509556,historical
1896,286.9742721267356,287.1350163146956,historical
1897,287.0156723884406,287.2590470086527,historical
1898,286.8659242170874,287.35970720244455,historical
1899,286.9941788362064,287.28723959605134,historical
1900,286.9978593874001,287.433860468395,historical
1901,286.8599235243888,287.29286374030875,historical
1902,286.6865789450973,287.01630052896206,historical
1903,286.64193319175155,286.6651016513781,historical
1904,286.8307362609767,286.7204650161815,historical
1905,286.9447137294266,287.0250654609308,historical
1906,286.89872571692257,287.11274915415913,historical
1907,286.8784410925139,287.1443227648261,historical
1908,286.8236210632928,287.02795668742493,historical
1909,286.8463968015893,287.1166824684933,historical
1910,286.90050355238594,287.0542566915734,historical
1911,286.77302236864904,287.08803541320003,historical
1912,286.8483661658511,286.92244787540636,historical
1913,287.0292183753382,287.03216767455075,historical
1914,286.9275741671035,287.06342819881195,historical
1915,286.8763064697087,287.17917697195537,historical
1916,287.0702843612162,287.1295947434887,historical
1917,287.01534590028996,287.2483125318302,historical
1918,287.11716559398917,287.24317646383605,historical
1919,286.9209781047329,287.34604653986173,historical
1920,286.9067252246627,287.15779400818053,historical
1921,286.9529276025473,287.26942385730945,historical
1922,287.1014755131438,287.3651049386807,historical
