year,tas_global,tas_ais,scenario,member
1,287.09565198712284,238.7129489768579,1pctCO2,r1i1p1f1
2,287.0614974571154,239.24893761516344,1pctCO2,r1i1p1f1
3,287.08968772190747,238.33419154332958,1pctCO2,r1i1p1f1
4,287.1124910803274,238.41536794032257,1pctCO2,r1i1p1f1
5,287.20765542337466,237.96211257743704,1pctCO2,r1i1p1f1
6,287.17563801911575,238.2252754229904,1pctCO2,r1i1p1f1
7,287.27387708202724,237.5693625703502,1pctCO2,r1i1p1f1
8,287.27068795734573,238.64466285059265,1pctCO2,r1i1p1f1
9,287.2621416248655,238.75487347257794,1pctCO2,r1i1p1f1
10,287.31559407695363,238.89392378988117,1pctCO2,r1i1p1f1
11,287.3010849641046,238.1968911629422,1pctCO2,r1i1p1f1
12,287.3050564027437,238.21497451414268,1pctCO2,r1i1p1f1
13,287.3126777435603,238.52671350093985,1pctCO2,r1i1p1f1
14,287.2860002345066,238.03970182572073,1pctCO2,r1i1p1f1
15,287.1974292889143,237.77396348646658,1pctCO2,r1i1p1f1
16,287.2446741321175,238.01152342430305,1pctCO2,r1i1p1f1
17,287.38614097480234,238.64229612771058,1pctCO2,r1i1p1f1
18,287.4577346010983,238.94895177911596,1pctCO2,r1i1p1f1
19,287.514347170998,238.85938000906486,1pctCO2,r1i1p1f1
20,287.40172171861946,238.53719791271115,1pctCO2,r1i1p1f1
21,287.4875454162801,238.7841009251008,1pctCO2,r1i1p1f1
22,287.4593621946038,239.39864838087723,1pctCO2,r1i1p1f1
23,287.32345503408635,237.81119424003217,1pctCO2,r1i1p1f1
24,287.41835368345386,239.03495256441792,1pctCO2,r1i1p1f1
25,287.452519039305,238.26738344933486,1pctCO2,r1i1p1f1
26,287.7309902050676,239.94644196893165,1pctCO2,r1i1p1f1
27,287.77269255350444,238.7543192259315,1pctCO2,r1i1p1f1
28,287.67830540700726,238.75621785159,1pctCO2,r1i1p1f1
29,287.6402293848448,238.89095368033477,1pctCO2,r1i1p1f1
30,287.78959086060695,239.53703385658713,1pctCO2,r1i1p1f1
31,287.78705575343673,239.54525264871256,1pctCO2,r1i1p1f1
32,287.7878448469734,239.2240838822859,1pctCO2,r1i1p1f1
33,287.75043084978705,238.6753749679873,1pctCO2,r1i1p1f1
34,287.6838076771458,239.2321865491827,1pctCO2,r1i1p1f1
35,287.8207128028058,238.9915383757889,1pctCO2,r1i1p1f1
36,287.7788825718124,238.7474939399901,1pctCO2,r1i1p1f1
37,287.7560341357653,239.08274742702966,1pctCO2,r1i1p1f1
38,287.8871784561492,239.10376221494505,1pctCO2,r1i1p1f1
39,287.85965874465745,239.1147282188776,1pctCO2,r1i1p1f1
40,287.75900031688155,239.13644876425275,1pctCO2,r1i1p1f1
