year,tas_sh,tas_nh,scenario
1850,285.89252196289135,287.34689191967016,historical
1851,285.82361376075227,287.27159690252864,historical
1852,285.8429675800252,287.33906213814373,historical
1853,285.89632480633827,287.2143942747576,historical
1854,285.7443094795684,287.3233047193099,historical
1855,286.01156159648156,287.35036118031167,historical
1856,286.040913717409,287.4057164924231,historical
1857,285.84143540444745,287.3167798038159,historical
1858,285.7286376732067,287.26060270778436,historical
1859,285.880969679223,287.45035043460666,historical
1860,285.71812001463996,287.39457850942193,historical
1861,285.7023367845684,287.18176717775594,historical
1862,285.6367768432351,287.2424288962767,historical
1863,285.75231589300955,287.43416906139186,historical
1864,285.7449346138944,287.3500341498906,historical
1865,285.6739724406154,287.30562819115727,historical
1866,285.76950552256005,287.22320336612,historical
1867,285.66762697189375,287.33620383264537,historical
1868,285.79590883333526,287.3559375948347,historical
1869,285.7928942784289,287.34155526491696,historical
1870,285.8691496985754,287.2022297700924,historical
1871,285.8510996762493,287.25566163557414,historical
1872,285.67578080339206,287.2892773026008,historical
1873,285.70449432205396,287.0401429812359,historical
1874,285.7986625827952,287.0835368545698,historical
1875,285.76836229239564,287.1318503038449,historical
1876,285.7690471882262,287.1285020016184,historical
1877,285.8668080330115,287.15798100811855,historical
1878,285.975868256015,287.2139301597814,historical
1879,286.03394064109966,287.3047002599848,historical
1880,285.8298669324587,287.25059934533834,historical
1881,285.7641303979106,287.1254933967341,historical
1882,285.7985054614304,287.05573316631694,historical
1883,285.83073070494174,287.04138065405965,historical
1884,285.56339187832293,286.5932344596424,historical
1885,285.4785461045137,286.7935335412942,historical
1886,285.63050345427,286.92518494329846,historical
1887,285.5927032342814,287.00102180566813,historical
1888,285.5751661196889,287.0413999677536,historical
1889,285.67768420806516,287.233966366083,historical
1890,285.84711077564623,287.2237291355388,historical
1891,285.98565713409477,287.16143708530876,historical
1892,285.9938012632158,287.1095381453468,historical
1893,285.98645642939283,287.25802597818387,historical
1894,285.9059718229448,287.21507973381176,historical
1895,285.7889309392351,287.31025435175746,historical
1896,285.8376811871194,287.1991462064392,historical
1897,285.82047677851864,287.1726330652924,historical
1898,285.81600164657317,287.0990074358086,historical
1899,285.8773496929671,287.1336984601952,historical
1900,285.8797890684461,287.1730486214982,historical
1901,286.0079125773032,287.2916655406789,historical
1902,286.0006425595895,287.2814714000798,historical
1903,286.19064499495664,286.95530035167826,historical
1904,286.2503500334212,287.1857080516273,historical
1905,285.97915376755503,287.2292141241665,historical
1906,285.99705191591056,287.0783868336139,historical
1907,285.9482101865468,287.11827784173727,historical
1908,286.1172335646376,287.20840433202125,historical
1909,285.98734841666095,287.30075489100966,historical
1910,285.92144121887515,287.34535007616097,historical
1911,286.1913245327076,287.50811711888014,historical
1912,286.03699596253136,287.1608018492976,historical
1913,285.96189834663596,287.0411819251682,historical
1914,285.9662516116815,287.2391535844648,historical
1915,286.2752488072199,287.3087010721937,historical
1916,286.0399143532993,287.30285291745304,historical
1917,286.22049004087086,287.30724216820937,historical
1918,286.15731413154776,287.39909106851616,historical
