year,tas_sh,tas_nh,scenario
1850,286.76701725584115,287.6731137489762,historical
1851,286.74870643634085,287.803240062973,historical
1852,286.6163535762468,287.6670063549906,historical
1853,286.7027691140797,288.14441390084687,historical
1854,286.70755955619916,288.0442062274833,historical
1855,286.7194062860425,288.0344103038646,historical
1856,286.7725495216778,288.16286999695023,historical
1857,286.754241522113,288.2320113677598,historical
1858,286.68562149442084,288.2020092155975,historical
1859,286.66070793517105,288.06761655837005,historical
1860,286.72682696516335,287.92225426054154,historical
1861,286.6805238446316,287.975623391773,historical
1862,286.6727334882942,288.01755864383887,historical
1863,286.4416838934262,287.8756838347404,historical
1864,286.37772449597634,287.76356182370915,historical
1865,286.41649003861033,287.8475530044554,historical
1866,286.31123913758694,287.72365673476145,historical
1867,286.43228548628707,287.96333532532356,historical
1868,286.5546695050372,288.0055136369718,historical
1869,286.6767613170498,288.3152934176874,historical
1870,286.75604666177406,288.08176754282533,historical
1871,286.5130390827214,288.08383631688116,historical
1872,286.557422405607,288.1225200205023,historical
1873,286.47635465547904,288.19894127554187,historical
1874,286.5101085570388,288.12969859526606,historical
1875,286.4248392902833,288.1042099718286,historical
1876,286.3632914910714,287.9843680980998,historical
1877,286.426107244479,287.9339603554,historical
1878,286.5022641933638,288.0326385843497,historical
1879,286.463910636953,287.9842602271142,historical
1880,286.49830705829817,287.80178138999696,historical
1881,286.509647394391,288.00037825981417,historical
1882,286.4698397777764,287.998112319761,historical
1883,286.2157995737254,287.78813994912116,historical
1884,286.1532721935096,287.36682606715055,historical
1885,286.2727692787138,287.79098273037926,historical
1886,286.3856833167457,287.7801521096476,historical
1887,286.2319685299008,287.6312931754803,historical
1888,286.14960519085906,287.7194049058073,historical
1889,286.2281188220364,287.7615121697025,historical
1890,286.28949965479126,287.5779466113005,historical
1891,286.4148621660136,287.5060226802594,historical
1892,286.4415666057069,287.7784373915732,historical
1893,286.5198272408713,288.0520956266824,historical
1894,286.61188204763636,288.19964204036836,historical
1895,286.3298101290521,287.86420916231134,historical
1896,286.22586242100584,287.6948184194515,historical
1897,286.2994249861376,287.9030891709691,historical
1898,286.32774650573634,287.92681616345385,historical
1899,286.42366436216986,288.13051424411515,historical
1900,286.6238304407483,288.05701739078324,historical
1901,286.6486792666139,288.2458455912148,historical
1902,286.5011399626589,288.17534825782224,historical
1903,286.37092578133115,287.63986096177194,historical
1904,286.28381249701806,287.78878130612765,historical
1905,286.2854930073247,287.75467278611256,historical
1906,286.28844217368766,287.9146690641128,historical
1907,286.43624246732384,287.9038478281421,historical
1908,286.42005377070683,287.85317432751964,historical
1909,286.54177972873555,288.2977385329846,historical
1910,286.6946150897387,288.2798468607617,historical
1911,286.39576250303065,288.1446688091191,historical
1912,286.3244457586151,287.97433808542394,historical
1913,286.2800072822462,287.81605137790064,historical
1914,286.42075399588015,287.89795169218485,historical
1915,286.3690882270525,288.021043219517,historical
1916,286.50126143289646,288.3162913266619,historical
1917,286.546632750426,288.2130504944077,historical
1918,286.5442289754423,288.1497666239699,historical
1919,286.44849420259214,288.2701017405033,historical
1920,286.5586364529279,288.18119348695416,historical
1921,286.7646360610007,288.40095102488755,historical
1922,286.6692894371425,288.47760432309275,historical
1923,286.5194607348468,288.16760190050235,historical
1924,286.38648721060366,288.0479632866068,historical
