year,member,tas_global,tas_ais,scenario
1850,r1i1p1f2,285.57213197075856,238.54573912835357,historical
1851,r1i1p1f2,285.50488230063706,239.45575517921978,historical
1852,r1i1p1f2,285.54050262853184,239.5204984168111,historical
1853,r1i1p1f2,285.58241492951544,238.69570857682425,historical
1854,r1i1p1f2,285.5703746870365,239.55336281693332,historical
1855,r1i1p1f2,285.65055188050326,239.54941266250907,historical
1856,r1i1p1f2,285.53036281352814,238.59227289341433,historical
1857,r1i1p1f2,285.51716461916374,238.69721502616068,historical
1858,r1i1p1f2,285.4443997697021,239.13339690077046,historical
1859,r1i1p1f2,285.52994348664447,239.2895775517559,historical
1860,r1i1p1f2,285.5417437306754,239.2339601030581,historical
1861,r1i1p1f2,285.345989442772,239.07256780454182,historical
1862,r1i1p1f2,285.4492523926328,239.64271433645277,historical
1863,r1i1p1f2,285.44256698375403,238.57292097160973,historical
1864,r1i1p1f2,285.41149414194996,239.22519646122,historical
1865,r1i1p1f2,285.4682081142096,238.94389495263155,historical
1866,r1i1p1f2,285.48782286457396,238.86457028616937,historical
1867,r1i1p1f2,285.3813919954851,238.54163354132666,historical
1868,r1i1p1f2,285.42256574384527,239.17185414524735,historical
1869,r1i1p1f2,285.4652536263742,238.7409190115971,historical
1870,r1i1p1f2,285.48171031225064,238.1819481663298,historical
1871,r1i1p1f2,285.48147928415347,238.83449914875422,historical
1872,r1i1p1f2,285.4145866760153,239.1309345359935,historical
1873,r1i1p1f2,285.45745804440196,238.80158405449114,historical
1874,r1i1p1f2,285.45521489149684,239.3225464148905,historical
1875,r1i1p1f2,285.5726472733803,239.06171101117826,historical
1876,r1i1p1f2,285.47141334956666,238.40635865968713,historical
1877,r1i1p1f2,285.4830743230481,238.41346600698859,historical
1878,r1i1p1f2,285.4705622756746,238.85247495838465,historical
1879,r1i1p1f2,285.5023179748291,239.24627082074068,historical
1880,r1i1p1f2,285.63522615860546,240.23734429521286,historical
1881,r1i1p1f2,285.43539013543756,238.77755815219035,historical
1882,r1i1p1f2,285.6167347781427,239.12005251171854,historical
1883,r1i1p1f2,285.6110875153821,238.4882570669628,historical
1884,r1i1p1f2,285.38294453324374,239.3579927377396,historical
1885,r1i1p1f2,285.34135487406235,238.63143942093984,historical
1886,r1i1p1f2,285.57330125873096,238.85651775046261,historical
1887,r1i1p1f2,285.6455875412429,239.22243431605258,historical
1888,r1i1p1f2,285.7797194199878,239.62658573515333,historical
1889,r1i1p1f2,285.6416838164127,239.85429006154442,historical
1890,r1i1p1f2,285.58219107848976,239.40040956326143,historical
1891,r1i1p1f2,285.55630342519885,238.80503204896894,historical
1892,r1i1p1f2,285.61819138733284,239.5052836714461,historical
1893,r1i1p1f2,285.65350808172917,238.77542658801875,historical
1894,r1i1p1f2,285.5910883306642,239.2690521449793,historical
