year,ohc,scenario
1,0.02501637671295911,1pctCO2
2,0.02218265054772978,1pctCO2
3,0.021374192476680834,1pctCO2
4,0.02354138528239237,1pctCO2
5,0.02579164804559048,1pctCO2
6,0.028021759345923384,1pctCO2
7,0.025673317608155617,1pctCO2
8,0.02243044880052952,1pctCO2
9,0.024104603334036592,1pctCO2
10,0.02639904329935982,1pctCO2
11,0.02612897250546168,1pctCO2
12,0.02758673164636305,1pctCO2
13,0.029437449696945818,1pctCO2
14,0.0294696181604307,1pctCO2
15,0.02935804685909454,1pctCO2
16,0.03002400044096659,1pctCO2
17,0.028708752244710922,1pctCO2
18,0.028528550032475224,1pctCO2
19,0.029357034417047893,1pctCO2
20,0.030881036139310224,1pctCO2
21,0.03262852962090545,1pctCO2
22,0.0330364062463584,1pctCO2
23,0.033518672663055055,1pctCO2
24,0.036046774420019696,1pctCO2
25,0.03873244745478238,1pctCO2
26,0.04001584757272511,1pctCO2
27,0.04025774693039998,1pctCO2
28,0.04207357039598569,1pctCO2
29,0.04348928766095475,1pctCO2
30,0.04381045083681198,1pctCO2
31,0.0430182864200579,1pctCO2
32,0.04134186877779765,1pctCO2
33,0.04122350232241905,1pctCO2
34,0.04237301839541083,1pctCO2
35,0.04549185490771516,1pctCO2
36,0.048590028816706515,1pctCO2
37,0.05151187332525645,1pctCO2
38,0.0539361590391969,1pctCO2
39,0.054227691827571554,1pctCO2
40,0.05400012134485049,1pctCO2
41,0.05393448882315257,1pctCO2
42,0.05469011724607585,1pctCO2
43,0.05736371029729712,1pctCO2
44,0.05835637692106913,1pctCO2
45,0.06124718459705784,1pctCO2
46,0.06186502044127412,1pctCO2
47,0.06184621567595495,1pctCO2
48,0.06462741607468422,1pctCO2
49,0.0650541045281985,1pctCO2
50,0.06504364690347894,1pctCO2
51,0.06876644073692087,1pctCO2
52,0.07177652016486206,1pctCO2
53,0.07122415018408265,1pctCO2
54,0.07057190911002355,1pctCO2
55,0.07326160346808498,1pctCO2
56,0.07581804266122923,1pctCO2
57,0.07683578233604561,1pctCO2
58,0.07795653916793327,1pctCO2
59,0.07955564707517623,1pctCO2
60,0.08106380082564811,1pctCO2
61,0.08501971096616902,1pctCO2
62,0.08384464658694725,1pctCO2
63,0.08394168535732244,1pctCO2
64,0.08435536343349169,1pctCO2
65,0.08953882896736877,1pctCO2
66,0.0937432081527906,1pctCO2
67,0.09473503723944703,1pctCO2
68,0.09486456586890024,1pctCO2
69,0.09491042198791896,1pctCO2
70,0.09628022562151085,1pctCO2
71,0.10203175732534225,1pctCO2
72,0.10613240293444019,1pctCO2
