year,tas_global,tas_ais,scenario,member
1,287.1080835602894,241.268573279186,1pctCO2,r1i1p1f3
2,287.1728591511517,241.54819545288714,1pctCO2,r1i1p1f3
3,287.16455566992823,241.6203086161794,1pctCO2,r1i1p1f3
4,287.2127024378749,241.25631102560732,1pctCO2,r1i1p1f3
5,287.0370118918761,241.50009262705603,1pctCO2,r1i1p1f3
6,287.18891043763875,241.40172330764298,1pctCO2,r1i1p1f3
7,287.2938820884586,241.14821740148642,1pctCO2,r1i1p1f3
8,287.21010335268113,241.20970368023467,1pctCO2,r1i1p1f3
9,287.2357149640694,241.30336541255969,1pctCO2,r1i1p1f3
10,287.29656265862593,241.3476412684136,1pctCO2,r1i1p1f3
11,287.34416692248084,241.2726366775967,1pctCO2,r1i1p1f3
12,287.2460239698865,241.42429462520008,1pctCO2,r1i1p1f3
13,287.4026580684324,241.79373975333598,1pctCO2,r1i1p1f3
14,287.3399684540476,241.14648343466794,1pctCO2,r1i1p1f3
15,287.4766215244927,241.5851814019645,1pctCO2,r1i1p1f3
16,287.4057471345255,241.61228541652244,1pctCO2,r1i1p1f3
17,287.3627229059493,242.09631002207345,1pctCO2,r1i1p1f3
18,287.58169118784394,241.70250461757496,1pctCO2,r1i1p1f3
19,287.70806193692584,241.62449973433274,1pctCO2,r1i1p1f3
20,287.61324742743216,241.72872676448853,1pctCO2,r1i1p1f3
21,287.57026388655083,241.28654574038407,1pctCO2,r1i1p1f3
22,287.67498974086436,241.88671216712896,1pctCO2,r1i1p1f3
23,287.8404249551534,242.01935108077143,1pctCO2,r1i1p1f3
24,287.833033980399,242.13959790482065,1pctCO2,r1i1p1f3
25,287.7499789551362,241.76774194210222,1pctCO2,r1i1p1f3
26,287.8200932690109,241.89693054928756,1pctCO2,r1i1p1f3
27,287.9485995528786,241.7308852553113,1pctCO2,r1i1p1f3
28,287.9440875646248,241.82386457393736,1pctCO2,r1i1p1f3
29,288.0289574007394,242.9019085194013,1pctCO2,r1i1p1f3
30,288.01485214032806,242.40316271715042,1pctCO2,r1i1p1f3
31,287.96585805372905,242.5322316689618,1pctCO2,r1i1p1f3
32,287.94726848442093,242.04378888723187,1pctCO2,r1i1p1f3
33,288.0576927358335,242.2599882781301,1pctCO2,r1i1p1f3
34,287.99174706551327,242.27460404762695,1pctCO2,r1i1p1f3
35,288.15235265367676,242.5864844630078,1pctCO2,r1i1p1f3
36,288.3147281619714,242.47507571972366,1pctCO2,r1i1p1f3
37,288.0581353586823,242.369631560154,1pctCO2,r1i1p1f3
38,288.05243393709054,241.48615618474284,1pctCO2,r1i1p1f3
39,288.29408679946357,242.6611939977443,1pctCO2,r1i1p1f3
40,288.2916945666933,242.1366487439919,1pctCO2,r1i1p1f3
41,288.3035440838763,242.38854354869423,1pctCO2,r1i1p1f3
42,288.34841649724353,243.36177394348783,1pctCO2,r1i1p1f3
43,288.45695401241204,242.86449676377836,1pctCO2,r1i1p1f3
44,288.52068895554993,242.9739023520798,1pctCO2,r1i1p1f3
45,288.5669792734339,242.76737896245703,1pctCO2,r1i1p1f3
46,288.6399400065397,243.01191157767232,1pctCO2,r1i1p1f3
47,288.73906294918123,243.62249721033538,1pctCO2,r1i1p1f3
48,288.68771873582386,242.87556208024523,1pctCO2,r1i1p1f3
