year,tas_sh,tas_nh,scenario
1850,286.80908334602054,287.2262884586518,historical
1851,286.8357330702216,287.2171213668622,historical
1852,287.08406990321424,287.27196196493963,historical
1853,286.94163834649254,287.2197274248004,historical
1854,286.9044781718608,287.3939612692055,historical
1855,286.71662701502595,287.1265647500049,historical
1856,286.7400010198699,287.15239990902194,historical
1857,286.88312352874465,287.13770062269816,historical
1858,286.79933576126376,287.0542656299808,historical
1859,286.8294809468497,287.2462835292347,historical
1860,286.74807973269554,287.25342560764557,historical
1861,286.6313223346344,287.1393028981027,historical
1862,286.745794615269,286.99828796090804,historical
1863,286.66085773156146,286.9081409835291,historical
1864,286.7770405195496,286.9997183303452,historical
1865,286.6617895661324,286.9922182682544,historical
1866,286.7177617847611,286.9861543723504,historical
1867,286.75379020279394,287.1493461027239,historical
1868,286.534211229527,287.06892095071134,historical
1869,286.65230889849767,287.07833617337246,historical
1870,286.7670951675454,287.0860956588284,historical
1871,286.8086381231838,287.1525619338798,historical
1872,286.90203416680225,287.29456579949544,historical
1873,286.6737009124917,286.9712501257706,historical
1874,286.7948124759783,287.2375612024665,historical
1875,286.81976796822363,287.1263743073489,historical
1876,286.7630969174797,287.08220841134744,historical
1877,286.83446017807086,287.22282654916046,historical
1878,286.9022028886632,287.04752621814436,historical
1879,286.77814544358944,287.08405311309076,historical
1880,286.6777013372174,287.0783726729153,historical
1881,286.8360084545678,287.02184004971633,historical
1882,286.9565436450673,286.9985297741306,historical
1883,286.8761192412403,286.8908633385092,historical
1884,286.46060541542715,286.5812903861384,historical
1885,286.66491657518503,286.509735036359,historical
1886,286.5286576483744,286.65745869036243,historical
1887,286.6802404945442,286.8179796963828,historical
1888,286.7137618542518,286.8078568182892,historical
1889,286.7516166853393,286.85668680062594,historical
1890,286.8485808666216,286.8690250514799,historical
1891,286.84756434054447,286.8008913752126,historical
1892,286.56570632800845,286.7574183039009,historical
1893,286.6636226440696,287.0120147139414,historical
1894,286.8217839411985,286.9988808011467,historical
1895,286.8387312702657,287.0245602573713,historical
1896,286.9608555866671,286.98581007211595,historical
1897,286.9586118128235,287.1084864202338,historical
1898,286.961332018842,287.2160544212927,historical
1899,286.9024579411346,287.1485944451741,historical
1900,286.950414973459,287.10560363972763,historical
1901,286.8283651607225,287.12491912145987,historical
1902,286.96112333677314,287.0436042540693,historical
1903,286.8478812235097,286.7642641592588,historical
1904,286.8220305220332,286.7933652909226,historical
1905,286.8653062807237,286.8239034576738,historical
1906,286.9415858237592,286.91496893719807,historical
1907,286.756913721599,286.8234003086199,historical
1908,286.8533743664554,286.81126149025846,historical
1909,286.75003234977527,286.7676509312186,historical
1910,286.9407324598538,286.959959163595,historical
1911,286.8866407168153,286.95089659013934,historical
1912,286.79992142144584,286.54237851938353,historical
1913,286.81884706696934,286.44861490822416,historical
1914,286.7165226217299,286.2808812132772,historical
1915,286.8183349898707,286.559561438141,historical
1916,287.04850389944596,286.7416797200271,historical
1917,286.7211821234114,286.5210891481595,historical
1918,286.87503831343395,286.8230928460525,historical
1919,286.85415621790486,286.788748765387,historical
1920,286.8128034753386,286.7118800999935,historical
