year,ohc,scenario
1,-5.864724080856532,1pctCO2
2,-5.866313034214386,1pctCO2
3,-5.8665843545574035,1pctCO2
4,-5.864267324421504,1pctCO2
5,-5.862095162639879,1pctCO2
6,-5.860754726357656,1pctCO2
7,-5.861625407493277,1pctCO2
8,-5.863934485553062,1pctCO2
9,-5.8642507121987535,1pctCO2
10,-5.862924923308908,1pctCO2
11,-5.862001978207941,1pctCO2
12,-5.861139481688199,1pctCO2
13,-5.861308775862602,1pctCO2
14,-5.8624038291304075,1pctCO2
15,-5.862212273845934,1pctCO2
16,-5.861281686286404,1pctCO2
17,-5.85848932527516,1pctCO2
18,-5.856889298844011,1pctCO2
19,-5.856069564819336,1pctCO2
20,-5.854684500498315,1pctCO2
21,-5.852579325845797,1pctCO2
22,-5.852368340426929,1pctCO2
23,-5.853925565170915,1pctCO2
24,-5.8535696251751625,1pctCO2
25,-5.851880317844756,1pctCO2
26,-5.850946319266542,1pctCO2
27,-5.8493301718202355,1pctCO2
28,-5.849358421482452,1pctCO2
29,-5.850144949351272,1pctCO2
30,-5.848678375923471,1pctCO2
31,-5.845437497962011,1pctCO2
32,-5.8429647863727725,1pctCO2
33,-5.840998759335035,1pctCO2
34,-5.839652240439637,1pctCO2
35,-5.837876775819962,1pctCO2
36,-5.836466320246866,1pctCO2
37,-5.835356039543674,1pctCO2
38,-5.833877675827235,1pctCO2
39,-5.83339672088623,1pctCO2
40,-5.831851697947881,1pctCO2
41,-5.830170681052012,1pctCO2
42,-5.828312914338831,1pctCO2
43,-5.825589771793314,1pctCO2
44,-5.8256727911021615,1pctCO2
45,-5.824258705034648,1pctCO2
46,-5.821329499597419,1pctCO2
47,-5.818101001112429,1pctCO2
48,-5.8156221180746,1pctCO2
49,-5.81660778751112,1pctCO2
50,-5.814897994472556,1pctCO2
51,-5.811528651355064,1pctCO2
52,-5.808330175321396,1pctCO2
53,-5.805872056255602,1pctCO2
54,-5.805202531161374,1pctCO2
55,-5.805590860810998,1pctCO2
56,-5.803620257442945,1pctCO2
57,-5.798615497432343,1pctCO2
58,-5.794624158780869,1pctCO2
59,-5.792143269107767,1pctCO2
60,-5.7908779836680795,1pctCO2
61,-5.788960762546487,1pctCO2
62,-5.785313874074857,1pctCO2
63,-5.7826615660157925,1pctCO2
64,-5.7805495654066945,1pctCO2
65,-5.778996634809938,1pctCO2
66,-5.779873381575493,1pctCO2
67,-5.777814571171591,1pctCO2
68,-5.773511029596198,1pctCO2
69,-5.769105220167604,1pctCO2
70,-5.7657503728997215,1pctCO2
