year,tas_sh,tas_nh,scenario
1850,287.37034857252974,287.28552157184413,historical
1851,287.1280493014644,287.11069566935805,historical
1852,287.22091452689875,287.18546935737567,historical
1853,287.23846176255915,287.16276233807184,historical
1854,287.15755144259555,287.1359132618836,historical
1855,287.1286012189961,287.1125024691504,historical
1856,287.08735754607125,287.1113655532558,historical
1857,287.1327423733645,287.01494353728435,historical
1858,287.19650747644647,287.06290488457637,historical
1859,287.32361305260514,287.29471950383925,historical
1860,287.15854444731724,287.2019028028627,historical
1861,287.13878993784846,287.19979986873847,historical
1862,287.15240979435873,287.25242802550684,historical
1863,287.0689436713935,287.1239706528042,historical
1864,287.13789877937296,287.2962286294124,historical
1865,287.2334297742907,287.4065202642448,historical
1866,287.20753803360503,287.4553512131139,historical
1867,287.18241494579456,287.3995248897551,historical
1868,287.16598674248354,287.5020682019178,historical
1869,287.0443551994114,287.3679690296891,historical
1870,287.1214069797939,287.40201926804787,historical
1871,287.13306766790447,287.3638012908391,historical
1872,287.18890762517066,287.30184013656896,historical
1873,287.0981576127597,287.1976409242296,historical
1874,286.9297801575967,287.0657317508967,historical
1875,287.0499191501781,287.21200319315665,historical
1876,287.08674382526397,287.14265638361024,historical
1877,287.10194761955137,287.2042982393755,historical
1878,287.04847523615285,287.1833012876735,historical
1879,287.1134461849606,287.17989347018073,historical
1880,287.13625389900085,287.28870326583376,historical
1881,287.03627171611186,287.1362160450948,historical
1882,287.1167752142536,287.22842510116106,historical
1883,287.14828679638896,287.1645009533762,historical
1884,286.92627345327156,286.9944663790307,historical
1885,286.99841374196876,287.07963496325624,historical
1886,287.0580245225205,287.13874255574973,historical
1887,286.9559221282706,287.3237186059821,historical
1888,286.99759421003307,287.1956661367952,historical
1889,287.0869047700395,287.1708532586931,historical
1890,287.1018772839612,287.1745324397381,historical
1891,287.15605472053,287.22653536708356,historical
1892,287.17012481838435,287.24691978256425,historical
1893,287.14381525912376,287.30215348180883,historical
1894,287.1825007190059,287.38053461276877,historical
1895,287.121252581746,287.11107721930154,historical
1896,287.03089286843584,287.06070470223386,historical
1897,287.2376113770431,287.21291432605955,historical
1898,287.19166490927597,287.2287625271247,historical
1899,287.2244752472938,287.31644956751154,historical
1900,287.20946158755726,287.1430131154517,historical
1901,287.1633049649959,287.02167646508923,historical
1902,287.25264023167955,287.13746375328145,historical
1903,287.26937658325994,286.85040119564064,historical
1904,287.18597755454346,286.8087029571824,historical
1905,287.10718463838197,286.90521256429014,historical
1906,287.04984802520994,286.8812197856827,historical
1907,287.1597649607775,287.06145495129647,historical
1908,287.22918368960933,287.15527316695255,historical
1909,287.1639477405839,287.1795154570309,historical
1910,287.0799635002484,287.12449718413444,historical
1911,287.155058971961,287.3962623881891,historical
1912,287.1089243623596,287.2132927524162,historical
1913,287.0501422549684,286.95497518230803,historical
1914,286.9892600388688,287.09726123144225,historical
1915,287.3179934633023,287.36086555939625,historical
1916,287.20827763247195,287.3681559584036,historical
1917,287.18981173576515,287.42678878764366,historical
1918,287.3849897078501,287.5890726439595,historical
1919,287.22276481950286,287.49378114487325,historical
1920,287.1610146012972,287.28417790418104,historical
1921,287.321124977156,287.2900440608706,historical
1922,287.22917637488706,287.3906281519357,historical
1923,287.19053552619215,287.17414627325877,historical
1924,287.30558923902817,287.2884881636765,historical
1925,287.15527201581494,287.36166188673695,historical
1926,287.20183774902904,287.2918463908138,historical
1927,287.2951756584595,287.3898496221088,historical
1928,287.2755792835278,287.334412550568,historical
1929,287.1893416737221,287.3532423930488,historical
1930,287.33354580071585,287.3745367320558,historical
1931,287.25176874899245,287.41683194540656,historical
1932,287.1178632946246,287.2497628890901,historical
1933,287.19385610383176,287.3143893397628,historical
1934,287.2155520022081,287.3905826054563,historical
1935,287.24222679365755,287.4985809677666,historical
1936,287.3853910915718,287.52206572811644,historical
1937,287.32400548395935,287.3893860837047,historical
1938,287.320447511503,287.5462143882762,historical
1939,287.39101579692743,287.4500696692135,historical
1940,287.34627855080373,287.4825107975165,historical
1941,287.40076728636814,287.699930482224,historical
1942,287.4325724048621,287.58405497216495,historical
1943,287.33972171283983,287.4598327640214,historical
1944,287.4607436643765,287.6622748347742,historical
1945,287.3295034466002,287.57519342911485,historical
1946,287.3465311489949,287.5388591486113,historical
1947,287.4002638641111,287.62444260508823,historical
1948,287.3870927445688,287.618591945594,historical
1949,287.41835021636956,287.6251186613157,historical
1950,287.54646123392894,287.79186255269497,historical
1951,287.45122808444785,287.6136293973488,historical
1952,287.29516771983276,287.577568795447,historical
1953,287.39493190727114,287.5007690526225,historical
1954,287.49390981496174,287.6668521253668,historical
1955,287.37769262479077,287.558950557948,historical
1956,287.4782816263951,287.81487126764836,historical
1957,287.5085691694727,287.6624912182425,historical
1958,287.39944441605167,287.71865193234527,historical
1959,287.5425728645226,287.861153198656,historical
1960,287.4624929133023,287.7246131575136,historical
1961,287.4550582988513,287.68230346238516,historical
