year,tas_sh,tas_nh,scenario
1850,286.1708051578986,287.09963058569826,historical
1851,286.25598766177666,286.97967833479265,historical
1852,286.26123132642306,286.97844761471026,historical
1853,286.50799656461544,287.438795106508,historical
1854,286.29053182997404,287.38297547953647,historical
1855,286.1204310238008,287.26559240142905,historical
1856,286.13230245780255,287.1149932812025,historical
1857,286.22557154810517,287.1929434703199,historical
1858,286.17841085342314,287.2108906511196,historical
1859,286.17097252968836,287.32064147867936,historical
1860,286.3154959280809,287.18163104558124,historical
1861,286.38519051314773,287.31232534457723,historical
1862,286.08501710917574,287.22042018307343,historical
1863,286.0776535795874,287.28655536468494,historical
1864,286.30066390269127,287.4822203932988,historical
1865,286.2412553355684,287.4459480827219,historical
1866,286.08402963942837,287.2935028958189,historical
1867,286.1192264876786,287.351669087316,historical
1868,286.10351621570607,287.18712956887964,historical
1869,286.13441356283766,287.1969750222109,historical
1870,286.3069919221276,287.36063876459974,historical
1871,286.27661586178334,287.24628637513473,historical
1872,286.1870602889545,287.2432828726887,historical
1873,286.18361281648066,287.22383574613013,historical
1874,286.0674071411701,287.11527915371505,historical
1875,286.0271207046815,287.0104149858989,historical
1876,286.09099572741854,286.9730454094432,historical
1877,286.13953171246277,287.0823523785397,historical
1878,286.2246701312001,287.1012798343971,historical
1879,286.28344225753614,287.22555977745765,historical
1880,286.29462590291655,287.02273556451274,historical
1881,286.16690835862585,287.0620273251041,historical
1882,286.1263120133378,287.0626842420887,historical
1883,286.2366324933832,287.1094020857133,historical
1884,286.0908010140926,286.65281939449227,historical
1885,285.9960976804569,286.8536331457104,historical
1886,286.0859076075234,287.02052332962353,historical
1887,286.1809631752655,286.8870921393549,historical
1888,286.3374592864995,286.97192753139785,historical
1889,286.47332216129274,287.2283928523573,historical
1890,286.5688672811132,287.0818871579643,historical
1891,286.2772807345558,286.8948526715617,historical
1892,286.1451927808538,286.90954192496065,historical
1893,286.20491748211003,287.2504713856526,historical
1894,286.14248286758703,287.1046124877263,historical
1895,286.0978231660974,287.2567842982968,historical
1896,286.26135796876827,287.2206624143242,historical
1897,286.32846884826404,287.36546441474627,historical
1898,286.1168695087743,287.22010200797774,historical
1899,286.0906683962493,287.1186476768136,historical
1900,286.195275745774,287.02593007253705,historical
1901,286.28673974461924,287.1921208751162,historical
1902,286.2718931309166,287.1970810415728,historical
1903,286.1784448562354,286.7245756032427,historical
1904,286.2579279125082,287.03835302577966,historical
1905,286.300654223672,287.30749822596556,historical
1906,286.174958595417,287.20926192664035,historical
1907,286.16440732007396,287.13801072040866,historical
1908,286.11421997690445,287.0755753199618,historical
1909,286.091534020153,286.98166480659665,historical
1910,286.2376368983458,287.1406656389201,historical
1911,286.35404225992005,287.1541435885042,historical
1912,286.3545048107911,287.0108816137731,historical
1913,286.41454985019834,287.13390119764193,historical
1914,286.4952601314691,287.21759793847815,historical
1915,286.2629327716968,287.3009537812828,historical
1916,286.127190571514,287.1598377238679,historical
1917,285.98055293066733,287.09116766885,historical
1918,286.0012604869986,287.03361360619635,historical
1919,286.17245770751913,287.0806274783368,historical
1920,286.3293585896064,287.3057147370314,historical
1921,286.22937281727627,287.49735224546026,historical
1922,286.2702017219187,287.42625477717525,historical
1923,286.3442812638407,287.4034987841943,historical
1924,286.3429039137578,287.3576593645585,historical
1925,286.2022622156212,287.22519665281754,historical
1926,286.34900873058643,287.38121947365727,historical
1927,286.38868648352025,287.4945332556386,historical
1928,286.43995805521206,287.6808570622249,historical
1929,286.41916872994983,287.6044335480825,historical
1930,286.3176617732228,287.37319687284247,historical
1931,286.33929987031905,287.3640412887422,historical
1932,286.33148510203563,287.2121039564055,historical
1933,286.3500338856455,287.31615439642235,historical
1934,286.5240911736756,287.2827242152903,historical
1935,286.48671367554573,287.41719339344456,historical
1936,286.3717809938019,287.38491715421213,historical
1937,286.334511854825,287.4034685466021,historical
1938,286.42808559287613,287.429986855715,historical
1939,286.25729712293503,287.39784752629333,historical
1940,286.46551433911077,287.55217751221306,historical
1941,286.5091699934247,287.52199987311303,historical
1942,286.7221450935615,287.5626110240164,historical
1943,286.64620902317523,287.72817421545216,historical
1944,286.4314341532661,287.44824179668404,historical
1945,286.50862682410144,287.47869376992253,historical
1946,286.568392122324,287.7353662928979,historical
1947,286.47556160689254,287.71744149832665,historical
1948,286.28575254880985,287.47104141770114,historical
1949,286.30223454221976,287.4760378483968,historical
1950,286.43716363357873,287.481147229469,historical
1951,286.56815355969644,287.72553530902314,historical
1952,286.6013668014193,287.79863283926846,historical
1953,286.38406808922804,287.69621979060554,historical
1954,286.4193231586437,287.52464767415415,historical
1955,286.3085681990238,287.4191460649827,historical
1956,286.26296787228,287.3953483023464,historical
1957,286.2992102241043,287.4283123570619,historical
1958,286.2207718197382,287.4814360763435,historical
1959,286.42738282789037,287.4550145935869,historical
1960,286.55517256186005,287.6917010458048,historical
1961,286.6212112651918,287.77683755095353,historical
1962,286.34731555487684,287.53558158368367,historical
1963,286.21548102127446,287.30296756206894,historical
1964,286.1978728370958,287.2095393950472,historical
1965,286.3045519572346,287.3278533482971,historical
1966,286.4303485919772,287.4141001546549,historical
1967,286.4964986761881,287.5031295340778,historical
1968,286.46802767445496,287.5854833458794,historical
1969,286.5103775901797,287.3770964841622,historical
1970,286.39403841996807,287.3009077643312,historical
1971,286.46098977035734,287.2485591493237,historical
1972,286.50632137347975,287.2625722154755,historical
1973,286.5827474998125,287.50091086244447,historical
1974,286.5737725300699,287.5174770410423,historical
1975,286.4173725657152,287.25364725239154,historical
1976,286.35994541556136,287.13034363241724,historical
1977,286.43704723878443,287.34959141643606,historical
1978,286.4532261087987,287.4046575137667,historical
1979,286.53624705762394,287.59691861136616,historical
1980,286.7569107299899,287.7357511726062,historical
1981,286.71539429345455,287.65372701338583,historical
1982,286.66660839147204,287.5644157326491,historical
1983,286.60528160826584,287.4098451035472,historical
1984,286.8497347111625,287.6624485794335,historical
1985,286.7866553539084,287.8603701371876,historical
1986,286.6932565502938,287.849082823453,historical
1987,286.6439704011279,287.6687217158328,historical
1988,286.5620426406943,287.68638832790816,historical
1989,286.6506136899917,287.89913902675727,historical
1990,286.77850429694706,288.05802181864146,historical
1991,286.76884884998486,287.9780316809735,historical
1992,286.5449915955038,287.7363667018396,historical
1993,286.65876686875237,287.8873125445523,historical
1994,286.50630535905503,287.99506794041906,historical
1995,286.5426919796795,287.72497853164975,historical
1996,286.80314534426736,288.05327066199266,historical
1997,286.9765271427477,288.1543953611949,historical
1998,286.9055326423371,288.16165056824394,historical
1999,286.89047941501485,288.1497204210952,historical
2000,286.86167481883814,288.0991473667196,historical
2001,286.80822857771585,288.2064830918153,historical
2002,286.86030009138597,288.22764430505333,historical
2003,287.03100827867354,288.3440504247073,historical
2004,286.9410394894469,288.314490297222,historical
2005,286.79593013317924,288.23971173578667,historical
2006,286.8215758140122,288.24226829542476,historical
2007,286.92526618595105,288.3147891440898,historical
2008,286.9839084101658,288.5280199617425,historical
2009,286.8528208328694,288.3916946141012,historical
2010,286.8461820602748,288.4358832377679,historical
2011,286.949871357092,288.4782631914377,historical
2012,286.99617607689083,288.32158380330276,historical
2013,286.85742846814645,288.2973101878993,historical
2014,286.9391127993135,288.34271201856404,historical
2015,286.94325764547546,288.51658078465465,ssp245
2016,287.07830503431313,288.6318403453143,ssp245
2017,287.0974824126648,288.4651389855984,ssp245
2018,286.86953644931003,288.4626602998148,ssp245
2019,286.7840816948387,288.3249834022681,ssp245
2020,287.0962582204426,288.3327868333634,ssp245
2021,287.3909975342942,288.64570132488075,ssp245
2022,287.2320729685199,288.5214386542838,ssp245
2023,287.2229253252153,288.49271572912744,ssp245
2024,287.3595368733405,288.79381346748653,ssp245
2025,287.22136451359864,288.618303837524,ssp245
2026,287.16205809060654,288.6383782871226,ssp245
2027,287.2040117394274,288.6070396379462,ssp245
2028,287.30681904866645,288.8514872843156,ssp245
2029,287.3799548047919,288.7458034992072,ssp245
2030,287.3515514313064,288.93872693296254,ssp245
2031,287.41047793896644,289.15794507513925,ssp245
2032,287.22007321361946,288.7893109733082,ssp245
2033,287.2552471083082,288.8718764724366,ssp245
2034,287.295145420251,289.0070416054457,ssp245
2035,287.2662006136375,288.94707502546385,ssp245
2036,287.21827201797424,288.8209110351001,ssp245
2037,287.3090939450295,288.9468017371038,ssp245
2038,287.2956720019615,288.9723149694088,ssp245
2039,287.4387955311524,289.0096822456524,ssp245
2040,287.50824121956003,289.20738165978804,ssp245
2041,287.626873833086,289.42435642268856,ssp245
2042,287.628237074975,289.2800292147951,ssp245
2043,287.4092715422047,289.18171323677234,ssp245
2044,287.53161438388594,289.07353791308157,ssp245
2045,287.54018287668544,289.2265895316221,ssp245
2046,287.4292368910938,289.25584834848934,ssp245
2047,287.50031547737615,289.23159983977195,ssp245
2048,287.7429130953391,289.5803144965365,ssp245
2049,287.6929610664176,289.6801276640913,ssp245
2050,287.6815272314475,289.6772359743917,ssp245
2051,287.5913459618911,289.5133293553789,ssp245
2052,287.7279845258609,289.5675690259157,ssp245
2053,287.70924769709956,289.4033785571403,ssp245
2054,287.77307823222833,289.64483057733827,ssp245
2055,287.73090476917554,289.6798037824032,ssp245
2056,287.6323153004783,289.37789385317996,ssp245
2057,287.6025105070889,289.36475173833173,ssp245
2058,287.73952450096084,289.55807163637087,ssp245
2059,287.93803681321435,289.84577217415523,ssp245
2060,287.79339442577924,289.74989708539215,ssp245
2061,287.6063977796638,289.522253067214,ssp245
2062,287.65634586159945,289.5878188938069,ssp245
2063,287.85665412489925,289.79201523407147,ssp245
2064,287.7456917082983,289.79592719019706,ssp245
2065,287.623010280002,289.69562198882386,ssp245
2066,287.93602514142907,289.83617855200873,ssp245
2067,287.96783418674204,289.9012758795197,ssp245
2068,288.074582534426,289.82326567516543,ssp245
2069,287.7719649321554,289.55456865174926,ssp245
2070,287.75922799483624,289.64546511116123,ssp245
2071,287.86384484955573,289.6746843207177,ssp245
2072,287.9818681640389,289.85111059507886,ssp245
2073,287.8456013325232,289.89417400421695,ssp245
2074,287.932792770776,289.9059985004755,ssp245
2075,287.99603306313776,289.9533015606313,ssp245
2076,287.8976684359679,289.96741626989865,ssp245
2077,287.7752248097365,289.85139958128025,ssp245
2078,288.08699995289334,289.903210752027,ssp245
2079,288.07511776315744,289.9293492549102,ssp245
2080,287.9096477416944,289.8981232814158,ssp245
2081,287.9878894535463,289.8250210605112,ssp245
2082,287.96661873377957,289.97967223018554,ssp245
2083,288.13009905540366,290.0547672756698,ssp245
2084,288.22694841345776,290.2125931368566,ssp245
2085,288.00570611365424,290.0630058319643,ssp245
2086,287.94629607504066,290.04390285329254,ssp245
2087,288.0947510274078,289.99050229387035,ssp245
2088,288.071596885629,290.00746513340977,ssp245
2089,288.0536633426263,289.9421378353685,ssp245
2090,288.0991646764989,290.26967106379703,ssp245
2091,288.0057895417904,290.1695154948537,ssp245
2092,288.13224548377735,289.984654242224,ssp245
2093,288.1762834691122,290.2200837992474,ssp245
2094,288.04953655736824,290.19464153214017,ssp245
2095,288.0233846390943,290.1834193851969,ssp245
2096,288.18756490680033,290.35874197808454,ssp245
2097,288.24430956261307,290.38349045811384,ssp245
2098,288.0557934469754,290.35149165702296,ssp245
2099,288.02752168389844,290.3244604827797,ssp245
2100,288.08874733534503,290.2717703191234,ssp245
2015,286.9221010299224,288.49741010914386,ssp585
2016,286.9924496606735,288.47246245216957,ssp585
2017,287.0738198471167,288.4650610022803,ssp585
2018,287.1118764067392,288.68819141936194,ssp585
2019,287.0655763414722,288.3881238172003,ssp585
2020,286.8619922880204,288.2773062143999,ssp585
2021,287.0794668709561,288.5821365698188,ssp585
2022,287.3114626650757,288.7985159731165,ssp585
2023,287.35821711952195,288.70297818620685,ssp585
2024,287.28186185145165,288.6034619855782,ssp585
2025,287.2441889422322,288.82598835356947,ssp585
2026,287.10175275944545,288.67392616356597,ssp585
2027,287.29437122796725,288.7408872750416,ssp585
2028,287.36426717820467,288.91877626183697,ssp585
2029,287.1929505101427,288.7139457507682,ssp585
2030,287.19060277132087,288.5730703101241,ssp585
2031,287.36122070450074,288.7984426158152,ssp585
2032,287.2565755262024,288.94501362640005,ssp585
2033,287.226017087514,288.8790787284701,ssp585
2034,287.2303526103101,288.916504034722,ssp585
2035,287.2215792123959,288.8334389678182,ssp585
2036,287.28950915639524,288.83750879192013,ssp585
2037,287.4146954849747,289.04867740566004,ssp585
2038,287.5218271784123,289.1500724777547,ssp585
2039,287.39382203981774,289.0742226069724,ssp585
2040,287.66290258630005,289.295773347161,ssp585
2041,287.6186096132763,289.2254053036474,ssp585
