year,tas_global,tas_ais,scenario,member
1,286.84887248300714,239.83401663191907,1pctCO2,r1i1p1f1
2,286.94680462671073,239.4009171638896,1pctCO2,r1i1p1f1
3,287.08329759798755,240.1871068544802,1pctCO2,r1i1p1f1
4,286.9631384054572,240.4488001513024,1pctCO2,r1i1p1f1
5,287.03030481653246,240.19228628216618,1pctCO2,r1i1p1f1
6,287.06766283063473,239.79613693715632,1pctCO2,r1i1p1f1
7,287.1092575670678,241.2085928745194,1pctCO2,r1i1p1f1
8,287.1158799237069,240.7344329632405,1pctCO2,r1i1p1f1
9,287.2130468193087,240.6625547546559,1pctCO2,r1i1p1f1
10,287.0335363947437,240.1332373249919,1pctCO2,r1i1p1f1
11,287.1086040750164,239.88069205092492,1pctCO2,r1i1p1f1
12,287.09662640044246,239.32517226285145,1pctCO2,r1i1p1f1
13,287.070550089945,240.45285430660232,1pctCO2,r1i1p1f1
14,287.12451116670985,240.68305058664504,1pctCO2,r1i1p1f1
15,287.18813049288474,240.47634289279,1pctCO2,r1i1p1f1
16,287.50925477590323,241.43657006137903,1pctCO2,r1i1p1f1
17,287.37124468113166,241.06055651654594,1pctCO2,r1i1p1f1
18,287.46240098888023,240.99211086804496,1pctCO2,r1i1p1f1
19,287.4128850046332,240.516314190685,1pctCO2,r1i1p1f1
20,287.3893082290515,241.06931533058057,1pctCO2,r1i1p1f1
21,287.4938246031678,240.39536262943898,1pctCO2,r1i1p1f1
22,287.55758854776377,240.94046825894918,1pctCO2,r1i1p1f1
23,287.56547132238455,241.92864247784573,1pctCO2,r1i1p1f1
24,287.6454541383394,240.9099654860421,1pctCO2,r1i1p1f1
25,287.6924286014599,241.2398476311474,1pctCO2,r1i1p1f1
26,287.7052050259808,240.84423067157715,1pctCO2,r1i1p1f1
27,287.78330785665696,242.14779762678444,1pctCO2,r1i1p1f1
28,287.7921917570282,241.47279597166667,1pctCO2,r1i1p1f1
29,287.8914609283038,241.7398905862978,1pctCO2,r1i1p1f1
30,287.7796771338631,241.46107887080484,1pctCO2,r1i1p1f1
31,287.6270926782465,240.9064180297333,1pctCO2,r1i1p1f1
32,287.7471163211406,241.04488536056584,1pctCO2,r1i1p1f1
33,287.7948784310624,240.69523515834993,1pctCO2,r1i1p1f1
34,287.9674772755783,241.99564971729242,1pctCO2,r1i1p1f1
35,288.0850893242369,242.49614788412686,1pctCO2,r1i1p1f1
36,288.13158538071957,242.41292075935488,1pctCO2,r1i1p1f1
37,288.2015195327389,242.10620462525216,1pctCO2,r1i1p1f1
38,288.1134443508974,241.4572685499939,1pctCO2,r1i1p1f1
39,288.07569899758886,241.0580717570143,1pctCO2,r1i1p1f1
40,288.2140529039737,240.929187660456,1pctCO2,r1i1p1f1
41,288.3046164528223,241.1575749673203,1pctCO2,r1i1p1f1
42,288.4270071494542,241.68298553647,1pctCO2,r1i1p1f1
43,288.46720177898635,241.99629361497207,1pctCO2,r1i1p1f1
44,288.35706196039445,242.04629329498448,1pctCO2,r1i1p1f1
45,288.41252445895634,241.5797242203931,1pctCO2,r1i1p1f1
46,288.45235862255254,241.22212064752517,1pctCO2,r1i1p1f1
47,288.5826914488775,242.16673685782624,1pctCO2,r1i1p1f1
48,288.5944738861227,242.06886680910617,1pctCO2,r1i1p1f1
49,288.71587926305455,241.90115376501117,1pctCO2,r1i1p1f1
50,288.8766743533636,242.5921278531303,1pctCO2,r1i1p1f1
51,288.9921698248826,242.24875819682245,1pctCO2,r1i1p1f1
52,288.9869151200201,243.44597682212913,1pctCO2,r1i1p1f1
53,288.9097402408978,242.3175031388312,1pctCO2,r1i1p1f1
54,288.9946707079054,242.40206378938453,1pctCO2,r1i1p1f1
55,288.99177893956266,242.6138268902245,1pctCO2,r1i1p1f1
56,289.1496741718567,242.60633882065534,1pctCO2,r1i1p1f1
57,289.15236169759083,243.01664555758495,1pctCO2,r1i1p1f1
58,289.42856119523447,243.2363015088361,1pctCO2,r1i1p1f1
59,289.4446951299421,243.83596721344583,1pctCO2,r1i1p1f1
60,289.53407095714715,244.5127005145844,1pctCO2,r1i1p1f1
61,289.6872280190771,243.0002168056649,1pctCO2,r1i1p1f1
62,289.6640640879386,244.05163146513408,1pctCO2,r1i1p1f1
63,289.5523524078081,243.64421933194492,1pctCO2,r1i1p1f1
64,289.5267733584749,243.01409543501944,1pctCO2,r1i1p1f1
65,289.6428024990256,243.1234584369037,1pctCO2,r1i1p1f1
66,289.79338100446756,242.46817016585,1pctCO2,r1i1p1f1
67,289.92018517394524,244.07331947957067,1pctCO2,r1i1p1f1
68,289.94620695536076,244.93586207828412,1pctCO2,r1i1p1f1
69,289.9806979607904,244.17152677890425,1pctCO2,r1i1p1f1
70,290.1204167358268,244.9951092088297,1pctCO2,r1i1p1f1
71,289.8282662803349,244.4729345684888,1pctCO2,r1i1p1f1
72,289.9078300165239,244.0445330892827,1pctCO2,r1i1p1f1
73,289.9381472189828,244.0968586506925,1pctCO2,r1i1p1f1
74,290.1926399839345,243.7141525872119,1pctCO2,r1i1p1f1
75,290.1381970360046,244.48012268851127,1pctCO2,r1i1p1f1
76,290.13310027255255,244.08033872799157,1pctCO2,r1i1p1f1
77,290.21735443710514,244.14215824654093,1pctCO2,r1i1p1f1
78,290.29436570531993,244.56629720533215,1pctCO2,r1i1p1f1
79,290.44130358220656,245.28033389594407,1pctCO2,r1i1p1f1
80,290.5962936529177,244.68315662419764,1pctCO2,r1i1p1f1
81,290.72953800745813,245.6214793758043,1pctCO2,r1i1p1f1
82,290.6401150080303,244.69726678740835,1pctCO2,r1i1p1f1
83,290.51243549762853,244.96200432575907,1pctCO2,r1i1p1f1
84,290.57071167882634,246.10890109804615,1pctCO2,r1i1p1f1
85,290.73487626047006,245.86556704704657,1pctCO2,r1i1p1f1
86,290.68545394874906,245.89251424622827,1pctCO2,r1i1p1f1
87,291.04604156759046,247.27639488620264,1pctCO2,r1i1p1f1
88,291.0384395628223,246.36859404342724,1pctCO2,r1i1p1f1
89,291.0628835334725,246.20853676702214,1pctCO2,r1i1p1f1
90,290.9276617336225,245.59583544308788,1pctCO2,r1i1p1f1
91,290.93636827440383,245.55917241742327,1pctCO2,r1i1p1f1
92,290.9718109785416,245.19048827570876,1pctCO2,r1i1p1f1
93,291.20770415124963,245.60308100896165,1pctCO2,r1i1p1f1
94,291.0461444556719,246.2101246155136,1pctCO2,r1i1p1f1
95,291.1960015164934,246.49136642651294,1pctCO2,r1i1p1f1
96,291.37071579710863,246.4120791368517,1pctCO2,r1i1p1f1
97,291.5615242030978,247.24339654331825,1pctCO2,r1i1p1f1
98,291.29552379915026,247.11463000032626,1pctCO2,r1i1p1f1
99,291.4460020886495,247.0835201281731,1pctCO2,r1i1p1f1
100,291.7649881830374,246.4822380817481,1pctCO2,r1i1p1f1
101,291.72676656563505,246.3842071504813,1pctCO2,r1i1p1f1
102,291.80578915739005,246.40988016000085,1pctCO2,r1i1p1f1
103,291.7171536298383,247.10987549363372,1pctCO2,r1i1p1f1
104,291.82309488234034,247.2917304843188,1pctCO2,r1i1p1f1
105,291.8748046676752,247.077707760632,1pctCO2,r1i1p1f1
106,292.0629873659162,246.90233720353237,1pctCO2,r1i1p1f1
107,291.9585727894367,247.33315997071867,1pctCO2,r1i1p1f1
108,292.21707417645257,247.49575350397845,1pctCO2,r1i1p1f1
109,292.3932330411079,247.32928925134593,1pctCO2,r1i1p1f1
110,292.4456148465063,247.47502706089656,1pctCO2,r1i1p1f1
111,292.2073350933057,246.43121102285022,1pctCO2,r1i1p1f1
112,292.2727194048409,246.6213527770769,1pctCO2,r1i1p1f1
113,292.43494509115953,246.65035549144966,1pctCO2,r1i1p1f1
114,292.5753921738143,248.23298030858203,1pctCO2,r1i1p1f1
115,292.37223007816175,247.28821538701646,1pctCO2,r1i1p1f1
116,292.65217848320367,247.63274191669052,1pctCO2,r1i1p1f1
117,292.85541012699736,248.4400106003195,1pctCO2,r1i1p1f1
118,292.77747165061567,248.07255166887916,1pctCO2,r1i1p1f1
119,293.0082175653616,248.4934777237591,1pctCO2,r1i1p1f1
120,293.03626213097687,248.58420859232095,1pctCO2,r1i1p1f1
121,293.08033066683424,249.33789030157448,1pctCO2,r1i1p1f1
122,293.1163654141285,247.9742949609201,1pctCO2,r1i1p1f1
