year,tas_sh,tas_nh,scenario
1850,285.94070542121375,286.83572805062187,historical
1851,285.8746111239174,286.8460216081687,historical
1852,285.8348234685056,286.815124356313,historical
1853,285.85888376508257,286.8710769730902,historical
1854,285.83865015507195,286.86243989905444,historical
1855,285.85070713484237,286.99250311261164,historical
1856,285.8409612779912,286.9639388553324,historical
1857,285.8605640470821,286.9587839588512,historical
1858,285.86751852484844,286.9371268165807,historical
1859,285.87908746245677,286.8993380096969,historical
1860,285.83400926668173,286.99988509385565,historical
1861,285.8756336864619,286.85092952765905,historical
1862,285.81246126016526,286.80596977816305,historical
1863,285.79689554099764,286.58267759042883,historical
1864,285.8983872418119,286.6629945800205,historical
1865,285.8675745600331,286.8390578568533,historical
1866,285.9308465942778,286.7770196391895,historical
1867,285.8246546391149,286.8582084354039,historical
1868,285.9037658989929,286.7997380365349,historical
1869,286.07877588473826,286.764940891881,historical
1870,286.001233000827,286.8466393558792,historical
1871,285.9086842376229,286.7506314612558,historical
1872,285.9494766301556,286.8033372289674,historical
1873,285.8876331293455,286.82640792032385,historical
1874,285.8510401404132,286.64426553322687,historical
1875,285.8838851569025,286.7464625751292,historical
1876,285.82711630799804,286.8452160429815,historical
1877,285.95264365428176,287.0564601440001,historical
1878,285.8189800480656,286.94524390779975,historical
1879,285.7576233798068,286.6742636358278,historical
1880,285.8529502008253,286.826755776013,historical
1881,285.89404703976,286.78052039825616,historical
1882,285.8902724418355,286.86549888534097,historical
1883,285.9051519198364,286.85396815632225,historical
1884,285.80428703398053,286.2758489758723,historical
1885,285.84382858026635,286.2133433474748,historical
1886,285.8442692964938,286.5226071068041,historical
1887,285.7265122712198,286.41887332977416,historical
1888,285.80787873751603,286.5985570149954,historical
1889,285.91823782339935,286.79445869211065,historical
1890,285.8217334907478,286.66154678102157,historical
1891,285.85764474561967,286.6443509444659,historical
1892,285.9135732112698,286.8552523244806,historical
1893,285.9048797318069,286.8833537177908,historical
1894,285.8333864285192,286.7746143671415,historical
1895,285.80198543265107,286.85470121799375,historical
1896,285.8536449710496,286.8161749066365,historical
1897,285.86713108569955,286.83186129596385,historical
1898,285.94490277148907,286.8719743372261,historical
1899,285.9324780665367,286.932494528851,historical
1900,285.9553608336699,286.94994422235203,historical
1901,286.0317048233594,286.92550407778936,historical
1902,286.0658711058068,286.95689317210525,historical
1903,286.00028969922204,286.693098944131,historical
1904,285.92875672687904,286.54226372450694,historical
1905,286.05072429617496,286.85498885066875,historical
1906,286.061990221181,286.9597559486757,historical
1907,286.14248407869667,286.90940885148177,historical
