year,tas_global,tas_ais,scenario,member
1,288.12737623615146,248.19081552668916,1pctCO2,r1i1p1f2
2,288.2285917504606,248.22888242258938,1pctCO2,r1i1p1f2
3,288.0347696874407,247.72083207992662,1pctCO2,r1i1p1f2
4,288.05955697031965,248.41830111333343,1pctCO2,r1i1p1f2
5,288.1533875510282,248.12063313453467,1pctCO2,r1i1p1f2
6,288.147676250842,248.22715467101764,1pctCO2,r1i1p1f2
7,288.2905387251773,248.11448380411687,1pctCO2,r1i1p1f2
8,288.3376143529274,248.452260051283,1pctCO2,r1i1p1f2
9,288.0669678091603,248.34784781831826,1pctCO2,r1i1p1f2
10,288.0559208545283,248.5459360885809,1pctCO2,r1i1p1f2
11,288.24561162938437,248.4724096766736,1pctCO2,r1i1p1f2
12,288.4730718661108,248.10003366726878,1pctCO2,r1i1p1f2
13,288.2438247265322,248.3384907462978,1pctCO2,r1i1p1f2
14,288.04383565996176,248.31731512751796,1pctCO2,r1i1p1f2
15,288.23188717117563,248.51485871705387,1pctCO2,r1i1p1f2
16,288.5031704326527,248.49144822986003,1pctCO2,r1i1p1f2
17,288.5412313437543,248.434670977607,1pctCO2,r1i1p1f2
18,288.23742693879717,248.72820723526513,1pctCO2,r1i1p1f2
19,288.28435158908655,248.34343203662368,1pctCO2,r1i1p1f2
20,288.34374728981544,248.66103408014536,1pctCO2,r1i1p1f2
21,288.4893779579175,248.42194438996233,1pctCO2,r1i1p1f2
22,288.63867106662315,248.8962082077047,1pctCO2,r1i1p1f2
23,288.7007664826721,249.57899413092804,1pctCO2,r1i1p1f2
24,288.5085249377055,248.9135058817164,1pctCO2,r1i1p1f2
25,288.4528696221606,248.7333514429033,1pctCO2,r1i1p1f2
26,288.48862693141916,248.35182098193306,1pctCO2,r1i1p1f2
27,288.5801595974613,248.27719954086385,1pctCO2,r1i1p1f2
28,288.7231485048424,247.9832117854068,1pctCO2,r1i1p1f2
29,288.7702921452851,247.76068905706734,1pctCO2,r1i1p1f2
30,288.5238190621846,248.49056492247874,1pctCO2,r1i1p1f2
31,288.4997506668731,248.89133399072654,1pctCO2,r1i1p1f2
32,288.7724154324999,248.88012314393995,1pctCO2,r1i1p1f2
33,288.7988432893648,248.9645683685167,1pctCO2,r1i1p1f2
34,288.6291007748257,248.63168467911677,1pctCO2,r1i1p1f2
35,288.60750997993307,248.61422833867437,1pctCO2,r1i1p1f2
36,288.8451833011628,248.68252802047274,1pctCO2,r1i1p1f2
37,288.9776050571853,248.33037358982475,1pctCO2,r1i1p1f2
38,289.04440068619135,248.81387722127903,1pctCO2,r1i1p1f2
39,288.8200092347947,248.75548906157417,1pctCO2,r1i1p1f2
40,288.984465075739,249.29970739818646,1pctCO2,r1i1p1f2
41,288.9490847200061,249.0451599189942,1pctCO2,r1i1p1f2
42,288.73926277660775,249.20296936122097,1pctCO2,r1i1p1f2
43,288.90622741193397,249.29338735591926,1pctCO2,r1i1p1f2
44,288.9823054038945,248.98209531776175,1pctCO2,r1i1p1f2
45,289.0130273613267,248.78176484003293,1pctCO2,r1i1p1f2
46,289.2071687132301,249.24163754790564,1pctCO2,r1i1p1f2
