year,ohc,scenario
1,-0.00017495085497406157,1pctCO2
2,0.001062223610157768,1pctCO2
3,0.0019192202908016043,1pctCO2
4,0.0022107885358006265,1pctCO2
5,0.002063965356986349,1pctCO2
6,0.002517153850324879,1pctCO2
7,0.0032020612925407477,1pctCO2
8,0.004442008736077696,1pctCO2
9,0.0044093199976487085,1pctCO2
10,0.005408323204998548,1pctCO2
11,0.0060169748806705075,1pctCO2
12,0.0072487175348214805,1pctCO2
13,0.009461270606455704,1pctCO2
14,0.009872505984579524,1pctCO2
15,0.010177056731966635,1pctCO2
16,0.01097495531818519,1pctCO2
17,0.012215279508382082,1pctCO2
18,0.012410515065615376,1pctCO2
19,0.013193548036118349,1pctCO2
20,0.0140406033800294,1pctCO2
21,0.015418519421170155,1pctCO2
22,0.01649246582140525,1pctCO2
23,0.018665671891843278,1pctCO2
24,0.01985170893991987,1pctCO2
25,0.021292977811147768,1pctCO2
26,0.022412854091574747,1pctCO2
27,0.02448261436074972,1pctCO2
28,0.025475315594424803,1pctCO2
29,0.027702710901697476,1pctCO2
30,0.030811022656659286,1pctCO2
31,0.03300649502004186,1pctCO2
32,0.03433527502541741,1pctCO2
33,0.03582107834517956,1pctCO2
34,0.03823987891276678,1pctCO2
35,0.03969596109042565,1pctCO2
36,0.04234996313850085,1pctCO2
37,0.04492065186301867,1pctCO2
38,0.046415683502952255,1pctCO2
39,0.04787857892612616,1pctCO2
40,0.04973501277466615,1pctCO2
41,0.05268510741492113,1pctCO2
42,0.05577372138698896,1pctCO2
43,0.058047538002332054,1pctCO2
44,0.05929483318080505,1pctCO2
45,0.061681896448135376,1pctCO2
46,0.06543802594145139,1pctCO2
47,0.06774673983454704,1pctCO2
48,0.06978754388789336,1pctCO2
49,0.07180636562407017,1pctCO2
50,0.07462291171153386,1pctCO2
51,0.07671204085151355,1pctCO2
52,0.07933324823776881,1pctCO2
53,0.08287372502187888,1pctCO2
54,0.08702271555860837,1pctCO2
55,0.08899071315924327,1pctCO2
56,0.09114941954612732,1pctCO2
57,0.09393652093907197,1pctCO2
58,0.09708394544819991,1pctCO2
59,0.09817078585426013,1pctCO2
60,0.10079925879836082,1pctCO2
61,0.1039595144490401,1pctCO2
62,0.10758006013929844,1pctCO2
63,0.11081455399592717,1pctCO2
64,0.11322970129549503,1pctCO2
65,0.11598127024869125,1pctCO2
66,0.11920072386662166,1pctCO2
67,0.12207559371987979,1pctCO2
68,0.12409486311177413,1pctCO2
69,0.12707962282001972,1pctCO2
70,0.13020762676994005,1pctCO2
71,0.13365701089302698,1pctCO2
72,0.13774521152178446,1pctCO2
73,0.14072629188497862,1pctCO2
74,0.14419684559106827,1pctCO2
75,0.1485101766884327,1pctCO2
76,0.15158178160587946,1pctCO2
77,0.1555856540799141,1pctCO2
78,0.15798932313919067,1pctCO2
79,0.1613401658833027,1pctCO2
80,0.16505097349484762,1pctCO2
81,0.16875377421577772,1pctCO2
82,0.17236562073230743,1pctCO2
83,0.1769148794313272,1pctCO2
84,0.1802429457505544,1pctCO2
85,0.18390772740046182,1pctCO2
86,0.1873499651749929,1pctCO2
87,0.1902574710547924,1pctCO2
88,0.19420773535966873,1pctCO2
89,0.19850115105509758,1pctCO2
90,0.20211890091498694,1pctCO2
91,0.20614633957544962,1pctCO2
92,0.21015225226680437,1pctCO2
93,0.21441607798139253,1pctCO2
94,0.21847650781273842,1pctCO2
95,0.22223194067676863,1pctCO2
96,0.22597503289580345,1pctCO2
97,0.2303767390549183,1pctCO2
98,0.23562360554933548,1pctCO2
99,0.23796609540780386,1pctCO2
100,0.2431332990527153,1pctCO2
101,0.2484585146109263,1pctCO2
102,0.25264012316862744,1pctCO2
103,0.256864254673322,1pctCO2
104,0.2599550212423007,1pctCO2
105,0.2653850068648656,1pctCO2
106,0.2708628351489703,1pctCO2
107,0.2762516563137372,1pctCO2
108,0.28105709950129193,1pctCO2
109,0.28469691177209216,1pctCO2
110,0.2895415922005971,1pctCO2
111,0.29487347106138867,1pctCO2
112,0.2991447274883588,1pctCO2
113,0.3031408687432607,1pctCO2
114,0.30793236941099167,1pctCO2
115,0.3124069720506668,1pctCO2
116,0.3175189718604088,1pctCO2
117,0.3219127257664998,1pctCO2
118,0.3273710012435913,1pctCO2
119,0.33247090379397076,1pctCO2
120,0.33659857511520386,1pctCO2
121,0.342262660463651,1pctCO2
122,0.3472865050037702,1pctCO2
123,0.3522093966603279,1pctCO2
124,0.35709234327077866,1pctCO2
125,0.36245311548312503,1pctCO2
126,0.36804398397604626,1pctCO2
127,0.3719189390540123,1pctCO2
128,0.3784099221229553,1pctCO2
129,0.38361649711926776,1pctCO2
130,0.38787855456272763,1pctCO2
131,0.39340613037347794,1pctCO2
132,0.39789002388715744,1pctCO2
133,0.4048478255669276,1pctCO2
134,0.4098587979873021,1pctCO2
135,0.41634386281172436,1pctCO2
136,0.42233604689439136,1pctCO2
137,0.42762338866790134,1pctCO2
138,0.43338296562433243,1pctCO2
139,0.4394709567228953,1pctCO2
140,0.4452868476510048,1pctCO2
141,0.4504124919573466,1pctCO2
142,0.4568055843313535,1pctCO2
143,0.4626840030153592,1pctCO2
144,0.46747152258952457,1pctCO2
145,0.47337767233451206,1pctCO2
146,0.479623315234979,1pctCO2
147,0.4866113190849622,1pctCO2
148,0.4927933489282926,1pctCO2
149,0.49844526251157123,1pctCO2
150,0.5044033626715342,1pctCO2
1,0.007441989868918124,abrupt-4xCO2
2,0.02258298189068834,abrupt-4xCO2
3,0.03508422632391254,abrupt-4xCO2
4,0.0456657229612271,abrupt-4xCO2
5,0.056161765630046524,abrupt-4xCO2
6,0.06620598522325356,abrupt-4xCO2
7,0.07537973920504253,abrupt-4xCO2
8,0.0846937255312999,abrupt-4xCO2
9,0.09323381446301937,abrupt-4xCO2
10,0.1005447090913852,abrupt-4xCO2
11,0.10890192724764347,abrupt-4xCO2
12,0.11674851489563783,abrupt-4xCO2
13,0.12484031853576501,abrupt-4xCO2
14,0.13299576938152313,abrupt-4xCO2
15,0.13943490013480186,abrupt-4xCO2
16,0.14681354413429895,abrupt-4xCO2
17,0.15521763389309248,abrupt-4xCO2
18,0.16322708999117216,abrupt-4xCO2
19,0.16976490120093027,abrupt-4xCO2
20,0.1760980188846588,abrupt-4xCO2
21,0.18275699640313783,abrupt-4xCO2
22,0.19053572167952856,abrupt-4xCO2
23,0.19664823512236276,abrupt-4xCO2
24,0.20438501859704652,abrupt-4xCO2
25,0.21213779598474503,abrupt-4xCO2
26,0.21795201549927393,abrupt-4xCO2
27,0.2236726718644301,abrupt-4xCO2
28,0.23019310707847276,abrupt-4xCO2
29,0.2358160875737667,abrupt-4xCO2
30,0.2422367942829927,abrupt-4xCO2
31,0.24838662023345628,abrupt-4xCO2
32,0.25509268542130786,abrupt-4xCO2
