horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0022909639497848,1518.2861197345117,2.5511791033328977,20.313744978591263,4,400,2000000,true
2150,1.0012971927585423,1469.3400975695613,4.212513050560647,41.43374315258099,4,400,2000000,true
