horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter
2100,1.0034890402847478,1578.0533742022458,4.201481305514086,19.45287766320805,4,400,2000000
2150,1.0024494656376637,1588.0632766008034,5.838261300091663,41.21809165876252,4,400,2000000
