horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0095179695396006,1112.2488399404165,2.1169689603804924,16.611228571681355,4,400,2000000,true
2150,1.0064069068884558,1157.8666298539908,5.085413017278256,37.19927704208578,4,400,2000000,true
