horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,0.9986874231481611,1274.2409172840794,1.651500662240251,17.56873828969003,4,400,2000000,true
2150,0.9994253415078647,1353.6080959249225,1.5427417007495985,37.7836266532539,4,400,2000000,true
