ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_delta,gic_u_pre,gic_s_r5,d2_gsic_1,d2_gsic_2,d2_steric_1,d2_steric_2,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip0_LOG,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric
0.0006699633650493477,5.202935081476421e-5,2.3327101191666108e-7,-6.36581110113115e-5,0.00012084491284599939,0.000657117279385925,-1.1589497912760247e-7,2.901351739574831e-6,-2.2149940982551347e-5,1.3277726516204082e-6,-7.770969804942723e-7,7.629206766460438e-5,0.00011767104848596685,-7.967287434597421e-5,-0.00011376520907227821,-2.3065563096998854e-6,5.53583089375253e-6,-0.0003691207784286618,-5.643247836021292e-5,-4.750288458855638e-5,-5.408871363867539e-6,2.506361597939385e-5,-0.0007471523014980818,-7.420633297020427e-5,-2.4737632189391176e-5,5.810666156155807e-5,-9.083914395988693e-5,6.289399568427336e-5,6.685821764737769e-5,-0.00011529600197549736,-2.7451203438783824e-7,-0.0008919615640677498,-3.0063794395781757e-5,0.005089505626070336,-9.437365450784084e-5,-1.895552421923831e-5,-8.142758008349195e-6,-8.864036478684929e-5,-4.55349292396088e-5,5.690143737309351e-7,-0.0007996206782408373,1.3530762273921202e-5,-2.1976167934596694e-5,0.0011987167413539247,0.007055342632903808,3.8389471058562685e-9,-5.557323657624996e-6,0.00024262057779092915,-2.4547824036535785e-5,0.007051062342284646,-6.036478471233843e-7,-4.644352628158989e-6,-4.0439827632216e-6,-4.162316706848481e-5,-2.406664981338207e-6,2.790407249498469e-7,-2.5390557392485974e-6,7.214670324479047e-6
5.202935081476421e-5,4.776725974855654e-6,8.597826769793455e-9,3.7023527140235383e-6,1.3366648361944402e-5,4.9097449048770506e-5,8.226178881890985e-8,8.862407473121806e-8,-8.561671587597409e-7,1.0229888975171436e-7,-1.0690594600666633e-7,3.958654507066532e-6,1.0671500156043865e-5,-3.900744086872262e-6,-1.1840501071138085e-5,-3.506796945601113e-7,1.7561817018015262e-7,-3.4707226437704665e-5,-1.993955615490364e-6,1.1969366532687066e-6,-2.697212273473698e-7,1.069428749532641e-6,-5.1193558008986785e-5,9.092868869758635e-7,-2.0299392450346494e-6,6.162806743547891e-6,8.868074202859935e-7,6.683326674741307e-6,6.216412676701366e-6,-1.9678149891000636e-5,-9.180148511664338e-7,-0.0002067471219306163,8.758045279731694e-8,0.0005893121758611371,1.7343335297479814e-5,-1.8545902459876375e-6,-2.099397875881904e-6,-5.3487481912093604e-6,-3.055271227031996e-6,9.979986435368553e-8,-7.34946785471273e-5,1.2099059527235057e-6,6.94585211870965e-7,8.469774485084115e-5,0.0004374778893997973,-5.2111588716230916e-11,-1.2950613709690228e-6,1.808769010748955e-5,9.663387444746822e-7,-5.8907308499812634e-5,3.576582756666054e-7,-2.323379178937396e-8,-6.356060742398573e-7,-1.6845054646751467e-6,-1.9901398156283155e-7,-7.782572896963018e-8,-2.9321797957785625e-7,1.085613303185091e-6
2.3327101191666108e-7,8.597826769793455e-9,4.379536515236465e-8,7.378251027971872e-7,-1.5343683464107284e-6,1.3292239469995005e-6,-1.2027847782029658e-8,-1.03560571915971e-8,1.5804249513312941e-7,1.4081666451143455e-9,-1.0663157469377987e-8,1.7256629674175276e-7,-2.3240495203745792e-7,2.3242302824071158e-7,3.427289637526127e-7,-3.5870292446705863e-8,1.6214949858164361e-7,-1.0000535741410218e-6,6.562553906592358e-6,-7.665261895331641e-7,3.5543387406961904e-7,-4.0188507083510124e-7,-1.5925619191537743e-7,-4.438616844921413e-7,-2.7403600899346688e-8,-3.236597924859896e-7,-2.081266693192928e-6,-2.054994638654723e-8,2.8568181648158834e-7,1.8862009364803944e-7,-8.967857177560584e-7,6.728695404407663e-6,-4.102500526076275e-8,-1.461989067270899e-5,-2.3200160488290034e-5,1.426728929833262e-7,-2.131347716278105e-8,3.5449619499653846e-7,1.0425003449488064e-8,2.1593811025244493e-9,6.180075340164974e-6,3.467411253792392e-8,-4.861141326276182e-7,1.3000410366826497e-5,4.3964058440273956e-5,-5.962646620665712e-12,-2.1687258318166039e-7,2.010482365113712e-7,-6.248293934650195e-7,-9.386985984690635e-5,-1.1004291445295367e-7,2.0909020802462926e-8,3.6053355463795394e-8,-1.0655161492514441e-7,8.829202544631166e-8,-7.519252837720587e-8,3.347263398564377e-8,-1.6468049095964624e-7
-6.36581110113115e-5,3.7023527140235383e-6,7.378251027971872e-7,0.0059339625828245205,0.00019697516554662882,-0.00023515515755974704,-7.267390033792317e-7,8.441781260600031e-6,0.00012708402078686593,5.516308996266901e-7,-1.6135573693503787e-6,1.2901579600139577e-5,2.3396241705939393e-5,0.0001952516176845588,-0.00037147808310587,7.2102302439532015e-6,1.4256746174628896e-6,-9.353382645450825e-5,0.0013266530461321197,-0.00043520517057652413,-4.5863902884167893e-5,-1.3824400097713009e-5,-0.0015718048293746783,0.00016386706816139945,7.656293727457878e-5,-0.00022094360315098798,-0.0007985530694684047,-0.00034571996382962416,0.00028004214804499926,2.7520211301858e-5,7.490965703990852e-5,-0.02844107251218847,0.0004086575627386177,0.001042923502527568,-0.0013060721581534698,-2.7729317662002688e-5,-6.830070170435732e-5,0.00038685853959876597,-0.0002152038908103488,6.383443799569889e-6,0.0019559525525813027,1.635942344671567e-5,0.00031219443823619843,-0.0002444160443754865,-0.026810851993266636,-2.3538734024903504e-8,-5.343243361499921e-5,0.00012887504993554173,0.00014025684312246714,0.00631245935873819,1.2171590301380806e-5,1.7947324147482116e-5,3.9997616243939785e-5,-5.1166469743718544e-5,-1.0022216449550991e-5,-2.623670724930084e-6,7.529788580784951e-6,-9.143236438693433e-6
0.00012084491284599939,1.3366648361944402e-5,-1.5343683464107284e-6,0.00019697516554662882,0.00023237057861032296,-2.8642764124371265e-5,3.2886484128337896e-6,-1.3973916609200959e-6,1.0706504505620603e-5,8.944962942558899e-8,-6.589761714743027e-7,-7.073570701002235e-5,5.7034243075650845e-5,-3.506573292719333e-5,-9.909426659973667e-5,-1.9653458685000095e-6,-1.660365747257712e-5,-0.00014408191663172422,-9.745192200538713e-5,-8.515069027167051e-6,-2.2660634120402987e-5,5.915666171987518e-6,-0.0002408669293690776,8.97236061422767e-5,-7.03839379492195e-6,3.4007314006696074e-5,0.00013899616816451498,7.620212082546709e-5,4.077878528695107e-5,-0.0001785789103671907,8.899421405189982e-5,-0.0029483271097256593,4.231590879497972e-5,0.004171743705528234,2.527430656066021e-6,-6.931774409831306e-6,-1.0657530342047506e-5,-2.2734604236841446e-5,1.4130917267510794e-5,1.3420384682338537e-6,-0.0001240390364938213,4.897246191780526e-6,3.824252062670057e-5,0.0007826924897324979,-0.0019007475228598346,-2.008210917120586e-9,1.6030939629852364e-6,6.909131407634236e-5,4.468764257749274e-5,-0.010126962889595212,3.037360003432013e-6,1.6179194782436178e-6,-5.856516340626159e-6,2.2380561628334916e-5,-6.948079466749789e-6,-2.847140617407362e-6,-3.9112546149174155e-6,1.2478473716511286e-5
0.000657117279385925,4.9097449048770506e-5,1.3292239469995005e-6,-0.00023515515755974704,-2.8642764124371265e-5,0.0007751320491133582,-2.3194246345511944e-6,3.4992686356904207e-6,-3.7878457275865874e-5,1.3189928090957535e-6,-2.0274978139463134e-7,0.0001629141517015246,7.740299752667444e-5,-7.664287305025064e-5,-5.050758753582345e-5,-3.52371271582755e-6,1.5644784906539057e-5,-0.00035524336807638766,-2.6093998842440225e-5,-5.7134014544323366e-5,1.4531524364046464e-5,1.8798153123799507e-5,-0.0006650598213384781,-0.00016647934704636864,-2.1387797198522473e-5,4.366333246704667e-5,-0.00017382826776298204,2.4599909812343183e-5,5.3307693194250844e-5,3.109874534506219e-5,-8.274256691181277e-5,0.0005828604851923638,-5.857075090737279e-5,0.0031453593709666115,1.4147465897209928e-5,-1.1898485956713004e-5,-2.029339514068353e-6,-9.329601370209094e-5,-5.6551045549455004e-5,-5.196867853122824e-7,-0.0008415641067644331,1.1052912180881202e-5,-3.8541167756787204e-5,0.000828150898373865,0.010056169653764904,6.076564866925443e-9,-8.296727448033256e-6,0.00021361585349168917,-5.418507492015034e-5,0.01803444870433167,-2.7021589714582373e-6,-6.335641239986698e-6,8.14247535966234e-7,-6.1665872133647e-5,5.362798589168548e-6,-9.561318355247947e-7,1.473424243094949e-6,-1.4126670614518157e-6
-1.1589497912760247e-7,8.226178881890985e-8,-1.2027847782029658e-8,-7.267390033792317e-7,3.2886484128337896e-6,-2.3194246345511944e-6,3.028385667057256e-7,-1.2960846227085156e-7,-3.4807901228344406e-7,-6.544414787623559e-8,6.367571740238084e-8,-1.182361822824176e-6,-6.842689430619174e-6,6.187354426065823e-7,-5.132231785821986e-6,-9.181767831247803e-8,-6.680375360684752e-7,-3.5312099461556894e-6,1.0006541048853383e-5,-1.219401121870279e-6,8.248031612593378e-8,-1.263097540265577e-6,3.5971631914389245e-6,4.088653270342032e-6,-2.9390672621015544e-7,9.045810542135028e-7,3.4905912630783944e-6,1.4629702024894871e-6,2.1967557445602671e-7,-8.906500777622733e-6,1.2480997943461934e-6,3.338291510025748e-5,5.945143210562464e-7,2.3816408614693907e-5,2.2905726462237046e-6,-2.279692538911733e-7,-4.495795822339901e-8,1.21884413049281e-6,9.341807357987021e-7,1.8861780539157418e-8,5.666180790829844e-7,2.5812543065671057e-8,1.213467745017905e-6,2.3035783008924306e-5,0.00011850342631310304,4.470649372272322e-11,9.066272079550252e-8,2.174351012591439e-7,8.763783626688659e-7,9.203293360908571e-5,-5.418976976262097e-8,2.3038974741061314e-7,-2.992113640298942e-8,1.144815224641409e-6,-1.2209230846716007e-7,-1.9560510023737426e-7,1.3813989264795528e-8,1.0529644506922326e-7
2.901351739574831e-6,8.862407473121806e-8,-1.03560571915971e-8,8.441781260600031e-6,-1.3973916609200959e-6,3.4992686356904207e-6,-1.2960846227085156e-7,8.824632823979707e-7,2.611444245836878e-6,1.359371065527354e-8,1.6753812457024986e-8,-1.3076575708642098e-5,9.211107442041756e-6,3.993702532769229e-6,-6.488574627628647e-6,1.4604996506065065e-7,4.964618758444248e-7,-1.9001402385557556e-6,-2.7633919087073037e-5,-3.13075452977892e-6,-1.1477712793487863e-6,1.405814123469717e-6,-1.211995660836954e-5,-8.502086679912528e-7,-1.2596223496404502e-7,-1.5397485094091736e-6,-5.241137193427053e-7,3.163325867129566e-6,1.6421972829589527e-6,1.173108551384308e-5,-4.5492510046560144e-7,2.8180811506381778e-5,-7.593636322092665e-7,-0.00011408278471442098,2.036402596865395e-5,-4.3212482230480724e-7,1.1691233775907175e-7,4.4135168076478676e-7,1.1187250916294349e-6,4.995743355982414e-8,-2.868513006052517e-5,-6.241537996754095e-8,3.6758440727557117e-7,-1.340141418330231e-5,3.420703587488742e-5,-4.908598320259184e-11,5.130740903982786e-8,-1.680777387353509e-6,-2.3274238778968053e-8,0.0005816663601135791,4.1107509119208037e-7,-4.504762566213865e-7,-3.641127210217197e-7,-7.689898672689547e-7,-2.701265762120593e-7,-1.3522349691115459e-8,-2.9776085849950293e-7,4.789679735931266e-7
-2.2149940982551347e-5,-8.561671587597409e-7,1.5804249513312941e-7,0.00012708402078686593,1.0706504505620603e-5,-3.7878457275865874e-5,-3.4807901228344406e-7,2.611444245836878e-6,5.605009685365877e-5,1.094079023999227e-7,-6.94211286854499e-7,-0.00013996329044927295,7.785311641253483e-5,1.4263968490228975e-5,-2.702264408117749e-5,6.52039337218706e-7,4.457241606353741e-6,-1.7517500867651745e-5,-2.9403754406442667e-5,1.7041222970237705e-6,-8.275299321212347e-6,6.3840817799760205e-6,-0.00011741474455119503,-4.769122970067841e-6,-3.0663835338770872e-6,-1.4135939117451094e-5,-1.9566243690821708e-5,2.9616411885886257e-5,2.0092516862306162e-5,8.819790355160242e-5,1.621241790077561e-5,-6.93746184929117e-5,6.832001654251876e-6,-0.0006992633273388745,-0.00020822586482687716,2.8560123735740467e-6,1.734420322618077e-6,2.080475539778989e-5,2.3597111904681296e-5,5.682757289429007e-7,-8.547813575211785e-5,9.534478722488228e-7,8.297888041428466e-6,1.8721750130072118e-5,-0.002366702173139013,-3.193132391623124e-9,-4.46269879435117e-6,-7.2114836007573806e-6,7.97209478082666e-6,-0.0023722582508018068,3.3773754301356194e-6,-6.91618601309806e-7,-1.2131930237722659e-6,8.063754359488139e-7,-1.5484279323984777e-6,-1.3757112697482762e-6,-1.7781898060344815e-6,3.6584868634758242e-6
1.3277726516204082e-6,1.0229888975171436e-7,1.4081666451143455e-9,5.516308996266901e-7,8.944962942558899e-8,1.3189928090957535e-6,-6.544414787623559e-8,1.359371065527354e-8,1.094079023999227e-7,3.882514781450483e-8,-4.8002943610156426e-8,-2.871918435499165e-7,2.6285857890411566e-6,-5.768421562865673e-7,-8.604464760113679e-8,5.4707506978864325e-9,1.817439227662118e-8,6.951835230511946e-7,-2.953828121535512e-6,-2.9394189381784666e-7,4.802646609937947e-8,3.5626430615328336e-7,-4.10327806191852e-6,-1.5790866270415236e-6,-4.6481228042866773e-8,2.673064990281348e-7,-6.265732341873525e-7,2.1659472529349382e-7,5.931931710659158e-7,1.3316184853446108e-6,-2.086669706216418e-7,-4.952723906152446e-5,2.3930586092836633e-7,3.644284875522144e-5,-1.024818142762042e-5,-5.495308977506129e-8,-2.1978445960443636e-7,-6.519783030898701e-7,-4.977424347116447e-7,-5.539033436391425e-9,-1.6136462351386055e-6,2.8981909608205197e-8,-6.527278771534446e-7,2.9736802339164708e-6,7.061991109488676e-6,2.479501206321759e-12,-1.6395059036165876e-8,4.981735641412972e-7,-2.530732452185424e-7,-6.845956296181997e-5,1.954270905831786e-8,-4.046047304260247e-8,-2.613447086862983e-8,-1.010035752042304e-7,-2.5174807242846725e-8,-1.643225015904672e-8,-2.6812208296837624e-9,-7.633767245102349e-8
