horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter
2100,1.00012189147556,1502.58454049706,2.2256995462382014,19.452834023884215,4,400,2000000
2150,1.0020321815441364,1411.4913423262437,3.3364362201808992,41.78669794914232,4,400,2000000
