x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52
0.00035334425383365013,2.2415635891217562e-5,-6.236558059722689e-7,9.494096194833483e-5,3.657162209047399e-5,0.0003986921275838432,-2.0096656724877288e-6,-1.3437580507414723e-5,-5.928541706294613e-9,8.399782208375193e-9,-1.9547683149846264e-5,2.552954502211097e-6,-2.410842696388335e-7,1.8061945386244565e-5,-5.8941057453866545e-5,6.213258162266514e-6,1.249387404225339e-5,-3.5702073962420505e-6,-7.219635851148487e-5,-5.512989368690965e-5,2.684703514265956e-6,-1.830784326634036e-5,-9.041619717886072e-5,-3.5636410007656574e-6,-2.4888042843636915e-6,0.00016773949469452704,-2.567204556185976e-5,-0.0017203799446856107,2.5251820069148608e-5,0.0005918976136888172,-2.7976414577822584e-5,-1.7375754900584395e-6,1.4899713179173706e-5,1.2911796287953818e-6,2.720969101316421e-5,0.00014666706796859517,-0.004701351730554295,-4.686127845776521e-10,-1.2760556216063548e-5,4.258265720013091e-5,2.185186716762452e-5,-0.0023488188506574584,3.5486061077867917e-7,3.640247262640714e-5,2.864256927080668e-6,-7.952361985923788e-6,-3.971193511946667e-6,-4.5025003353884584e-7,-2.8113542578071185e-6,9.116957818963397e-7,-1.8372591046148933e-5,4.391494507350156e-5
2.2415635891217562e-5,2.3525870453581713e-6,-3.487915457722284e-8,1.0708617261257656e-5,1.4514044409231645e-6,2.9211617675588935e-5,-1.3897975619722945e-6,1.7207269612353343e-6,-7.328228246403237e-10,2.5012297919296008e-9,-2.087264355052016e-6,2.9259922197041324e-7,8.199522036026315e-8,-5.662713647818225e-6,-1.5982186141102271e-6,-1.3117994336694235e-6,1.674906600933088e-6,-7.356333015451571e-7,-7.323952530243637e-6,-6.561630817860307e-6,1.6492131922132663e-7,-1.2612067025688322e-6,-8.279016730754816e-6,-1.0520517526620017e-6,-3.845070758760298e-8,1.3177830323735396e-5,-2.734463948101361e-6,-9.745003058675604e-5,1.0327761441483923e-6,9.993444695007725e-5,2.930843595668265e-5,-5.0580674765278965e-8,1.0388987546916804e-6,1.361912437090028e-7,3.420163609859385e-6,-1.9867154119530345e-5,-0.0004644048892630221,-4.911961921644064e-10,-2.5859315116508764e-6,-9.184494777214886e-7,1.946498557798109e-6,6.034247843822731e-5,1.238058515822393e-7,4.043537278280099e-6,2.584434295152997e-7,3.134518316527076e-7,-3.058024746297945e-7,-1.874815364489669e-8,-1.3247592161297583e-7,8.898217726356091e-8,-1.3872937586774223e-6,1.3824615574232885e-6
-6.236558059722689e-7,-3.487915457722284e-8,1.1447861676798067e-7,1.4313181302647735e-6,-1.709247884334461e-8,-7.497495871707474e-7,-7.015363343456114e-7,-2.7070578599730603e-9,-1.195082912463722e-10,5.8160080607225756e-11,-1.8630850608756202e-7,-3.5380558904780833e-9,-1.7660125328417902e-8,5.954433608606656e-7,-4.265943012614785e-7,-7.643554450320412e-7,4.785692400166947e-8,-1.1152265026012707e-7,9.91155431911867e-7,1.615471531732941e-7,7.793209459744821e-8,-3.845042128492533e-7,-5.136325147128254e-7,-7.882112719641538e-9,1.4983112710633818e-7,2.7125303978670122e-6,2.796802744895442e-7,1.6469189556014004e-5,-4.609755791487109e-7,2.3460117033646395e-6,4.502991529936448e-6,1.8653080201246992e-8,4.527105942174983e-7,1.8484474031035292e-7,-4.188914722489838e-7,4.254733530723602e-5,-0.00011863093196528475,-5.066162849045069e-11,1.774008607088376e-8,3.4543155627929804e-6,3.149448090157725e-8,-9.386149428459478e-5,-5.675210444913541e-9,-5.7361029771599885e-8,-3.618628093837391e-8,-3.8710549453297345e-7,6.087465919590494e-8,2.290958842592513e-8,6.290229975693108e-8,4.377635242636214e-8,-1.0502816225061316e-7,8.725494889984722e-7
9.494096194833483e-5,1.0708617261257656e-5,1.4313181302647735e-6,0.011282524589478675,8.436941562490388e-5,8.641114908445497e-5,0.00010177623757416701,-0.00011035410462618183,7.112049855946142e-9,-1.1871763072875585e-7,-5.620092932799252e-5,-2.060764845687606e-8,1.8862548979228748e-5,0.0002421401466004195,-0.0009211417091078473,1.0726005224858015e-5,-5.0024564550758375e-6,2.5965830579174187e-5,0.0007831890774315437,0.00013167422729456736,2.0279563753592918e-5,-5.41125176710075e-5,-2.5924879626401406e-5,-5.4969432506428467e-5,-6.329930870145675e-5,-0.00018865621309656344,9.652203066201565e-5,0.004029770408890605,-3.0721688281914196e-5,0.004371750435148997,0.00029740451624659265,4.2942005002118235e-6,0.0010550728676522471,3.814206256503084e-6,5.054191164796515e-5,0.0009817645544771573,-0.014299113476484339,-7.168091627017855e-9,7.730186536565368e-6,8.322515481983399e-5,3.750393009231897e-5,0.0018392144633530023,-2.9565880142675245e-6,0.00013658067282185777,3.865300677212992e-7,-0.0001076898823492754,-2.8412806165251437e-6,6.359318449936134e-6,-4.626443411993309e-6,8.510865201453943e-6,-3.910739311114377e-5,-4.536758529864551e-6
3.657162209047399e-5,1.4514044409231645e-6,-1.709247884334461e-8,8.436941562490388e-5,0.00018058359455879662,-3.8595736843288756e-5,-1.9513720059076535e-6,1.8209397504320947e-5,-4.560931879712737e-9,3.563363432170666e-9,8.67552520538054e-6,-1.4313546932769407e-7,5.736449448148373e-6,2.919002326179365e-5,-0.00012185997349453361,5.4734628218996465e-5,2.908144273856791e-6,-1.857664367798464e-6,-2.841135379022865e-5,-1.1460340996130018e-5,-4.25066680493474e-6,9.954680978452123e-6,4.460049797887729e-5,1.3591513840259204e-5,-7.518207066366695e-6,3.692933546984534e-5,-2.2970432711745946e-5,-0.00014600131870259647,8.369349645998588e-6,4.3572945861249976e-5,0.00013713613180636394,-6.627742360785605e-7,7.238823788615747e-5,8.546003619720162e-6,5.851731419158353e-5,0.0010535735585611892,-0.001036103471843572,-1.4047111458712535e-9,-8.015132083652789e-6,0.0001327066125141775,4.7071637033223776e-5,0.0019951404239323405,4.886243401661773e-7,-2.284981566659441e-6,1.2004568536957665e-6,2.4430323038777712e-5,-1.1188348835494514e-6,-3.343129230163603e-8,7.121868406688445e-7,-2.0229042764133195e-6,3.0888102530587678e-6,4.768190493914797e-5
0.0003986921275838432,2.9211617675588935e-5,-7.497495871707474e-7,8.641114908445497e-5,-3.8595736843288756e-5,0.0005448315339530359,-3.4090996121381633e-6,-1.5924670233371968e-5,1.014592914804418e-8,1.3585469440186593e-8,-2.4702569312555474e-5,2.4279863154207123e-6,-3.5671099696670043e-6,-4.0903581285149575e-6,-2.6509475771621407e-5,-1.5905066885236652e-5,1.3832116588102839e-5,-2.7838663009159055e-6,-8.872655843847275e-5,-6.065042669726366e-5,3.9764956015482145e-6,-2.5051492967487233e-5,-0.0001093689979214061,-7.74212214958203e-6,1.5487433484102924e-6,0.0001985225913716568,-3.614226457104883e-5,-0.00185607208396105,3.2505370126107424e-5,0.0015086023798772381,-7.989547264618328e-5,-1.5273425564121683e-6,-0.00012244227895158278,-1.1222690344392445e-6,4.2814017683326795e-5,-0.0005145081269471351,-0.00793221200544976,-3.0883477493493597e-9,-1.948015914519121e-5,-2.1711429309985294e-6,1.6310096166855574e-5,-0.003013133732941084,8.295267596508553e-7,3.763338617158064e-5,3.1798870743549675e-6,-1.0734503518904854e-5,-4.16675069385333e-6,-5.521549231013398e-7,-3.4515355360786958e-6,2.1280207370698255e-6,-2.3578569513109713e-5,4.4640122736601264e-5
-2.0096656724877288e-6,-1.3897975619722945e-6,-7.015363343456114e-7,0.00010177623757416701,-1.9513720059076535e-6,-3.4090996121381633e-6,0.0004245709369485206,-0.00016344386351201663,1.0914350123939424e-7,-3.062129163972958e-8,-2.7476967174956113e-5,5.715018948973326e-6,1.7894218556802856e-6,0.00014061206783780192,8.980146430305786e-5,6.297654464430373e-5,-7.819302562462445e-7,-8.880492771434144e-6,-0.00011222271921199844,-1.8286172504101712e-5,-6.084398698455943e-6,1.3645480212923646e-5,0.0001490062358939497,6.282247327264602e-5,-1.0238215147714866e-5,0.000164363256188667,-2.709081440930433e-5,5.479657275281109e-5,2.285991365419086e-5,0.0015128858139212724,0.0001041585819155009,-1.2306461582639074e-6,-7.547083203292623e-5,-4.330004797905173e-6,-1.227506035155366e-5,-0.00011044405072917478,-0.00767639745903722,-3.792179689727003e-9,5.279960544769503e-6,-7.093240740119265e-5,2.602524749274118e-6,-0.004773184485384442,1.1994340494175418e-6,-9.163959394792423e-5,2.406513277426127e-6,5.271665885919282e-5,-1.8131461325945414e-7,2.1400258986283808e-7,-4.451089940013169e-6,1.0471951279325235e-6,-8.268618314243777e-6,9.829471641257982e-5
-1.3437580507414723e-5,1.7207269612353343e-6,-2.7070578599730603e-9,-0.00011035410462618183,1.8209397504320947e-5,-1.5924670233371968e-5,-0.00016344386351201663,0.0008933869815518846,-6.857521093732937e-8,2.432815687912407e-7,0.000512527877773887,-1.1621410577762286e-6,-4.943645422982615e-7,1.7893761191503346e-5,-0.00029266894633636284,-4.6287056025869646e-5,-8.039919879876219e-6,1.5514224283951285e-5,-0.00020774015544324206,-3.699766678769459e-5,-3.656788290299666e-6,7.878909631242174e-6,0.0001243631469219355,-1.4958865947920137e-6,2.3132842330674803e-5,1.4952783045944135e-5,-1.5453888772325978e-5,0.0023114136426246683,-2.5730929457118034e-5,4.441367230943923e-5,0.000668203004857915,-2.6865713649073605e-6,-0.00023808437088742635,6.069352253367561e-7,3.708444494217204e-5,-0.00039319810659296724,-0.005972548164675459,-6.024832549131782e-9,-5.715070517825134e-6,-2.3518572717126254e-5,2.6019053864474583e-5,-0.008407512537404717,-2.48499186661472e-6,4.2145656801645485e-5,3.7595931952744075e-7,-5.937563556148685e-5,-1.7999169315126138e-6,-4.409714904082702e-7,-1.2287535816381596e-6,-1.0629280682363133e-6,-1.786795053946305e-5,-7.777402747718596e-5
-5.928541706294613e-9,-7.328228246403237e-10,-1.195082912463722e-10,7.112049855946142e-9,-4.560931879712737e-9,1.014592914804418e-8,1.0914350123939424e-7,-6.857521093732937e-8,2.764456611556279e-10,-9.782127952963842e-11,-2.2010326588841213e-8,-2.656743192851865e-9,2.161548796047413e-9,-2.837176061277173e-8,1.0964726741386932e-7,1.7656477563091876e-8,7.995171384525831e-9,-4.309298639823758e-9,-2.0369670018745432e-7,-7.659334984728755e-8,-4.204254862690707e-9,6.840844103320367e-9,6.980850076945603e-8,1.2337205478995404e-8,5.152855155005609e-9,9.666607507503788e-8,-1.588515458700242e-8,1.5722842858771528e-6,-2.7394591856296447e-8,5.726568021014707e-7,1.2991742364776666e-7,-5.290233717472268e-10,4.223774717709801e-8,1.4420169797481137e-9,-9.771393096429625e-9,-2.2349225345055834e-7,2.615542101274609e-6,1.1839777029058177e-12,-2.867242731598428e-9,2.4008796966198725e-8,-9.976892672062032e-9,-3.0428671482292803e-6,3.2292959449644077e-9,6.380688966010042e-10,-1.0188500712556248e-9,4.310060321010735e-9,6.007338174022286e-10,2.8248407957113656e-11,-5.406548159147225e-9,5.598654002953998e-9,-8.803464282553322e-9,4.246424913687554e-8
8.399782208375193e-9,2.5012297919296008e-9,5.8160080607225756e-11,-1.1871763072875585e-7,3.563363432170666e-9,1.3585469440186593e-8,-3.062129163972958e-8,2.432815687912407e-7,-9.782127952963842e-11,2.931971977835095e-10,-3.352182076480887e-8,-1.4075047382654037e-9,-4.048226931335623e-9,4.269921049459572e-8,-2.028561593395722e-7,-4.4137120807517396e-8,-7.57744767651201e-9,7.185326073363449e-9,-6.093405758654832e-8,2.4072043390074482e-9,-2.6650274654283853e-9,1.0460761041938527e-8,2.2555833783248336e-8,7.251139844153787e-9,-1.1374001781629597e-9,-2.4083424859248553e-8,5.945699674854448e-9,-7.458481099759802e-7,1.3617884245023189e-8,6.586541652425863e-7,-3.8438541582513715e-7,-1.5400849578955476e-9,2.5558798246578497e-8,1.7715159456310192e-9,-4.6119342311817995e-8,-1.2553486529501343e-7,-7.915071956619103e-7,-2.5845114898242716e-12,-8.318867072294324e-9,4.186692078858589e-9,-2.4109545419059538e-8,4.169859899996987e-6,-8.407400315585687e-10,3.88833961874237e-9,1.8490799854220273e-10,-2.0108875727655172e-8,-1.7778913987166104e-9,1.102508901888225e-10,-1.3943201950250248e-9,-3.240549640668421e-9,3.4390062487993396e-9,-1.3076812082005655e-8
