horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,0.9985715646782456,1575.376404263191,1.8065167045969621,17.66792900886913,4,400,2000000,true
2150,0.9998267109750946,1556.6399488708894,1.5322366837878247,37.97212893249367,4,400,2000000,true
