x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1.4867869557008894e-6,1.1588782332024085e-7,-1.8252792186177148e-9,-2.10492187146384e-7,7.553964890104095e-8,1.5913609978411757e-6,-7.156875614133838e-9,7.661858266941903e-9,1.0662921423617653e-8,1.529649438799917e-9,-2.6182575321743513e-9,-1.9870307993601835e-8,3.116799902429004e-7,-5.6539194312265236e-9,-1.8552717588441428e-9,-1.1885514027634464e-7,2.1729294618435113e-8,-4.517370609511803e-9,-4.626931489917726e-9,-9.465068734704125e-8,1.5750555891060347e-6,6.374392598513817e-8,3.706515752540814e-8,-1.6157049341965765e-7,2.9160141486211584e-7,-9.195313383772365e-8,4.5457634680453964e-8,-8.7723903982615e-8,-7.195131306587582e-7,-1.6461868343925095e-7,-8.34583291642344e-8,3.539522909118194e-7,1.8074006561066034e-7,3.061889116314332e-6,-1.1086644502963402e-7,1.8516871577682768e-6,-1.1982188185767963e-6,1.6315626427668565e-8,2.4561855932509946e-7,1.2822557995463327e-7,1.31795076363836e-6,8.739111842580464e-8,2.7871900784768996e-8,1.490525128844733e-7,-9.722372623609213e-8,-2.670809722063799e-9,9.536961844468196e-7,5.848481083213732e-9,1.272855589913782e-7,-5.558696067802986e-7,-3.4356944924391934e-8,1.1093033446379874e-11,-5.614590051631253e-9,-3.3107409464399304e-9,-2.2412291001768978e-8,2.2370322310176244e-8,-2.053128996027943e-9,1.9677383277896007e-7,1.8581296248397657e-8,-2.1959896307336508e-8
1.1588782332024085e-7,1.5936647771909505e-8,-9.025607680499867e-11,6.231836652683348e-8,-1.014813373174338e-8,1.3181472782250357e-7,-3.8650918191041225e-10,-1.9360259672856717e-11,-7.397184633915325e-9,1.7358907159562617e-10,-2.838345981657672e-10,1.1950853491963682e-9,2.987344283298399e-8,-1.052883276441637e-8,3.5691864237073116e-8,1.988843757588199e-9,3.776560231074679e-8,1.5551390031880783e-9,8.343917134507437e-12,-2.6029936300762882e-8,1.673532825386887e-7,1.0844162131611885e-8,2.0899166824667236e-9,-6.2593335736848945e-9,5.102463981857226e-10,6.546610301257676e-9,5.000317866891672e-9,-7.519273311650217e-9,-4.4548229181910655e-8,-2.1482621353568324e-8,-7.679356756289831e-10,1.6021704507071189e-9,1.9757019347093047e-8,3.740620295827825e-7,-8.637362173629113e-9,-7.123404193161153e-8,-5.7765159987030416e-8,9.061700228434414e-10,1.9885702944985305e-9,1.2710765114642425e-8,2.141638863953363e-7,-1.9202177417467963e-9,1.9243326053209656e-9,1.875517397651689e-9,2.2508503862915113e-9,-5.558851334864296e-11,1.0474192973018598e-7,1.3881132591549945e-10,-3.503373838860823e-9,-1.0524051659486968e-7,-1.29551860105542e-7,-6.74273173695436e-13,7.572359346186736e-10,3.234828492414508e-9,-3.7727013681325576e-9,8.05452122011048e-10,-1.2288748738962177e-9,2.000422766593851e-8,3.1521284935106613e-10,-1.7499151127861017e-9
-1.8252792186177148e-9,-9.025607680499867e-11,2.965831375229165e-11,3.2245588282363478e-9,-8.800594002076168e-10,-1.7322343646292281e-9,2.4454845749371932e-11,-2.5592842287605605e-11,-2.035588276500675e-10,-6.885539202369181e-12,7.396612299554142e-12,8.409427059711342e-10,4.4110225287341245e-10,3.58858189469328e-10,3.573640760003599e-11,-2.2337453105855604e-9,5.051332287774632e-11,8.307382786610164e-11,1.940439597788856e-10,1.565116569098739e-9,-3.4567135868237458e-9,-5.538464569086324e-10,-2.058964082989872e-11,4.135981151639768e-10,1.5402844626424634e-9,4.523392084926596e-10,6.506572647803304e-11,-7.655728581994934e-11,2.9213325742226834e-9,7.398053145628368e-10,3.184265079533446e-10,-2.0570645637964938e-10,-4.1782401710704994e-11,3.682945608476382e-8,-6.989460217081432e-10,-3.474677440119545e-8,1.16768322465441e-8,-2.662838282033183e-10,-1.3365259764716741e-9,-4.740291331138992e-10,-2.3562631023928382e-8,-3.3169544359780833e-10,-3.998926188778103e-11,9.37270747864157e-10,-1.2080588024551888e-9,-7.367379716102739e-12,1.821093716604839e-9,-2.0119919914394445e-11,-1.038182371163231e-9,2.7024452563927794e-9,6.9813700182333895e-9,-6.9297247732422e-14,2.7012515867013518e-11,9.069148787905331e-11,7.54153253271657e-11,1.4225105373074447e-10,-1.0652774920933782e-10,-8.857135408848363e-10,-2.1145451943029025e-11,-8.158201031254632e-11
-2.10492187146384e-7,6.231836652683348e-8,3.2245588282363478e-9,9.452956337560423e-6,-2.237306294732654e-7,-2.2167820926658843e-7,1.6143103853124716e-8,-8.939075779254036e-9,-2.1716918784335425e-7,-9.464388836386665e-10,2.7171541790927426e-10,-8.46393973831304e-7,1.9296171288426713e-7,-3.600131697268593e-7,1.5569558289472316e-6,-7.57942902099739e-7,5.610344508509647e-7,-7.02798279954203e-9,-2.442384906078897e-8,-1.4241665723569684e-6,7.195162240321807e-7,-4.1039687068912176e-7,-4.144668686191527e-8,2.4702439272447395e-7,2.5088434096737802e-6,5.137379127703927e-7,1.1043294512541374e-7,-1.2951093288633017e-10,1.5546707315919517e-6,4.899717222239786e-7,1.98779672809193e-7,9.164900805355669e-7,9.085487771821592e-8,2.197234457863351e-6,6.17780427293839e-8,4.4442753435146575e-7,9.426803787516524e-6,-9.808016866617968e-8,-6.445984791619311e-7,-5.364022734051068e-7,-2.920885552720504e-5,-3.626663233044204e-7,-1.4623716624245035e-7,9.85067446520544e-8,-2.4262231309614667e-7,-1.1872551121219926e-8,-2.3972422927805466e-6,-1.0603414033397446e-8,-9.251548209232038e-7,1.890712800810509e-6,-1.9477152753688733e-5,-4.88444874039075e-11,-5.623417014309421e-9,7.226727734246816e-8,-6.278005256284246e-8,-3.378447659712101e-8,-1.949538244827422e-9,9.224727192940342e-8,-1.837556646509193e-7,6.538574514872668e-8
7.553964890104095e-8,-1.014813373174338e-8,-8.800594002076168e-10,-2.237306294732654e-7,1.5872110349542373e-7,1.134726641941141e-8,-1.0071201824962802e-9,4.363953486776012e-9,4.6686629142245476e-8,-3.9067221310835193e-10,8.814879349932178e-10,-6.585494770752734e-8,-5.025171971540308e-8,3.678141178145737e-8,2.9673843212467443e-8,-1.0021813841972889e-8,-9.530112177048713e-8,-8.163711173961481e-9,-8.153599365380102e-9,6.845829775019937e-8,1.3453531195244866e-7,-1.684367471636516e-8,1.549861952274384e-8,-4.2393768777513765e-8,3.052338857329776e-7,-2.918107001371131e-8,6.8027403446780735e-9,6.385524297324071e-9,2.513196666982919e-8,-2.075541345204826e-8,-3.208689424512846e-9,1.6110980004457914e-7,-3.130839373682163e-8,-2.364632981528271e-6,1.8197376235782118e-8,1.1623021022131967e-7,-4.797916845380362e-7,9.7232710569034e-10,4.8532865382025354e-8,5.8269130199770185e-8,-1.6305494449571975e-6,3.5504536436030886e-8,-3.803673550336011e-8,-2.5070174790048774e-8,6.898532279142953e-8,-7.776984384988278e-11,4.26552799523654e-7,2.7318619022138256e-9,1.1969605115917447e-7,7.760619300306227e-8,1.0976559374878222e-6,1.3787958187887813e-12,-1.0951207060981042e-8,-1.4185703661681227e-8,4.482513752030376e-10,-3.9813942124328035e-9,6.630450605179318e-9,-7.430476309151445e-9,-1.9989250623362548e-9,7.472663318972893e-9
1.5913609978411757e-6,1.3181472782250357e-7,-1.7322343646292281e-9,-2.2167820926658843e-7,1.134726641941141e-8,1.7821324833089132e-6,-6.1540296649635935e-9,5.968444456185843e-9,-1.2121451150939231e-8,1.78131282319918e-9,-3.5515919108877395e-9,-5.505786357092417e-8,3.3307074980668185e-7,-2.1814985270955062e-8,-1.1895921931901454e-7,-1.8450125112071472e-8,1.0043758982281495e-7,5.979035532573565e-11,-6.445206338350861e-9,-3.1151779887925507e-8,2.0979293327304896e-6,4.8224159572899e-8,3.877270290198501e-8,-1.521805934480994e-7,1.2646971077347343e-7,-1.0047191414319752e-7,4.0416967975009425e-8,-7.198698684824698e-8,-7.893395684981164e-7,-2.1281105722847992e-7,-8.109329838856052e-8,3.031303873769447e-7,1.9707686654524046e-7,5.364771336070448e-6,-1.3681037639829594e-7,1.5301555795758542e-6,-1.389425075285365e-6,1.2938434976774015e-8,2.606472311397157e-7,1.033080505105292e-7,3.3272021431816063e-6,7.844908665732538e-8,4.2098389050251195e-8,1.3883653552834768e-7,-8.254782750071138e-8,-2.83935509097667e-9,9.581205539110626e-7,6.030183941449578e-9,9.60993245123544e-8,-6.494106741149824e-7,3.4988886543207667e-7,1.1379827929446418e-11,-2.920069174738435e-9,-3.0333400868044565e-9,-2.542253537257313e-8,3.31791361946389e-8,-1.0688643736152911e-8,2.563325630233904e-7,2.9363053034817362e-8,-2.9688897675281363e-8
-7.156875614133838e-9,-3.8650918191041225e-10,2.4454845749371932e-11,1.6143103853124716e-8,-1.0071201824962802e-9,-6.1540296649635935e-9,6.420104534955553e-10,-4.3593766403351316e-10,-1.1425647655260834e-10,-1.411887264413574e-10,9.802844256013899e-11,-1.3929237653783981e-8,-6.687026506646682e-9,1.0012642108938121e-9,-1.209516836713168e-9,3.639581454021867e-9,6.415012540828931e-9,-8.030846410339619e-11,6.610262308290038e-11,-5.353874882692289e-9,3.356444273849846e-9,-4.605984439878645e-9,-3.446243434088694e-11,3.4066420901153104e-9,-5.407376661885516e-9,1.62798970272498e-9,-4.734729781194886e-12,2.0563560850992256e-9,8.45597106193953e-9,-2.2612718848735733e-9,2.0628578020794967e-9,-9.599712076530339e-9,-3.3223489671356923e-9,-8.273391407736319e-9,-1.7472622401422813e-9,8.004395617040957e-9,4.1028879019019126e-8,-6.278784264193635e-10,-3.41407136879851e-9,-3.844309603518094e-10,4.067356447425284e-8,-3.2382321083222287e-9,-8.123474361800213e-10,-1.0138599204834632e-9,4.694429767698857e-10,-3.297664560746531e-11,-1.1664383596811405e-8,-3.237146672581321e-11,-2.9892624787253845e-9,4.18635698083953e-9,-5.988147198966138e-8,-2.867393735036597e-13,-4.2138277120758803e-10,5.54252238723107e-10,4.863200665344522e-10,-1.0479443857562354e-9,-3.244991590446929e-10,2.3063904350080368e-9,-5.137989684665763e-10,2.6591294144290106e-10
7.661858266941903e-9,-1.9360259672856717e-11,-2.5592842287605605e-11,-8.939075779254036e-9,4.363953486776012e-9,5.968444456185843e-9,-4.3593766403351316e-10,1.31404242352918e-9,1.7796247856090883e-9,-2.6290400628160113e-11,1.0854147490953785e-10,3.4156588760911267e-9,-6.476232621676153e-9,-3.5282617845843334e-9,7.748523187919776e-9,-1.8801651662269504e-9,-2.936943012753433e-8,-4.3632789064567743e-10,-9.285431630428963e-10,1.4181257095668302e-8,-1.1630353582258275e-8,1.4777517554410966e-9,1.197617923200309e-9,-1.8317339700106302e-9,3.095901079353263e-8,-3.769584852144027e-9,7.143988703632218e-11,-1.2353765707318536e-9,-6.126474994906998e-9,-3.0229596444018132e-9,-6.480740069974972e-10,1.1368897990855597e-8,4.243442940268552e-9,1.2551193144062273e-8,4.434561153379633e-9,-1.8708252651814793e-7,-2.180508175671193e-8,-8.152823241622878e-11,5.390991698756053e-10,-5.127376488041261e-10,-2.7914265507070308e-8,3.3154643683473683e-9,-3.162310325649751e-11,5.6698743517155545e-9,-2.283337917786205e-10,2.1036120066382584e-11,-3.445568439709152e-8,-3.347423371039471e-11,3.051803821624505e-9,-3.680557716385381e-9,8.402667743985438e-8,2.098316839381802e-13,2.417841389297469e-10,-9.726002356615419e-10,-1.3964255227046112e-10,1.6236398307863949e-9,2.9679027794201984e-10,-6.010041088744575e-9,1.514215840469626e-9,-5.545082034588912e-10
1.0662921423617653e-8,-7.397184633915325e-9,-2.035588276500675e-10,-2.1716918784335425e-7,4.6686629142245476e-8,-1.2121451150939231e-8,-1.1425647655260834e-10,1.7796247856090883e-9,9.903296558531949e-8,-4.182750419097648e-10,6.530979396668851e-10,-9.588453460627694e-8,8.29301221820684e-9,1.0663615612347828e-8,8.990009269309967e-8,6.837892729712778e-8,-9.281953388907342e-8,-2.731264817571868e-9,-5.7015203263106975e-9,7.06578930396742e-8,1.6320292236803684e-7,3.222772462552599e-8,5.526152633373614e-9,-9.195694370990222e-9,-5.333119899401887e-10,-1.8563832822601042e-8,-1.366084630920664e-9,-5.0070051046727554e-9,-1.4032065946637024e-7,-3.587951443543481e-8,1.826432419988897e-9,7.876140074899528e-8,-2.73849637972938e-8,-7.62625942823913e-7,-1.9390247411618297e-8,-2.3972253396470727e-7,-3.2489909304514426e-7,3.73418312169429e-9,2.4713032631549123e-8,4.0322609139508604e-8,-8.809757821327101e-8,2.2102508215306985e-8,-9.221949272001526e-9,-1.21457439030023e-8,5.97268219242901e-8,-1.2933980713246803e-10,8.958032406712296e-8,7.707999788740878e-10,3.8672966101243486e-8,-3.326576500158373e-8,-2.39930855676079e-7,1.0820545766382841e-12,-3.2773023826669222e-9,-7.763078066163059e-9,-2.656005388664722e-9,-8.502985616271128e-9,6.971113912849451e-9,-9.790251823970344e-9,3.096375350744581e-9,1.7474410787732965e-9
1.529649438799917e-9,1.7358907159562617e-10,-6.885539202369181e-12,-9.464388836386665e-10,-3.9067221310835193e-10,1.78131282319918e-9,-1.411887264413574e-10,-2.6290400628160113e-11,-4.182750419097648e-10,7.467883089329119e-11,-1.0026276020055667e-10,-2.7725858691012773e-10,1.9897717238064334e-9,-3.2052217542600605e-10,-9.610868219961168e-10,-3.9744432409204505e-10,3.60411822271635e-9,8.855602179720527e-11,-8.776977018999963e-11,5.32057867049381e-10,4.423627296545095e-9,9.673451150638762e-10,3.8039856397287746e-11,-1.2176425512206987e-9,-5.440088108214664e-10,-7.199283997961718e-11,-2.272686733749012e-11,-2.79553456026345e-10,-2.565405232044834e-9,3.561346251811492e-10,-4.6532217168831027e-10,3.1495174149768214e-9,6.023831615501688e-10,-9.399300088357651e-9,7.716104364716591e-10,1.1705645440665862e-8,-2.0315968803357107e-8,8.398484870767342e-11,1.2220808932938895e-9,-4.5122214929995305e-11,-1.9751168922056975e-8,6.995328183982696e-10,2.304967271783138e-10,-6.157347465587735e-10,-1.6017118335659078e-10,7.279868910091437e-12,7.955813463523216e-9,3.672473229099555e-11,5.228193422390496e-10,-1.3564015485304e-9,1.7274405393388732e-8,5.743040174537816e-14,1.9718860500121795e-10,-1.1751068907508253e-10,-2.890267155172342e-10,-1.1987936259327967e-10,7.74433789378951e-11,6.533111431524006e-10,-5.4436474482724803e-11,6.221401797844995e-11
