horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.005410733503564,1332.6382465948147,2.8912342834903244,20.362150817209432,4,400,2000000,true
2150,1.005686319575939,1317.4110148539899,2.551035828216979,41.963701609789204,4,400,2000000,true
