param,scale,rhat,ess,converged,med_spread_ratio,med_seed2026,med_seed2027,med_seed2028,med_seed2029
gis_c1,linear,1.0320132125999237,98.81960781420587,true,1.0776893549618043,0.04464909342307119,0.04534223208320468,0.04654549822169338,0.048117852690738934
gis_c0,linear,1.0580664424113295,66.5718941383266,false,1.1316133861537714,0.05815477797696689,0.059682124655534664,0.060993592410235345,0.06580872522753627
gis_f,linear,1.0750487007328349,51.61368176705169,false,1.1370586880834224,0.5790276798035036,0.5695779247597017,0.535029741397217,0.5092328882157243
gis_alpha_f,linear,1.0068364408715316,897.0671757975066,true,1.0866934934015076,0.00469142050260434,0.004559814285398229,0.004847848409469158,0.004955120515061501
gis_beta_f,linear,1.0113998931456867,672.0378785899308,true,1.0775652865291077,0.00929750866591046,0.009477646919951403,0.009609294422198402,0.010018672589588667
gis_slow_ell,log,1.054684132920782,66.77214307981683,false,1.2963854774198544,-5.030146328320895,-5.054361129475605,-5.134213031091527,-5.289726318306329
gis_slow_w,linear,1.0045630265522822,1598.1137473395409,true,1.0657987240386293,0.5255803269764827,0.5546201282042769,0.5234959209902409,0.5579412846308258
gis_amp,linear,1.0034663298506952,3010.0096265017396,true,1.0143790512459032,1.898390612023707,1.915020754800831,1.8949400937857812,1.9221875345022434
gis_s_high,log10,1.0014398583860913,5795.714151737341,true,1.0271632922470386,-0.6376944918037873,-0.6449463976114582,-0.6493339824162113,-0.6476370248471931
