horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0021064055595978,1514.0190531707494,1.5760395958276567,18.374823437180694,4,400,2000000,true
2150,1.0022326983587178,1466.2534993458853,1.0246841625892134,38.49134852256917,4,400,2000000,true
