x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.0015274225999743407,0.0002247392109308392,-5.887932700710823e-8,7.555552972593538e-5,1.2581919056221728e-5,0.001571969487228504,4.510852987379231e-5,-2.4292650352052225e-5,4.032412802736619e-9,1.5797359593000753e-8,-2.713453512164855e-5,6.322518134089518e-7,-1.5404332671135512e-5,2.846455023108669e-5,-2.5560754607011794e-5,6.049667627362266e-5,0.0006837507645154668,0.04795036688661439,1.211664465360733e-5,0.003946955594269162,2.1084299081354577e-9,2.5572870255660576e-5,3.202630818428921e-5,0.007429982060361185,0.0007825075181265731,-4.7784314790730306e-6,1.4960648089661046e-5,7.338132793561369e-7,-2.5736710719984657e-6,4.635593827115489e-6,1.0074648095555234e-7,-3.774581282712059e-6,2.4585856523537808e-6,1.0449085417271024e-5,1.1373426362330762e-5
0.0002247392109308392,4.200893569794093e-5,-9.494427640889396e-8,1.0715693011374523e-5,-3.2445733138838093e-6,0.00023266544761567704,6.757037880171218e-6,-7.030183849049281e-6,3.302471372605751e-10,1.4992555975493603e-9,-6.011700033143426e-6,3.733400160159939e-7,-2.3452345149957474e-6,4.892395926591476e-6,-4.183885040199352e-6,6.148455779197627e-6,8.311059878144372e-5,0.006495036314799838,-1.0772254320954602e-5,7.763055858084526e-5,-2.1505083177367205e-10,1.18310136084181e-6,-9.01964471402818e-7,0.011053605264934848,0.000656751816919107,-3.983142518676543e-7,1.8327449854754263e-6,-5.6337186730862084e-8,-2.07138934478984e-7,6.856747514293982e-7,1.6394754323903172e-8,-1.36222949599627e-7,4.821202533700077e-7,3.97584791811356e-6,2.1514324274459635e-6
-5.887932700710823e-8,-9.494427640889396e-8,5.02471559867736e-8,-1.4015058405140706e-7,2.651604928485413e-7,-1.9883439057362985e-7,-7.205795837334878e-8,1.6903640661088593e-7,-3.955681731477674e-12,1.0741690417541214e-10,-2.9766088804712787e-8,-1.765631618645448e-8,-1.5077862712266144e-8,-9.453764297308701e-8,-6.343815916992015e-8,1.534875390739599e-7,2.286185526546325e-5,3.7366172311123704e-5,4.1309648716197615e-5,2.4901326216521363e-5,2.773404864848743e-11,2.5460094836009056e-7,3.305463940044351e-7,0.0013568231417034782,8.033698464514847e-5,-4.0540797258896306e-8,9.861755605490943e-8,1.444783769425335e-8,-7.237005886955991e-9,-1.2602258690765752e-8,-8.087614966288463e-9,8.876942819572684e-9,-3.335696816337575e-8,2.2091525630644894e-7,6.623411592322037e-9
7.555552972593538e-5,1.0715693011374523e-5,-1.4015058405140706e-7,0.011487118522899329,5.876478592898904e-6,7.271988871277428e-5,-0.00014861516832700893,0.0001783849910969021,-1.2929790205545242e-8,6.761385532219222e-8,-5.943806328625488e-5,5.937372816035121e-6,-1.474060924056888e-6,-5.453926251170333e-5,-2.0382616636175825e-5,0.00013242517354414385,0.011851593426058528,0.055742940109124894,0.0009334372074965406,-0.005269107156975721,-2.861777362068585e-9,6.282602160859286e-6,1.0523974367407187e-5,0.13597104803481835,0.006204857404220263,-1.4906123788885393e-5,2.2319133838040725e-5,3.935705189383372e-6,-6.812272792708309e-6,-1.056622919274746e-5,-2.3511949373367953e-6,1.1300099434899124e-6,-3.2898576643917563e-6,1.7609615363617722e-6,-4.7482940780562296e-5
1.2581919056221728e-5,-3.2445733138838093e-6,2.651604928485413e-7,5.876478592898904e-6,0.00011632660917846277,-5.592494795066028e-5,1.0907051763838527e-5,7.349487726937269e-6,4.013979192071574e-9,3.829705883397431e-9,6.610472279353354e-6,-1.555607893587312e-6,-1.4307746323774046e-6,2.82019843661782e-6,-4.9707049075803495e-6,1.1015591036155654e-5,0.0007756406387744798,0.0015991961293369617,0.0007399502145756424,0.004229082152774969,2.8513367666628776e-9,6.429398807308602e-7,-5.58614097012615e-6,-0.2537228987077164,-0.014122810141822125,-1.818355005126845e-6,-8.31742058946413e-6,2.1119761837408167e-6,-3.8758698949050034e-7,2.92438681244174e-7,-2.510279609843543e-7,7.650148358192854e-7,-1.3528757962432432e-7,5.868937695780691e-6,4.800267000592811e-6
0.001571969487228504,0.00023266544761567704,-1.9883439057362985e-7,7.271988871277428e-5,-5.592494795066028e-5,0.0018218132423068068,3.927766281020473e-5,-7.695370641383072e-6,-6.132368479378538e-9,3.5665613634915604e-8,-2.693921485136185e-5,4.2471480325093383e-7,-1.5464501477369253e-5,1.8814338889718686e-5,-2.2722454125410935e-5,6.0522912252138936e-5,-2.2457362525548672e-5,0.04345146614135934,-0.0008455443693889565,0.0014160067663948682,-6.90178660786413e-10,2.635181643822635e-6,5.8180880019217215e-5,0.08160668342795951,0.00473037307443836,-4.099347904408027e-6,1.8016825095951365e-5,-1.631960959293132e-7,-2.5696565944273095e-6,4.5492878027000645e-6,6.091746389479687e-7,-2.0052409892956613e-6,1.7400423317884763e-6,2.7172692288910723e-6,1.8364977808295164e-5
4.510852987379231e-5,6.757037880171218e-6,-7.205795837334878e-8,-0.00014861516832700893,1.0907051763838527e-5,3.927766281020473e-5,0.00045661540971316894,-0.0001249876092925008,6.809370689192706e-8,-6.564973130799655e-10,1.1195424065038387e-5,-4.459691996500112e-7,4.990133899406491e-6,-1.9519111163602832e-5,4.635593806880987e-6,-6.885509633647399e-6,-0.004514279765543327,-0.052480189283834494,-6.096255159131217e-5,0.004104935561726039,1.9270767090123004e-9,-3.825442114600003e-6,-5.7365936983016e-6,-0.0050159795038299095,-0.0004240384203812408,-1.1822291268195102e-6,6.40939491485996e-6,5.154915654874791e-6,-1.5939915275560284e-6,-2.190007493699254e-6,-3.9601869399168965e-7,-2.501850846359628e-6,-3.895262733811956e-6,-2.301758731949685e-5,-4.375242377399525e-6
-2.4292650352052225e-5,-7.030183849049281e-6,1.6903640661088593e-7,0.0001783849910969021,7.349487726937269e-6,-7.695370641383072e-6,-0.0001249876092925008,0.0011924558088305252,1.9162073113157907e-8,4.6608234242834904e-7,0.00048438817617847934,3.33011028895225e-6,1.1327659122809919e-5,3.217960839007718e-5,-5.812709310376028e-6,-5.262426157676027e-5,0.0013158143283630611,0.006803506778722492,-4.224247912877761e-5,-0.02425436255603817,-1.3273673481963213e-8,6.942106689831438e-6,8.21322017116008e-6,-0.19261964644490182,-0.010691045501782822,6.86191202450788e-7,-1.0445266429169223e-6,-3.205829844223203e-6,8.955439249854898e-7,1.4198018078167977e-6,5.816984110607822e-7,-1.1794248481253162e-6,1.9505127375519933e-6,8.366816348516383e-5,-3.240683473128662e-5
4.032412802736619e-9,3.302471372605751e-10,-3.955681731477674e-12,-1.2929790205545242e-8,4.013979192071574e-9,-6.132368479378538e-9,6.809370689192706e-8,1.9162073113157907e-8,3.12383439141676e-10,-9.350741256213448e-11,9.12345301646659e-9,-4.1976931162266494e-9,-1.0389475898539201e-9,2.5335104107151522e-8,-8.298128202925331e-9,8.399941461820751e-9,1.2313254146687858e-7,1.6865880039514076e-5,-1.456378221297406e-9,-4.611324983058217e-7,-2.7442878687018525e-13,2.940752442203551e-9,-1.5431450905936361e-9,-6.980827864624708e-6,-3.602798196280584e-7,-8.737391331720763e-10,1.5106997877503544e-9,-1.8155761408226544e-10,5.544608599506617e-10,-2.811803269893927e-9,3.589334199227867e-10,-3.522153036135191e-9,4.528566167807653e-10,3.904579231991928e-8,1.8587041746434285e-8
1.5797359593000753e-8,1.4992555975493603e-9,1.0741690417541214e-10,6.761385532219222e-8,3.829705883397431e-9,3.5665613634915604e-8,-6.564973130799655e-10,4.6608234242834904e-7,-9.350741256213448e-11,5.422216511423849e-10,-6.589469258771622e-8,8.461957863484453e-10,1.6334597455874065e-9,1.3483879677281018e-8,-3.351748722263984e-9,-2.4608317389357944e-8,-9.007279523245334e-7,2.190465762419218e-5,2.8742153244978854e-7,-9.868445085376984e-6,-5.9463717666970385e-12,-6.581519527432277e-10,7.294469736727522e-10,-7.993352139573809e-5,-4.97213217723228e-6,-4.520964957439971e-10,5.026916843395213e-9,1.2306551157663652e-10,9.688132230193856e-10,2.3947124619216267e-9,-1.0043183537359545e-10,3.635630604730807e-9,-2.5572599994579563e-9,1.447937363559269e-8,-4.476412318427998e-8
-2.713453512164855e-5,-6.011700033143426e-6,-2.9766088804712787e-8,-5.943806328625488e-5,6.610472279353354e-6,-2.693921485136185e-5,1.1195424065038387e-5,0.00048438817617847934,9.12345301646659e-9,-6.589469258771622e-8,0.0005904310606952994,-2.6979682769752157e-6,4.123411582597938e-6,-5.476353420848391e-6,2.536308197062516e-6,-4.3226499467826896e-5,-4.433781883324065e-5,-0.0246547739500025,-0.0002131071280079449,-0.00787245350824506,-4.269149803290131e-9,-3.3736195599007224e-7,-3.09310895891914e-7,-0.10589614241057423,-0.005661842624877704,1.7705553599627673e-6,-6.087783174283596e-6,-3.4675822239284435e-6,-2.2799209580647963e-6,4.347202404686851e-6,8.715329861939548e-7,-4.813041363454048e-6,2.508613569543915e-6,3.4090676660054723e-5,-1.284540715736916e-5
6.322518134089518e-7,3.733400160159939e-7,-1.765631618645448e-8,5.937372816035121e-6,-1.555607893587312e-6,4.2471480325093383e-7,-4.459691996500112e-7,3.33011028895225e-6,-4.1976931162266494e-9,8.461957863484453e-10,-2.6979682769752157e-6,3.415029367267572e-6,5.63528319520083e-8,1.024376148460175e-6,-7.867397918694514e-7,-7.349629275530686e-6,-1.4482636712840004e-5,0.0006810500601800287,-1.8299623546763972e-5,0.0006796530477496326,3.5211897867064117e-10,2.058079722903588e-7,-1.9902787602492453e-7,-0.004012344138582255,-0.0002210366163623582,-5.749058228437579e-8,3.6873808575537884e-7,-6.702425754241504e-7,-5.867795245166325e-8,-2.0321225426880008e-7,9.88856213121227e-9,6.437190806542813e-7,-6.972739842459975e-7,2.026113325826036e-6,4.787739338209616e-7
-1.5404332671135512e-5,-2.3452345149957474e-6,-1.5077862712266144e-8,-1.474060924056888e-6,-1.4307746323774046e-6,-1.5464501477369253e-5,4.990133899406491e-6,1.1327659122809919e-5,-1.0389475898539201e-9,1.6334597455874065e-9,4.123411582597938e-6,5.63528319520083e-8,3.964902960983879e-5,-7.4196701524450316e-6,-5.668109278792415e-7,-8.333212605815904e-5,-0.0015045053639201444,0.047211245297676036,-2.945944312364987e-5,-0.0014142262808137908,-7.58823106447577e-10,1.2351523632023656e-6,9.57393858143975e-7,0.004754887436908617,0.0002790736022485279,-7.12067126806913e-7,2.008196238445727e-6,3.1353558884738804e-6,4.1147117110537013e-7,-3.22750605122129e-7,1.4405212127139713e-7,-4.5511582550065674e-8,1.1370993476758596e-6,-1.0858281112156085e-5,4.352753212892304e-6
2.846455023108669e-5,4.892395926591476e-6,-9.453764297308701e-8,-5.453926251170333e-5,2.82019843661782e-6,1.8814338889718686e-5,-1.9519111163602832e-5,3.217960839007718e-5,2.5335104107151522e-8,1.3483879677281018e-8,-5.476353420848391e-6,1.024376148460175e-6,-7.4196701524450316e-6,0.00036052397976891294,7.74838264143079e-6,-0.00010043521769839262,-0.0028149478848246328,0.1344469876094511,3.6068558213256835e-5,-0.0036139947312663883,-2.1484519744593e-9,-1.7021402679977547e-6,-6.911626649122795e-6,0.03764699596284798,0.0020492258846080825,1.0614730452571601e-6,-7.913426343366486e-6,-6.253840758466664e-6,-1.2776071996227067e-6,1.0402588609882196e-6,-7.842591294126894e-7,-3.877674302335856e-7,-3.461474094135898e-6,4.131979047610794e-6,-4.583258299719414e-6
