metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,0.0019228369994969796,0.0015607865311288549,0.002321903350083332,0.0019166478075138826,0.0015753732433370971,0.0023447241495169633
total@2100,0.004268837906136369,0.0032553254789728925,0.07232795027913426,0.004299758741952075,0.003223196051614252,0.0750875470183388
total@2150,0.006149683955165486,0.004203628775559664,0.10405717403026102,0.006337012996817748,0.004141759387335497,0.10481599109770912
total@2300,0.011090275466070665,0.006957622564888766,0.17810261129942262,0.012045047355053384,0.006806547420302423,0.17901558308114857
ais@2100,0.0008663211223574052,0.00037687433987909635,0.06949185632276986,0.0009537044908553227,0.0004095855255509484,0.07230463316293907
gsic@2100,0.0002885216885938124,0.00020251409428571066,0.0005088778858888254,0.0002994619484560257,0.00020007622976434548,0.0005260111247955557
gis@2100,0.000529303112344337,0.0001379083548647131,0.0011430918138488622,0.00047243149881470714,0.00013610471695901794,0.0011396882448755363
te@2100,0.0024987829082359523,0.0017878196574512728,0.003069513503568544,0.0024710588219594596,0.0018047529697514443,0.0030699158313936435
ais@2150,0.0016479593630080557,0.0006196158120752137,0.09936832015935479,0.0018318945201322378,0.00065903441172801,0.10014173046011372
gsic@2150,0.0002906757575963148,0.00018252724875189585,0.0005503233777681693,0.0002890195179680255,0.00017164295468834466,0.0005696102558733429
gis@2150,0.0008482598114811779,0.00022809921925492915,0.002024340090551746,0.0007628799159631328,0.00021863165322599798,0.0019393801521161436
te@2150,0.0031918652228963397,0.0021667052105575737,0.004073018759335944,0.003193918073797164,0.002187227132800551,0.004073552618781307
ais@2300,0.004253122210940319,0.001241392763489646,0.1713112886540614,0.005075660379556268,0.0013475053434791385,0.17253255273551638
gsic@2300,0.0002742160293670359,0.00016477680336492994,0.0005986611147209331,0.0002733485313813233,0.00013292556113730924,0.0006050826159179401
gis@2300,0.0016565933999324045,0.00045159899388469427,0.00449016047309847,0.0014723981685094145,0.0004322272914647485,0.003962709424753896
te@2300,0.004517828614104857,0.0029942142533855077,0.005883611551451296,0.004537211218139348,0.0030017274186981526,0.005884382729241011
