horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0006973493927993,1554.5241613313874,1.9097061483454796,17.91362146590648,4,400,2000000,true
2150,1.0003654445033032,1542.109662606567,3.8927028658586655,38.12818776830775,4,400,2000000,true
