horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0083262549889582,1049.4446863667679,2.958102081963061,18.01539192618279,4,400,2000000,true
2150,1.0112891583886574,1060.8261707681957,5.260648718674389,39.365605413954924,4,400,2000000,true
