metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi,prov_model_lineage,prov_dais_integrator,prov_forcing_basis,prov_pulse_spec,prov_units,prov_reference_period,prov_weighting,prov_code_git_commit
total@2050,0.0020158820909131235,0.0015459196835935884,0.002956970104533596,0.0020110879597996954,0.0015297015505169043,0.002902819927072642,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
total@2100,0.005897908210038594,0.0031929024698563067,0.03819923002454502,0.00581433222026746,0.0031441899243887404,0.03808593840709022,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
total@2130,0.017306025465694576,0.0038817216714434723,0.057966315951303214,0.017026764373071046,0.0038193656537956143,0.05807804171756885,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
total@2150,0.019753739972139785,0.004267997915431465,0.07588119707061694,0.019525680489041974,0.0041986876912481815,0.07590898846214884,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
total@2180,0.022461191417977488,0.004776104907207213,0.09953227112796412,0.022314028351232196,0.004694435566223376,0.09948946777491585,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
total@2300,0.027880997376945514,0.006452314369965961,0.1457463767149477,0.0278582065363878,0.006337388529338739,0.14628897770210755,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
ais@2130,0.012353284455818426,0.0006539084786416182,0.05325883324733951,0.0120800125291737,0.0006295183237559066,0.053532599485185274,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
gsic@2130,0.00030550857088034177,0.00016952064870956463,0.0006125710388138472,0.00030308760415547197,0.0001691135804143151,0.0005469911945896299,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
gis@2130,0.0007345560113325433,0.0002737886933079636,0.0016738509838720717,0.0007245489598073362,0.0002665639844412482,0.0016938992439996525,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
te@2130,0.003296632518617315,0.0020158826836686574,0.0048070758247543924,0.0032935590294556503,0.002008379137666694,0.004809062837948375,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
ais@2150,0.014259471602825613,0.0007818945502857666,0.07080603635286167,0.014054774188224428,0.0007542686517836295,0.07079356181614571,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
gsic@2150,0.00030277561138607466,0.00015536401652003207,0.0006297232811824927,0.00029930252537955224,0.00015458562931272012,0.0005575052388874013,BRICK-AM (Antarctic-Mengel; MimiBRICK v2.0.0 fork + Mengel-2016 glaciers),SUB-ANNUAL (frac patch ACTIVE),DETERMINISTIC (stochastic_run=False + future solar held at trailing 11-yr cycle mean); wide-file suffix '_nonoise_flatsolar',"+10 GtCO2 @2030, SSP2-4.5, paired in-process per (config,draw); mode=on",SLR cm; pulse marginals are cm per 1 GtCO2,1995-2005 mean (SLR anomalies re-referenced per draw),"COUPLED = conditional importance weighting w_{i|k} ∝ exp[c·(ℓ^FB−ℓ^B)] normalized within each FaIR config (p(config)=1/841 uniform; forcing marginal untouched); c=0.1323, achieved mean conditional ESS/N=0.600. INDEPENDENT = equal weights.",a3bde83-DIRTY
