ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,greenland_a,greenland_b,greenland_alpha,greenland_beta,greenland_v0,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_delta,gic_u_pre,gic_s_r5,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip0_LOG,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric,sd_dang,rho_dang
0.5953441671,0.03847598884,0.01160055416,-15.40307732,0.6050536854,1.667084441,-0.0695863926,6.641148155,0.0003742473841,0.0007419316151,7.184331728,0.1648905398,0.08975513159,0.1936392262,-0.4038905836,-2.886617641,0.1176848376,0.1690404256,-1.577956044,-3.343977607,0.1718982603,0.2490651825,-2.012887728,-2.620814758,0.7266650896,2.40548471,1.442029885,29.57035768,0.1264968344,10.01021475,2.472506643,0.01068589191,1.7986247,0.04386480223,0.7925572757,10.17925295,757.3911908,0.0006112744899,1.022591091,-0.8807622693,-17.91569834,92.01188829,0.01736860732,0.2509493277,0.01924612557,0.9694044079,0.04579403165,0.9835473361,0.0715867828,0.9766065958,0.05882757339,0.3701025448
0.5429278617,0.07300578378,0.01166304544,-15.24844915,0.4219806273,1.842673491,-0.133664045,6.852739909,0.0001956112731,0.0007495973457,7.363496364,0.1582225539,0.07515046021,2.392760175,0.8986130686,-2.777640213,0.1045547051,0.2570578777,-2.093421371,-3.512028651,0.1232269839,0.4024366134,-1.565261106,-2.331702775,0.8288282447,2.190376625,1.341308643,28.18307779,0.1388111333,6.356319993,1.915249967,0.01215572351,3.841129749,0.07078205153,0.8232948361,9.080036651,807.1194376,0.0006322366872,1.126830189,-0.2848828349,-17.94782475,81.63957895,0.001359062363,0.5981142423,0.03220685661,0.9184883202,0.05072898423,0.9888276911,0.06460430315,0.9483714331,0.07765315625,0.8743143421
0.7259653736,0.1465850661,0.01343971142,-15.40882406,0.4201783434,1.891810617,-0.1219888878,6.885010204,0.0002011019039,0.0009073007677,7.323979974,0.1488141798,0.07789061181,2.505087455,-1.158554736,-2.780461732,0.1817206074,0.1897244665,-0.7114390593,-3.460591204,0.1610469905,0.3047936802,-2.05170879,-2.386339229,0.6358662087,2.192288592,1.349284445,29.59239467,0.1385120928,1.00970379,0.9949678276,0.01571540767,2.605222244,0.06198826043,1.305470026,9.144636902,796.4083238,0.0006067344217,1.183656257,-0.5495437206,-17.73252873,98.03156284,0.01825103856,0.6594954304,0.01781178348,0.08510520915,0.05394556622,0.9755537429,0.09880891217,0.9548962624,0.04474669779,0.218027857
0.520686636,0.1387783577,0.01078887469,-16.38594054,0.3679490817,1.747636267,-0.1120597049,6.567418633,6.606079284e-05,0.0005438658725,7.374508309,0.1479511521,0.08782717335,0.4922320064,-1.806889281,-2.473706395,0.1583744924,0.2006485088,-2.347718035,-3.703232262,0.1486750911,0.3170203405,-1.6035796,-2.438999631,0.6307166942,2.932100873,1.543776221,20.5845605,0.2298259915,9.614064542,2.935224201,0.01072548734,3.706191417,0.0593719298,0.9472203886,8.572771389,781.6999828,0.0005973918724,1.276731797,-0.5154152309,-17.88927408,78.54888332,0.01129934351,0.7864157049,0.007450502779,0.4884526276,0.04972396577,0.9855995289,0.05413912937,0.9854237399,0.166619461,0.07266645163
