metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,0.0020158820909131235,0.0015459196835935884,0.002956970104533596,0.0020110879597996954,0.0015297015505169043,0.002902819927072642
total@2100,0.005897908210038594,0.0031929024698563067,0.03819923002454502,0.00581433222026746,0.0031441899243887404,0.03808593840709022
total@2150,0.019753739972139785,0.004267997915431465,0.07588119707061694,0.019525680489041974,0.0041986876912481815,0.07590898846214884
total@2300,0.027880997376945514,0.006452314369965961,0.1457463767149477,0.0278582065363878,0.006337388529338739,0.14628897770210755
ais@2100,0.0014548537336844802,0.0004539094487743256,0.03450627272989184,0.001411509946621603,0.00043698398247249415,0.03437590093131489
gsic@2100,0.0003051566729661559,0.0001890192262859358,0.0005673225377252677,0.00030468371128780094,0.00018944674657239702,0.0005191365409538129
gis@2100,0.0005229501770021017,0.00019774935256400283,0.0011529584409064597,0.0005154312068889055,0.00019257744874323635,0.0011642175164094937
te@2100,0.0027137682339887447,0.0017688608777927327,0.0038586341509070365,0.002711963600946987,0.0017612736202474721,0.0038594605923279344
ais@2150,0.014259471602825613,0.0007818945502857666,0.07080603635286167,0.014054774188224428,0.0007542686517836295,0.07079356181614571
gsic@2150,0.00030277561138607466,0.00015536401652003207,0.0006297232811824927,0.00029930252537955224,0.00015458562931272012,0.0005575052388874013
gis@2150,0.0008703331102388745,0.0003218529010950988,0.0020205017175722872,0.0008592009652286237,0.0003132134316530255,0.0020461194191057075
te@2150,0.0036236947059411053,0.002138472813922121,0.00537576662430368,0.003619814926006626,0.0021305604370649434,0.005378251315644888
ais@2300,0.019589476683808015,0.0016513251996807198,0.13842763994315704,0.0195780790786813,0.0015986951383718307,0.13869905273217284
gsic@2300,0.0003048504548729625,9.747094552814417e-5,0.0007105814232888363,0.0002983145192004599,9.566346530647252e-5,0.000623834999140982
gis@2300,0.0017814050432640727,0.0006362649255731156,0.004476061005611598,0.0017623686807688443,0.0006178121557276484,0.004552659149990035
te@2300,0.005146383861170278,0.0025620377509561363,0.008549949619240493,0.005141088657345705,0.002552479669552099,0.008547678844489325
