x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60
1.510325126318299e-6,1.1564740674550281e-7,-1.8099597623397951e-9,-2.511233336224518e-7,7.126589696131961e-8,1.6137111212195799e-6,-6.3103064517698174e-9,6.294228155547491e-9,2.037907291508464e-8,1.3351703555914268e-9,-2.6051579948011652e-9,-3.3611450829700106e-8,3.3609713137356834e-7,-3.618549999568512e-8,-5.371180735726216e-8,-1.454742377900091e-7,6.78211163456281e-8,-2.2836244868508973e-9,-8.811984065191305e-9,-8.176660568831375e-8,1.692288105715031e-6,6.639007144223768e-8,3.634121754723823e-8,-1.729298063416487e-7,1.5972710659697614e-7,-7.735805721433946e-8,4.9277052197862094e-8,-9.619535047387544e-8,-7.207648724609585e-7,-1.749382105663554e-7,-8.091508259489244e-8,4.5538976027169363e-7,1.7975504851367117e-7,1.8843283556479367e-6,-1.0543119583809623e-7,1.549432122767058e-6,-7.33415800876369e-7,1.7079088812424424e-8,2.557062656689674e-7,1.238859360385629e-7,5.565181974385025e-7,7.710568245237674e-8,1.8292322463005166e-8,1.5296916590247892e-7,-1.0398840889275045e-7,-1.801584896214544e-9,7.10917964060458e-7,5.868339801520731e-9,1.2335618793287007e-7,-5.118870976494014e-7,-6.963005404920887e-7,1.1817547328743562e-11,-5.399132063531475e-9,-1.1900177760460063e-8,-2.030621413017747e-8,2.4214940824472208e-8,-5.407481699743857e-9,2.4159490491500293e-7,1.8995077755714822e-8,-1.8390544789846407e-8
1.1564740674550281e-7,1.5574292101698562e-8,-6.623456799551302e-11,4.689918915643895e-8,-1.1262766732478347e-8,1.3158771398988248e-7,-2.4243813256328143e-10,-2.101731683811006e-10,-5.732327360196643e-9,1.3764814476946956e-10,-2.540675584966387e-10,2.2816077856989682e-10,2.8852192891971216e-8,-1.2212001676696785e-8,1.9643801724014028e-8,-5.297896257328891e-9,4.680020247572796e-8,1.5422846542940635e-9,-3.8922650252089535e-10,-8.970626560295167e-9,1.8821442633458966e-7,9.979904459241572e-9,2.3787882397002105e-9,-6.572568508656771e-9,-1.4048284787239732e-8,6.098882818636015e-9,4.963867193442373e-9,-8.333859800319444e-9,-4.9213966274709264e-8,-2.0458989172104457e-8,-8.6078428088318e-10,1.3952542970569582e-9,1.882735695823378e-8,2.2653645409093718e-7,-8.966219757971983e-9,-6.420251191303255e-10,-6.273234498300183e-8,1.1663561040719427e-9,3.811213560876009e-9,1.2550624855312728e-8,2.0430575677157046e-7,-3.0485930960146544e-9,1.3434321469225145e-9,1.5250326814888041e-9,4.1338681852849176e-10,-6.884235683819457e-11,7.391888845739748e-8,1.3752949238771848e-10,-3.8475522432004326e-9,-9.868390872855312e-8,-2.2089642135958305e-7,-5.414507374982154e-13,7.846423574049274e-10,2.5018841253753362e-9,-3.3750815871788022e-9,3.214149648597895e-10,-1.6656151616378257e-9,2.439401769978246e-8,9.228922487870247e-10,-1.7690334796602645e-9
-1.8099597623397951e-9,-6.623456799551302e-11,2.9548732051932256e-11,3.3139044539970485e-9,-9.765564881414956e-10,-1.6600068449468746e-9,2.727898385341226e-11,-2.952817865658552e-11,-2.6385056868039327e-10,-6.896090672304719e-12,6.889928850171139e-12,8.318170254028054e-10,2.443875357252399e-10,1.6842029149899067e-10,-6.798035816571966e-11,-1.876122063101561e-9,2.060449331508838e-10,7.105456311591217e-11,1.9764080257135212e-10,1.2513034744501843e-9,-4.1007765372581046e-9,-4.733825596135649e-10,-4.549530126812166e-11,4.849895814466862e-10,1.0901979132785436e-9,3.825706924628264e-10,5.4880587268106425e-11,2.0752487445174586e-11,2.706920830090927e-9,6.148631425295815e-10,3.212510511737182e-10,-8.807335715926993e-10,5.895463357074495e-11,3.612384225407889e-8,-6.723321523577474e-10,-2.699695759952279e-8,9.992288903973669e-9,-2.5651309886364945e-10,-1.3404225078940935e-9,-4.231728560166014e-10,-1.4611400600999925e-8,-3.652889071678491e-10,-4.469782883767833e-12,7.730175159903458e-10,-1.3283461115714557e-9,-8.88778892608574e-12,1.1673233804542285e-9,-2.0465303877948294e-11,-1.0719883799181825e-9,2.3693751388071417e-9,2.906780507362933e-9,-7.364629631270829e-14,4.714731035632454e-11,1.4261805969483553e-10,7.88574699874422e-11,7.190345750554176e-11,-1.1570399539178595e-10,-9.170847736594569e-10,-7.125566437210434e-11,-1.0699594412328868e-10
-2.511233336224518e-7,4.689918915643895e-8,3.3139044539970485e-9,9.023452811059176e-6,-1.9010951971767336e-7,-2.684525526589312e-7,1.806462935362915e-8,-8.282156471496537e-9,-1.663070382580077e-7,-2.2823091354101816e-9,2.45341487383586e-9,-8.421095709302334e-7,7.093528301282164e-8,-2.5437128025038226e-7,1.445818431428413e-6,-8.181027692488986e-7,6.04390477447207e-7,-2.0500068245397135e-8,-1.8267550523607006e-8,-1.2060601632438381e-6,7.008583753078558e-7,-4.2728456350091774e-7,-4.0331940485559434e-8,2.1951555093676825e-7,2.266703263234686e-6,4.306597368502544e-7,9.802849413805025e-8,-2.0385865861075954e-8,1.5211158920687568e-6,5.465388236050092e-7,2.0359861877030747e-7,6.565002542034082e-7,2.5005825599073607e-8,3.011671106169859e-6,3.607218849627154e-8,3.83136748041519e-6,9.01557304181026e-6,-8.843031795836455e-8,-6.146628780164064e-7,-5.056230319310612e-7,-2.5531631376414404e-5,-3.3163532425742306e-7,-1.2509988126798258e-7,1.3430724594581713e-7,-2.6008693485228227e-7,-1.4694239904737906e-8,-3.2093880100139393e-6,-1.077285046081418e-8,-8.81992478547441e-7,2.0380617560933445e-6,-1.7509570349772068e-5,-4.5105938034437455e-11,-5.091515450511361e-9,6.04184351294092e-8,-4.9237904656397525e-8,-6.218323799257229e-8,2.6673439937478264e-10,4.824759624307518e-8,-1.5434358079141357e-7,5.8945856824930275e-8
7.126589696131961e-8,-1.1262766732478347e-8,-9.765564881414956e-10,-1.9010951971767336e-7,1.659063042744955e-7,6.362376276452681e-9,-9.897981848332693e-10,4.703389792850523e-9,4.6184462593377245e-8,-4.883549266880198e-10,1.0812800937580331e-9,-5.70273919187129e-8,-5.899841476491091e-8,3.8753249125602194e-8,5.3264561162004855e-8,3.3309700543725923e-9,-1.0853634231261757e-7,-8.033611621219647e-9,-8.480221572745492e-9,4.6940716541996265e-8,1.6182648144882043e-7,-1.3656202794716081e-8,1.4023248968092372e-8,-4.269777726486877e-8,2.937081166648316e-7,-1.4420598200781662e-8,7.207840841619903e-9,2.2778348306031677e-9,5.972006426173902e-8,-2.4049695356501724e-8,-5.8845867964062874e-9,1.941288684282789e-7,-3.586280765047872e-8,-2.018568551286328e-6,2.006503462641615e-8,-7.696346722781548e-8,-3.502608968756646e-7,-3.43339665898787e-12,4.536358311552259e-8,5.233808905395734e-8,-1.750321439281665e-6,3.56479874716176e-8,-3.6313118029747036e-8,-2.1841506905477694e-8,8.273280807388626e-8,1.838954607377671e-10,4.470571975948166e-7,2.7803917161171943e-9,1.201689425347006e-7,8.203668454549025e-8,1.5898406386180973e-6,1.3226106165085947e-12,-1.2450064205788161e-8,-1.3274500530115139e-8,4.868419583637669e-10,-4.8303731103981085e-9,7.091637591470521e-9,-1.3637621430241604e-8,-9.697626847196636e-10,9.033337542002364e-9
1.6137111212195799e-6,1.3158771398988248e-7,-1.6600068449468746e-9,-2.684525526589312e-7,6.362376276452681e-9,1.8006126201936347e-6,-5.048199138900762e-9,4.260887361687079e-9,-1.284939166693705e-9,1.5549842948191477e-9,-3.559229992632794e-9,-8.559549547496928e-8,3.597206737201301e-7,-5.66704966092348e-8,-1.7279768954862225e-7,-3.4463751142441666e-8,1.2277166855410674e-7,2.423822439147116e-9,-1.055162392603462e-8,-1.8902751241823162e-8,2.200142676480686e-6,4.982367927191688e-8,3.8764359855590787e-8,-1.625346136974871e-7,-1.2302432172536292e-8,-9.380542206519126e-8,4.5198775012970514e-8,-8.021652784536219e-8,-8.174863497993141e-7,-2.198937116408217e-7,-7.238649060752154e-8,4.12706428581559e-7,1.9632837080962594e-7,3.7264508829511635e-6,-1.3230876172101078e-7,1.1218710370114482e-6,-9.134412216868386e-7,1.279461497910949e-8,2.676596571677888e-7,9.949222479433371e-8,2.2556563704902235e-6,6.456161678900536e-8,2.771447016926038e-8,1.4421801539799537e-7,-9.991183830008e-8,-2.005972334208407e-9,6.862980746428686e-7,6.0535201723048616e-9,8.966258460409238e-8,-5.993043662941238e-7,-7.035720260597438e-7,1.1701483278123275e-11,-2.0084039761692974e-9,-1.3228706674381819e-8,-2.367929590570791e-8,3.339939140606208e-8,-1.4733122526560041e-8,3.0003418549362005e-7,2.969183083861221e-8,-2.5881973515172444e-8
-6.3103064517698174e-9,-2.4243813256328143e-10,2.727898385341226e-11,1.806462935362915e-8,-9.897981848332693e-10,-5.048199138900762e-9,6.196096952336811e-10,-4.25716588828573e-10,-5.426735568018957e-10,-1.3306558632642096e-10,9.332137613614284e-11,-1.3831243197645308e-8,-6.050137637391301e-9,1.4723403435200573e-9,-8.876274926673656e-10,3.463042939692195e-9,3.295656446248825e-9,-7.8975671427503e-11,8.797666730896779e-11,-6.499909783845023e-9,4.226089305658168e-9,-4.844562032839349e-9,1.2762089361217274e-11,3.1590573093226767e-9,-4.510592273143077e-9,1.2913819905395686e-9,5.405072761080892e-11,2.077375570730921e-9,7.365228224880972e-9,-2.233237266281824e-9,2.2695632473759316e-9,-7.691993610333914e-9,-2.831796616894009e-9,3.827559869795258e-9,-2.093654540140109e-9,-6.073943105125507e-9,4.46979934035258e-8,-7.498410926162936e-10,-3.847688260771185e-9,-6.576484889742588e-10,3.060334083128586e-8,-3.1766026888356835e-9,-9.126636710842468e-10,-7.0549310810523e-10,3.064706851897726e-10,-3.489255023492224e-11,-5.0258205113170414e-9,-3.353885254089414e-11,-3.0806404504928036e-9,3.9763102744674086e-9,-5.501829326364881e-8,-3.2215190615532446e-13,-4.3446945242268063e-10,7.06883640554228e-10,3.9242319864098854e-10,-6.923835597585677e-10,-4.127791205348509e-10,1.7951780440749245e-9,-4.5292425106815464e-10,2.2885510929190505e-10
6.294228155547491e-9,-2.101731683811006e-10,-2.952817865658552e-11,-8.282156471496537e-9,4.703389792850523e-9,4.260887361687079e-9,-4.25716588828573e-10,1.3618888750723888e-9,2.2045056930820277e-9,-3.7370478388344864e-11,1.1912206374464904e-10,3.442157528336022e-9,-7.819185493583057e-9,-3.8852090592244785e-9,1.0920735662201443e-8,3.2804897701355986e-10,-2.8998486906832413e-8,-4.936025405134067e-10,-8.515878174846874e-10,1.3277208235262474e-8,-1.6931794882054596e-8,2.1683566638621197e-9,1.0635691591761497e-9,-1.6089289109523041e-9,3.115894227480133e-8,-3.1486061757170386e-9,3.780500193993402e-11,-1.5207157976993628e-9,-5.141619285761426e-9,-3.0616946576287417e-9,-7.449517733921738e-10,1.024606541381458e-8,3.793472881929712e-9,2.3804081734984106e-8,4.9962132039251456e-9,-1.7794338162666293e-7,-1.3720271156770458e-8,-6.230331203296871e-11,5.595382015733502e-10,-5.883512862638036e-10,-3.2506418907737517e-8,3.557189777482579e-9,1.6592148008896109e-10,5.457958394939815e-9,4.2188670180417983e-10,2.0621433890314936e-11,-3.969170233138559e-8,-2.8265401411597348e-11,2.7480491938547185e-9,-3.5313540011703773e-9,1.094406031077964e-7,2.1964171052201748e-13,2.2416145630036972e-10,-1.0402482039124171e-9,-6.18178262030527e-12,1.145210935245062e-9,4.292151326608101e-10,-6.748716625025276e-9,1.5175280934637719e-9,-4.6180354904086365e-10
2.037907291508464e-8,-5.732327360196643e-9,-2.6385056868039327e-10,-1.663070382580077e-7,4.6184462593377245e-8,-1.284939166693705e-9,-5.426735568018957e-10,2.2045056930820277e-9,9.351083380545526e-8,-2.9160447870159637e-10,5.700356920840881e-10,-8.21314466791486e-8,1.3728865355943924e-8,4.877274713646913e-9,1.007826307873378e-7,8.17157262414574e-8,-1.217788479207025e-7,-2.6243998853148046e-9,-5.537672321268891e-9,3.2130091708496774e-8,1.5078212486927016e-7,3.9568965612899495e-8,4.1535522318063815e-9,-1.1496618983901368e-8,2.499951425041583e-8,-1.2822007929568653e-8,-3.214002076625345e-10,-7.483327849726528e-9,-1.5308828498361486e-7,-3.8632394052072434e-8,-1.4509932889221855e-9,9.481011616791004e-8,-1.931161988597419e-8,-4.884587808408907e-7,-2.2029956021048073e-8,-4.886862865639218e-7,-2.960375905056282e-7,2.333373613200443e-9,1.953151363378857e-8,3.4297562361217624e-8,-2.9215682201554576e-7,2.4199858082397442e-8,-6.295847499673565e-9,-1.2812828225833317e-8,5.4104943354017585e-8,-1.0147618678166365e-10,1.1639798990638973e-7,7.925999721225304e-10,3.5209104460539934e-8,-5.046707505893883e-8,-1.6386142756793697e-7,6.446073321678291e-13,-2.82615907025632e-9,-4.606638056493075e-9,-2.963824181538724e-9,-1.2044889486283585e-9,7.16321262938417e-9,-1.2123864649940794e-8,2.36575091003792e-9,2.361465654915216e-9
1.3351703555914268e-9,1.3764814476946956e-10,-6.896090672304719e-12,-2.2823091354101816e-9,-4.883549266880198e-10,1.5549842948191477e-9,-1.3306558632642096e-10,-3.7370478388344864e-11,-2.9160447870159637e-10,7.185876371849872e-11,-9.774383055201189e-11,-2.726199800242018e-10,1.907233040480885e-9,-3.1155047337877374e-10,-1.0715298772906925e-9,-4.2330026237941584e-10,4.565516632261002e-9,1.0952125524094542e-10,-7.337546846407341e-11,1.0881891648915614e-9,3.803433288934884e-9,1.0506347918355987e-9,6.123525693505265e-12,-1.2359896791628302e-9,-1.0556339122388167e-9,2.9083063728564795e-11,-4.261956013018556e-11,-3.1859559530729345e-10,-2.217286267190104e-9,4.610018015739255e-10,-5.258682933889832e-10,2.2115586502402965e-9,4.795254107760325e-10,-6.743081328738737e-9,7.271528557374231e-10,8.309269561562811e-9,-2.02724819962816e-8,1.2463425636465346e-10,1.3772271046894671e-9,1.0210253810824074e-10,-1.3853128615407559e-8,7.567546002001853e-10,3.5130482324792595e-10,-5.677534945028585e-10,-1.6898706409819778e-10,1.1294880708740417e-11,5.853539755658367e-9,3.6399413455151365e-11,6.11715106905803e-10,-1.39737786928787e-9,1.7309840630168302e-8,7.186523791753938e-14,2.10668256757842e-10,-1.5629759018160806e-10,-2.686315019944514e-10,-2.9777304442292884e-10,9.727754092539186e-11,8.913855098175679e-10,-4.674602474898929e-11,6.702473121901825e-11
