horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.006256212258834,1201.2721773820303,0.46524308350115184,11.51963635916238,4,400,2000000,true
2150,1.0088754118701608,1275.5593054561166,1.4000148084172608,32.33443824964692,4,400,2000000,true
