metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,18.332620894323487,15.801958995626208,21.65955158398306,18.293845421907363,15.666765992288806,21.635775564359214
total@2100,44.493792345806135,33.38828200918992,98.34967580551847,44.28425921708962,33.06054143041518,98.57147246528132
total@2150,95.46281722222358,48.28209607267894,184.27663196199072,94.16698783127802,47.756647766298066,184.89422100019263
total@2300,249.65604245889463,80.13568197853924,437.72483213131153,246.41272085439869,79.13137011046614,437.8772128743206
ais@2100,7.03156432069994,4.372285099054647,60.140857707293826,6.988258122985845,4.323557291918835,60.62225483981387
gsic@2100,7.3196992664819565,6.1900057763408345,9.138179638214922,7.255010811225448,6.169134394131056,8.89872546581579
gis@2100,6.8944624922816,5.175573632210479,9.720501130701715,6.816099696935806,5.134311087898266,9.686610286717782
te@2100,17.4882728297561,11.787828634481903,23.688313187889936,17.488174755217536,11.73285955381968,23.720271541773055
ais@2150,44.380018873501115,7.185373797330655,127.77857556226128,43.50672984400082,7.07858530706405,128.64218860458067
gsic@2150,9.409712198167473,7.819120694823164,12.079482747577645,9.289019275130443,7.779146120963196,11.674994870246827
gis@2150,11.001420731793834,7.932181458684423,16.58888273638432,10.869620422911092,7.862093150709884,16.552475846875435
te@2150,25.189890155925216,15.601618256374596,35.740346215421994,25.189678831535794,15.515918502836785,35.765209182594994
ais@2300,162.2637333894737,15.238349576920971,340.8334416348475,159.3883937963534,14.977447102751315,340.9489260566528
gsic@2300,12.75061112723186,10.115108235991265,17.090999938940634,12.51069901162683,10.02873495577683,16.429710485336212
gis@2300,22.558719332058015,15.592397283753046,37.30039321134792,22.29716740826139,15.428282866359108,37.31451867529586
te@2300,38.488487914127,19.51654057579478,61.15552001973734,38.467906808470175,19.452116032464666,61.19524727240277
