metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,17.92004493442689,15.513739948273535,20.269654877171067,17.92004493442689,15.721037057904608,20.269654877171067
total@2100,51.87887766149565,40.183377292393764,94.53884286921024,54.161699149030284,40.020142122086426,94.53884286921024
total@2150,108.77785501972494,58.05666781090517,203.13787326489688,111.04217962826803,57.15919760089032,199.1047814613272
total@2300,258.1216708747327,93.27904311612113,487.2867764625055,265.0161535417414,90.568644194242,494.6790342486347
ais@2100,18.891550618999172,4.715991545652871,59.89731656042747,19.298480736851776,4.375470983245897,59.89731656042747
gsic@2100,7.4079686506453495,6.178386111886958,10.712116578830729,7.498135985088192,6.316837451197663,10.50797865121466
gis@2100,6.673499148269188,5.6896815203989135,10.052363602988597,6.666560570130803,5.559222671170673,9.57974223606107
te@2100,17.800395451708486,16.314290684798554,20.993725307519657,17.800395451708486,16.12956787480569,21.267115185873823
ais@2150,55.77567786306608,7.476569150843443,146.81533034242273,58.500208499153494,6.914112340873809,142.08340802499984
gsic@2150,9.557801417219187,7.789534347760441,14.692160407319504,9.670046187421613,7.789534347760441,14.395058892084878
gis@2150,10.6750631452909,8.628945020355637,16.514405307253107,10.6750631452909,8.37744699098485,16.465712422092547
te@2150,27.04224234917603,25.401831319007307,29.739233632183176,27.365177300790382,25.251371987836645,30.126511513833698
ais@2300,161.98576733621252,15.299939538017531,380.83041877905936,168.06216961392892,14.051954532568454,403.98635677738264
gsic@2300,13.049039324658334,9.660552139221085,20.451210872840143,13.387480564402173,9.660552139221085,19.9336508596619
gis@2300,22.93024091707474,16.86671334270956,38.87852606750929,22.55216349815799,16.056874827213903,37.81715242488076
te@2300,42.16530634148305,37.50870879604399,50.29939320447506,42.44701716269888,38.35306905947674,50.20639870106781
