ais_ocean_temperature₀,antarctic_alpha,antarctic_nu,antarctic_temp_threshold,anto_alpha,anto_beta,gis_c1,gis_c0,gis_f,gis_alpha_f,gis_beta_f,gis_slow_ell,gis_slow_w,gis_amp,gis_s_high,thermal_alpha,gic_a_R19,gic_b_R19,gic_T_off_R19,gic_log10_kappa_R19,gic_a_SLOWP,gic_b_SLOWP,gic_T_off_SLOWP,gic_log10_kappa_SLOWP,gic_a_FAST,gic_b_FAST,gic_T_off_FAST,gic_log10_kappa_FAST,gic_amp_R19,gic_amp_SLOWP,gic_amp_FAST,gic_u_unch,gic_u_pre,gic_s_r5,d2_steric_1,d2_steric_2,antarctic_lambda,antarctic_gamma,antarctic_kappa,ais_gmst_amp,ais_mu,ais_bedheight0,ais_slope,ais_iceflow0,ais_precip_u,ais_runoff_Ton,ais_c,sd_ais,rho_ais,sd_gsic,rho_gsic,sd_gis,rho_gis,sd_steric,rho_steric
0.0004793846176071182,4.857149155338333e-5,-6.639452968261731e-7,0.00018102166639096806,2.3443491502553943e-5,0.00040275360478587665,-4.999550858222518e-7,1.9455647413673196e-6,3.1026931737695964e-6,-1.9475604371556303e-7,4.190668628926207e-7,-9.177773061742017e-5,2.207672138929598e-5,1.4294047096034142e-5,5.8063249319173545e-5,8.415499013289906e-7,-3.5403773437660194e-6,-4.7475671447761664e-5,0.00011215910970187967,-1.2097593478507191e-5,2.840190233166842e-6,-6.775465311225437e-6,-0.0001084532945576762,-2.0290596434382857e-5,1.5567009871307756e-5,-3.9243170189098325e-5,2.2331962566100743e-5,-1.188493485003576e-5,-6.780291018501622e-7,-5.0616828451254075e-5,1.1366608633179799e-5,-0.0010813076044601379,-0.0007914214361777329,-0.0007010634608390013,8.363577866648834e-5,-5.561700247907805e-5,4.393137619352771e-7,0.0005241944814547369,-5.063374820404264e-7,7.848265873641117e-5,-0.0002648521169331001,-0.0024432183528021964,3.9238840338747694e-9,8.709864893664763e-6,3.509021065286628e-5,0.00012133006727035394,0.0013414524746352566,-3.571310290096835e-7,-5.443922938611887e-6,2.156175118967785e-6,2.6046380105233724e-5,-2.265504298161989e-6,3.075745497810419e-5,-8.471641529053422e-6,6.823238864223198e-6
4.857149155338333e-5,1.0024848102435915e-5,-1.9405690309844367e-8,3.373474438401044e-5,-4.5444530115755744e-7,4.0902709805266114e-5,-5.5784472376673384e-8,-1.474212311996016e-7,-3.1490541221511537e-6,1.796752230589746e-8,8.298092201346063e-8,-4.142930874320268e-8,-6.281585510689356e-6,3.46338424637334e-6,8.727790450315408e-6,1.1346606728840373e-7,-6.208577722797082e-7,-1.6779456512842102e-5,4.650886525197825e-5,4.48202409669592e-6,-2.1802923884866093e-7,-3.6372265244718444e-7,-4.241116207599583e-5,-3.729043521834921e-6,2.1199385716347628e-6,-4.9646334390756084e-6,2.8833809625245137e-6,-1.3038944173190047e-5,2.1838523920199617e-6,-1.1323092128961791e-5,-5.718434237762443e-7,-4.269573600822114e-5,-8.256619833685385e-5,-0.0001005350086735991,8.51884106406605e-6,-7.58964143071896e-6,-1.4346347925963676e-7,8.647326979169513e-5,-4.73616937265332e-7,4.883984461612836e-6,-6.208529220803358e-5,0.0004442060094237058,-1.7587652935829468e-10,7.592695538857641e-7,-6.4212331388584325e-6,1.3909632548743944e-5,0.0005789031362106627,-1.770604878448704e-8,-9.194697943765066e-7,6.676832559225607e-7,3.0110359544606693e-6,-9.471402596079662e-7,1.5057571136497895e-6,-4.362024302459813e-7,8.387768749315038e-7
-6.639452968261731e-7,-1.9405690309844367e-8,3.56957706163028e-8,2.9568004845233866e-6,-4.227539018509626e-7,-1.9015696239743918e-7,-2.1353306082792952e-8,3.921779086746364e-8,6.170121878609277e-8,8.374380530452282e-9,-7.086130773853929e-9,5.063062672059689e-7,9.306996862924846e-7,9.99674858190827e-8,-1.0120753050116432e-6,-1.6860796425719546e-8,3.848234119062271e-8,3.3533510990892737e-7,1.4257806352949796e-6,1.409315121729062e-6,1.9441666488917905e-8,3.835192544379872e-8,-1.9277034914241503e-6,-4.0952791143526263e-7,-6.684539143476637e-8,8.249268022055008e-8,2.2661125121954326e-7,1.8394504143811965e-7,5.404793636531522e-7,1.0172073700936696e-6,-1.0149297618502895e-7,2.9614535363417087e-6,8.523138310317209e-6,-6.65231206802008e-6,-1.566404880307632e-7,-1.64996461026e-7,-1.1795536235802127e-8,2.805470831931571e-6,3.055259703580874e-8,3.704357517189378e-7,7.234359533868815e-8,-1.0134231971919316e-5,-3.8286200117941914e-11,-1.2724725972043539e-8,-1.7226666617597562e-7,-2.327822417435885e-8,-1.5804958515370905e-5,-6.862105713738646e-9,2.5753392269623153e-7,-1.4973007136855702e-8,1.4596094985750851e-7,-7.983394185782164e-8,-8.292822923064078e-8,1.7417284160150555e-8,-3.460325120658542e-8
0.00018102166639096806,3.373474438401044e-5,2.9568004845233866e-6,0.009052828213806213,-5.961062071259166e-5,0.00013422015316014413,1.8351359763004594e-6,3.063798253775882e-6,1.5132024991997069e-5,1.530733186781292e-6,-3.383734298234199e-6,0.0003105246245656114,6.258883435287299e-6,9.227314755575608e-5,-0.00043575341975196413,-1.9460893009009435e-5,-6.845656650251457e-5,-2.0706391999127794e-5,0.001495408286482447,-0.00020947450729355798,-5.8183641135201144e-5,4.8318159567423565e-5,-0.0011549320323208903,-9.036835361954826e-5,-1.6147514092834454e-6,7.489885526920728e-5,0.00017304791273812294,6.94260657286394e-5,7.454913896399898e-5,-0.0008017162249851424,-4.4194555383074984e-6,-0.007597566265687495,-0.0024994080066337897,0.005515468285852571,0.00014657131658967845,-0.00015073909130591345,-7.146939833517633e-8,-0.0007093900072182156,-4.284059461253369e-6,2.2038492581668974e-5,0.0015994280255739767,-0.014834231630174378,-3.5086189337645765e-9,-1.8247171559329937e-5,-1.9972424084736933e-5,3.0246330224999267e-5,0.007857039027393714,1.2878095407563237e-5,5.503535964933296e-5,8.177025434150696e-6,-7.422525938996471e-5,1.825659297659264e-5,0.0001040923418811333,-2.9227364446822855e-5,2.0552769534387644e-5
2.3443491502553943e-5,-4.5444530115755744e-7,-4.227539018509626e-7,-5.961062071259166e-5,5.095490628578977e-5,-5.559813605512835e-6,4.872111482561802e-7,-9.57416076797641e-7,-1.4940061107252274e-6,-1.5241941536442987e-7,2.5292135520313863e-7,1.0160890606303665e-5,-4.041970425308414e-5,1.7742423326231017e-6,8.601096671256525e-6,4.476301532852057e-7,-8.520331348055674e-7,1.4990975276526776e-5,-8.90169783555882e-5,-1.2544991206925006e-5,4.951022074953702e-6,4.714583384964511e-8,6.424371309579707e-5,-1.5544515659812e-5,3.5988157308215523e-6,-5.189881509782971e-6,1.8390112357519948e-7,-3.618166986564961e-6,-1.2946335598489133e-6,-5.144835250344382e-6,-4.630450575668736e-6,-0.00023987739702125625,-0.00026826529645499224,-5.590124468447217e-5,-1.0351482583071819e-5,5.095321116776367e-6,1.042318649093355e-7,1.363301392227484e-5,1.5479876189512074e-6,4.508765576555447e-5,1.2961708130533393e-5,0.00018315056959781418,-4.923746656010844e-10,-7.589740709690723e-8,-8.777577949242469e-6,3.278103829937651e-5,-5.466507912249038e-5,-1.1359158186351006e-6,-3.4628634956605215e-6,-2.3592741045659628e-7,-9.116637430867815e-7,1.3800704184855021e-6,7.90536172588306e-6,2.3731130563384495e-6,5.709273273711542e-7
0.00040275360478587665,4.0902709805266114e-5,-1.9015696239743918e-7,0.00013422015316014413,-5.559813605512835e-6,0.00040782380417798844,-9.351368504520654e-7,3.4691722458701736e-6,6.859354495198232e-6,-1.1118891642344255e-7,2.9151292086062677e-7,-8.461135754421962e-5,4.8205530569369496e-5,1.9840519652463878e-5,2.913371656912908e-5,-9.85516954071193e-7,3.1994593319651466e-6,-3.709933974508318e-5,0.00015698866880570762,5.419584366888099e-7,2.647290383092812e-6,-6.770934879271585e-6,-7.195959009474923e-5,-1.542881601317226e-5,1.3529807167083293e-5,-3.494865126704025e-5,-7.023648013250981e-6,-2.080392290276142e-5,-6.073211662715282e-7,-3.3885330522209596e-5,-6.908098726192451e-7,-0.0006363952326503996,-0.000804020668809737,-0.00017187782320551975,4.198189209706931e-5,-2.7703527653431953e-5,-7.90194853248828e-7,0.00040283555715189893,-1.168207223493235e-6,2.2199844958578426e-5,-0.00019595802926297717,-0.0003470070430063639,1.864387041268085e-9,9.227055655544e-6,3.812511665896092e-5,5.3970792982676946e-5,0.0010972582718104737,1.3389242052732567e-6,-6.911613212975996e-7,1.1176702630086087e-6,3.407746494750193e-5,-3.217168737665723e-6,1.6791585519437042e-5,-2.9235760194160285e-6,3.541694727736056e-6
-4.999550858222518e-7,-5.5784472376673384e-8,-2.1353306082792952e-8,1.8351359763004594e-6,4.872111482561802e-7,-9.351368504520654e-7,3.432953437163427e-7,-3.0479993415504727e-7,-1.1610554551438985e-6,-5.603410083071419e-8,8.032977558652172e-9,-8.364809997086041e-6,-7.76749995560314e-6,-1.95462177958107e-8,1.900660183939573e-6,7.984746559940254e-9,-4.0053596985805046e-7,-4.334480408618638e-6,-5.42223179557632e-6,-2.5025648001472725e-6,-1.2504274936518844e-7,-2.0981917074522132e-7,3.7516237773381834e-6,1.922091180598467e-6,1.8235980495489182e-7,6.241876013579423e-8,-3.465302298270243e-6,-1.6268249086978592e-6,2.6734569917037655e-8,-2.253216994196587e-6,-1.9584557981727173e-7,-1.9947907272066222e-5,-3.681206540771729e-5,3.8101836045222784e-5,-1.966249539039109e-6,3.740310232803487e-7,-2.400105023804958e-9,4.220563095563743e-6,1.8986109550774884e-9,1.6674571211813517e-7,3.8455080732379805e-6,-5.181028581479572e-6,8.72611001009869e-12,-5.8480980697056545e-8,-1.0767370049398353e-7,-3.0537400552683815e-7,3.634127028575718e-5,-1.0925381744935285e-7,-3.4631086545168603e-7,5.463704463251022e-8,-3.11278225613289e-7,1.9524933065124694e-8,9.792629060884679e-8,-9.092772487357541e-8,-9.3410982412385e-8
1.9455647413673196e-6,-1.474212311996016e-7,3.921779086746364e-8,3.063798253775882e-6,-9.57416076797641e-7,3.4691722458701736e-6,-3.0479993415504727e-7,8.053890966390001e-7,2.0563641612091187e-6,-1.1550748552779036e-8,6.49541327319981e-8,9.351237448873688e-7,6.232668422005906e-6,-6.762835403461128e-7,-3.776255337099676e-6,-3.1209735106090795e-8,1.571603632618498e-7,3.40776271591718e-6,9.240419579862868e-6,4.571297010893118e-6,-1.3121602801135498e-7,9.849687133236515e-7,-7.2083906248465435e-6,-8.055887117754107e-7,-4.6611885583265506e-7,1.833809644246163e-7,3.3569131863836553e-6,3.004792976563662e-7,-3.541207817246864e-7,1.7833489490072963e-6,3.812681497759831e-7,6.97960491312033e-5,-1.673322395474562e-5,-3.089561926179524e-5,1.7584473827013398e-6,4.816334775920625e-7,2.7756151676689942e-8,-1.6686351817666636e-5,8.222893131024525e-9,2.323004765845274e-7,-9.94456733466487e-7,5.109691626342463e-6,9.739585262587556e-11,3.06770521646825e-7,1.8271253434586647e-6,-9.781154158447507e-7,1.5047355031744126e-5,1.1115053682454819e-8,8.029971764414176e-7,-3.468705236611904e-7,-7.587177013104971e-7,9.550460646773838e-9,1.943953130693181e-6,4.076850794300809e-7,-1.6568347393359403e-7
3.1026931737695964e-6,-3.1490541221511537e-6,6.170121878609277e-8,1.5132024991997069e-5,-1.4940061107252274e-6,6.859354495198232e-6,-1.1610554551438985e-6,2.0563641612091187e-6,7.763821302140954e-5,2.9893990588635044e-8,4.398204990866985e-8,-6.486285163586718e-5,3.588605047300961e-5,-2.5386770815570417e-7,-4.9932204503997154e-5,-3.211852669501168e-7,-7.132055721687461e-7,-9.587780243885102e-6,8.299354535102355e-5,9.091663539567455e-6,-8.699698714248702e-6,8.186690139634159e-6,-9.01630987903465e-5,-5.973643669558483e-6,1.5327978451434659e-6,2.3437741048104835e-6,8.177195675976083e-6,-1.6243731775028462e-5,-2.2106662296420286e-6,4.451060088003915e-5,3.1124855686172808e-6,-0.0002765423952672043,-0.00012770641821444533,-0.00016295966554489804,-9.878969002651293e-6,4.403630107820508e-6,-4.269708385544333e-7,-4.388920934712175e-5,9.930802935602496e-8,-7.464902403013207e-6,0.00010064478282396606,-4.864663485622943e-5,1.467000890815619e-9,-2.5304363648786096e-7,1.4491382719314352e-5,2.476885900793261e-6,-0.00021040573704314157,1.5699751649084403e-7,-5.81963364931931e-6,1.4133560260283367e-6,-1.0268260471545917e-5,-9.189504115183381e-7,-1.0282413095496916e-5,-9.751835994206661e-7,-1.434879037561576e-7
-1.9475604371556303e-7,1.796752230589746e-8,8.374380530452282e-9,1.530733186781292e-6,-1.5241941536442987e-7,-1.1118891642344255e-7,-5.603410083071419e-8,-1.1550748552779036e-8,2.9893990588635044e-8,3.230040464493652e-8,-4.067072406575491e-8,4.267684642400146e-7,2.0760098280604525e-6,3.88470198525192e-7,-2.295858614292372e-7,-9.609964938215068e-9,4.1851774509544346e-8,2.2157515371633896e-7,-5.545061928896148e-7,2.2052446049483045e-7,4.048379730324801e-8,-5.283414138070858e-8,-1.6208140448646274e-6,-5.172740072214923e-7,-7.983467869484491e-9,-4.5444080816739865e-8,9.737549680184166e-7,4.288028232173842e-7,3.5653734913724865e-8,1.4738445444181126e-6,8.609011334283521e-8,-4.127340590820186e-6,1.1522430837973202e-5,-1.2269353864861357e-5,4.7033553435663286e-8,-2.8738447027373222e-8,-1.1491394086222602e-8,1.6629845531246214e-6,-8.016756346297253e-10,-1.7932607952888226e-7,-3.2973794635799265e-7,5.142016540583275e-6,-2.1198786864828264e-11,-4.6139297976973075e-8,-2.534895764179337e-7,1.625368163009419e-7,-2.7565407631594984e-6,4.1335801025301403e-8,1.210392322826933e-7,3.6976945754239664e-10,1.8797444178572068e-7,-5.715841460477179e-8,-5.107204108366852e-7,2.2715702893234396e-8,3.6721395656031834e-8
