metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,0.0,0.0,0.0,0.0,0.0,0.0
total@2100,0.0,0.0,0.0,0.0,0.0,0.0
total@2150,0.0,0.0,0.0,0.0,0.0,0.0
total@2300,0.0,0.0,0.0,0.0,0.0,0.0
ais@2100,0.0,0.0,0.0,0.0,0.0,0.0
gsic@2100,0.0,0.0,0.0,0.0,0.0,0.0
gis@2100,0.0,0.0,0.0,0.0,0.0,0.0
te@2100,0.0,0.0,0.0,0.0,0.0,0.0
ais@2150,0.0,0.0,0.0,0.0,0.0,0.0
gsic@2150,0.0,0.0,0.0,0.0,0.0,0.0
gis@2150,0.0,0.0,0.0,0.0,0.0,0.0
te@2150,0.0,0.0,0.0,0.0,0.0,0.0
ais@2300,0.0,0.0,0.0,0.0,0.0,0.0
gsic@2300,0.0,0.0,0.0,0.0,0.0,0.0
gis@2300,0.0,0.0,0.0,0.0,0.0,0.0
te@2300,0.0,0.0,0.0,0.0,0.0,0.0
