horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter
2100,0.999809547266084,1588.4597115450542,0.12212755278463415,12.487032543503787,4,400,2000000
2150,1.0000600311936243,1679.958245403602,4.415005161989767,33.86704745163921,4,400,2000000
