metric,cpl_med,cpl_lo,cpl_hi,ind_med,ind_lo,ind_hi
total@2050,18.394946020585305,15.889907667239282,24.16783738135788,18.358422943047177,15.754150117177499,24.037114967155034
total@2100,46.35056398411751,33.59220141011931,104.80912653865808,46.06712411816256,33.2620842842817,105.05685212338267
total@2150,101.43916579199981,48.580218051307305,191.21992780467548,100.1188846783997,48.06907880647042,191.77405769441785
total@2300,256.4398269508159,80.5737365233069,445.12929288118795,253.34203951702952,79.65857405556864,445.2729740278514
ais@2100,8.130635466261472,4.376490469632572,66.5798882220253,7.888627915946783,4.336335228933992,67.0244280280744
gsic@2100,7.3333776253282075,6.202632898561166,9.138922187765528,7.276876901469301,6.1852621964908145,8.933450628583989
gis@2100,6.872095177613141,5.1646213028306365,9.684750121855808,6.815452408672529,5.134337297044416,9.690347851046699
te@2100,17.620171012943185,11.94525316796966,23.947631038311098,17.615000932575054,11.878408112878597,23.946383723202132
ais@2150,49.82653479630659,7.181414279261931,134.5731714001892,48.87896006303477,7.090520428543775,135.3930017005679
gsic@2150,9.427500314960454,7.829196510876613,12.082271416367782,9.31788540022613,7.792816029228514,11.715527307899439
gis@2150,10.964565717697871,7.916967120346108,16.525575029444756,10.87497674129019,7.8655681850897645,16.57225434166015
te@2150,25.305399962748666,15.884741497114124,36.027814885325235,25.29947289922747,15.80569226448196,36.02243593609442
ais@2300,168.79529884825126,15.209290272068591,348.1986745251283,165.9203477504804,14.989544912950151,348.2153044410816
gsic@2300,12.780385970693539,10.125594840346213,17.110672830317338,12.549670354690587,10.042970016648352,16.478524677661106
gis@2300,22.498160169803512,15.569018311903813,37.156842414882796,22.32993954886391,15.443568165773398,37.4027499201975
te@2300,38.67720115207092,19.837946522581447,61.597601488728294,38.63935689593184,19.733711106006353,61.51860546369532
