horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter
2100,1.0058559146150066,1044.6779807376095,0.35965334516830966,12.542642049241067,4,400,2000000
2150,1.0075292570232615,1076.4259310764196,2.1401314883047973,33.74955245171534,4,400,2000000
