horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0021566386463665,936.5635915114997,2.0240706943487154,19.326411109342647,4,400,2000000,true
2150,1.0028462400551224,960.6406162218967,4.9190207380377275,40.892532405520946,4,400,2000000,true
