horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0147986695116535,1270.80394675294,0.5092622526582616,11.516444570733416,4,400,2000000,true
2150,1.010913477349194,999.7950013802447,1.2887317391362958,31.600204011924827,4,400,2000000,true
