horizon,rhat,ess,sd_medians,mean_sd_wc,n_chains,n_per_chain,niter,gis_shape
2100,1.0131065059400948,998.9718706857294,1.5585910422618658,16.681418517590146,4,400,2000000,true
2150,1.009416824375711,1112.3691009236263,6.3053986318580275,37.623485885015604,4,400,2000000,true
